candle_size,weekday,target
0.0311866125760649,1,0
0.0512170385395537,1,0
0.0367647058823529,1,0
0.0329614604462474,2,0
0.0251014198782961,4,1
0.0136916835699797,4,0
0.088235294117647,4,1
0.0600912778904665,4,0
0.0709939148073022,4,0
0.0527383367139959,4,1
0.0233265720081135,4,0
0.0415821501014198,0,1
0.0207910750507099,1,0
0.0304259634888438,1,1
