candle_size,percentage,weekday,target
0.0166112956810631,0.036854552339202,2,1
0.0063122923588039,0.0136984166799816,3,0
0.0656146179401993,0.1472786206937056,3,0
0.0034883720930232,0.0074168102535725,4,0
0.0229235880398671,0.0513546302620018,4,0
0.2189368770764119,0.4949731486981423,4,0
0.0210963455149501,0.0474820060834132,4,1
0.0433554817275747,0.0980556464426775,4,1
0.0091362126245847,0.0203805835264812,0,0
0.0098006644518272,0.0225962107934201,0,0
0.0536544850498338,0.1242106086298929,1,0
0.0347176079734219,0.0804459944466095,1,0
0.0554817275747508,0.1303792162429287,1,0
0.031063122923588,0.0728175499297667,2,1
0.0392026578073089,0.0916282970762875,3,0
0.0421926910299003,0.0988477090574695,3,0
0.0224252491694352,0.0525017594105865,3,0
0.0347176079734219,0.0811437084355262,4,0
0.1028239202657807,0.2386619309716019,1,1
0.0445182724252491,0.1052356731194442,2,0
0.0350498338870431,0.0824328493597701,2,1
0.0521594684385382,0.1228066914369931,2,0
0.0380398671096345,0.0895905844616699,3,0
0.0172757475083056,0.0406626647837379,3,1
0.0254152823920265,0.05993392333747,3,1
0.0146179401993355,0.0346657946750118,4,0
0.0451827242524916,0.1071075863122204,4,0
0.0249169435215946,0.0589208193307201,4,1
0.0533222591362126,0.1265577164755674,4,0
0.0408637873754152,0.0961107553430259,4,0
0.0192691029900332,0.0452228730495261,0,1
0.0491694352159468,0.1158803633643608,0,0
0.0350498338870431,0.0825803229386245,0,0
0.0299003322259136,0.0705002670104167,0,0
0.027906976744186,0.0656356648032256,1,1
0.0850498338870431,0.2002718064579072,1,0
0.040531561461794,0.0949349788833839,2,0
0.0146179401993355,0.0343510920403655,2,0
0.0363787375415282,0.0859024380926711,3,0
0.0926910299003322,0.2183772264215791,3,0
0.0754152823920265,0.1768613076246964,0,0
0.0244186046511627,0.0572356247869053,1,0
0.0322259136212624,0.0756258128577685,1,1
0.0122923588039867,0.0288479421016402,1,0
0.0127906976744186,0.0302716563095577,1,0
0.029235880398671,0.0692929443787299,2,0
0.0518272425249169,0.1216952346892141,3,0
0.0177740863787375,0.0413582785954268,3,0
0.0136212624584717,0.0315369295965565,4,0
0.0320598006644518,0.0743663898610187,4,1
0.0546511627906976,0.1270560370309726,4,1
0.0154485049833887,0.0360977027974995,1,0
0.0227574750830564,0.0532345237068594,2,0
0.0136212624584717,0.031515983071332,3,0
0.027906976744186,0.064635655537924,3,0
0.0250830564784053,0.058102121996577,3,1
0.0320598006644518,0.0743525282369255,3,0
0.0006644518272425,0.0013163475225044,3,1
0.012126245847176,0.0279407520642576,3,1
0.005813953488372,0.0132588293935366,1,0
0.0393687707641196,0.0910428708274219,1,1
0.0096345514950166,0.022192507857141,2,0
0.0466777408637873,0.108662200294512,2,1
0.0176079734219269,0.0408296279427314,3,1
0.0368770764119601,0.0848732974720352,4,0
0.0205980066445182,0.0472605650970171,4,0
0.0127906976744186,0.0290694790779736,0,0
0.0074750830564784,0.0172369518707519,0,0
0.0096345514950166,0.0220392689857481,2,0
0.0287375415282391,0.0661890251286849,2,0
0.0182724252491694,0.0423441820553167,3,1
0.0583056478405315,0.1359379957148474,3,1
0.0774086378737541,0.1808583660703724,3,0
0.0259136212624584,0.0606477041667204,4,0
0.0626245847176079,0.1467117692136871,4,0
0.0205980066445182,0.0480737407702958,0,1
0.0378737541528239,0.0884718559397689,0,0
0.0134551495016611,0.0310714930341417,1,0
0.0039867109634551,0.0089367779351982,2,0
0.0205980066445182,0.0470234677898675,2,0
0.0137873754152823,0.0314110770110594,3,0
0.0134551495016611,0.0306382217199413,3,0
0.0214285714285714,0.0490673628255216,4,0
0.0679401993355481,0.1559751261353518,4,1
0.0264119601328903,0.0608219807354023,4,0
0.021594684385382,0.0495114289644593,0,0
0.0106312292358803,0.0242789883039261,0,0
0.0377076411960132,0.0870569456648964,1,1
0.1237541528239202,0.2862023176659128,1,0
0.0662790697674418,0.1527245182942139,1,0
0.0446843853820597,0.1032361527169397,1,0
0.0237541528239202,0.0547083221236243,1,0
0.0307308970099667,0.0708681268925345,1,0
0.0375415282392026,0.0863965413385396,2,0
0.0129568106312292,0.0291638513508244,2,0
0.0257475083056478,0.0583206444084362,2,1
0.0428571428571428,0.0973634447219468,3,0
0.0122923588039867,0.0276610050304602,3,0
0.1177740863787375,0.268554144632279,0,0
0.0509966777408637,0.1152606452294176,1,0
0.0159468438538205,0.035822046288924,2,0
0.0186046511627906,0.0418865912219624,2,1
0.0598006644518272,0.1358387518202915,2,1
0.0425249169435215,0.0972006483345801,2,0
0.0367109634551494,0.0843674749549716,3,1
0.0493355481727574,0.1139186453952503,3,0
0.0491694352159468,0.1135882746799824,3,1
0.0857142857142857,0.1991560232038321,3,1
0.0330564784053156,0.0771716517136235,4,1
0.115282392026578,0.270830403041471,4,0
0.0205980066445182,0.048311460008306,4,0
0.0091362126245847,0.0213265723539774,0,0
0.0172757475083056,0.0404601008229324,0,0
0.0146179401993355,0.0341739072023073,0,1
0.0220930232558139,0.0518210206069294,0,0
0.0264119601328903,0.0617668152621569,0,0
0.0413621262458471,0.0964483270667107,0,0
0.0098006644518272,0.02273515160594,0,0
0.0294019933554817,0.0685335472285358,1,0
0.015282392026578,0.0354793419456446,2,1
0.0146179401993355,0.0339720424620826,2,0
0.01843853820598,0.0426675774332028,2,0
0.031063122923588,0.0719379384856769,3,0
0.0209302325581395,0.0484519935251122,3,1
0.0166112956810631,0.0384387514555595,3,1
0.0210963455149501,0.0488058835795191,4,0
0.2782392026578072,0.6443715481166602,4,0
0.0174418604651162,0.0401870021603242,0,0
0.029235880398671,0.067145020824327,1,1
0.0186046511627906,0.0426448836723596,1,1
0.0088039867109634,0.019920757388635,1,0
0.048172757475083,0.1101848597031809,2,0
0.0036544850498338,0.0080200226375313,3,0
0.0212624584717607,0.0484068818192991,3,0
0.076079734219269,0.1733077901298383,3,0
0.0317275747508305,0.0719955427005658,3,1
0.0295681063122923,0.0677219480051237,4,0
0.0112956810631229,0.0257164444544475,4,0
0.0357142857142857,0.0817231266045089,4,0
0.0626245847176079,0.1411211455317461,0,0
0.0372093023255813,0.0838369168911432,0,0
0.0825581395348837,0.1858351789766351,1,0
0.0554817275747508,0.1250156241524789,1,1
0.0553156146179401,0.1247646058744765,1,0
0.0463455149501661,0.1043540937250066,2,0
0.0260797342192691,0.0585710005864304,2,0
0.0676079734219269,0.151176026110991,2,0
0.0328903654485049,0.0719722339606425,4,1
0.0114617940199335,0.0246872668142637,4,1
0.013953488372093,0.0303852133350153,4,0
0.063953488372093,0.141003774017673,0,0
0.057641196013289,0.1269517599721633,0,0
0.0511627906976744,0.1118698905505925,1,0
0.1400332225913621,0.3082601462857148,1,0
0.0294019933554817,0.0644889712561462,2,0
0.0214285714285714,0.0464878499008944,2,0
0.0426910299003322,0.0933511284614637,2,0
0.1735880398671096,0.3820585393805296,4,1
0.0561461794019933,0.1242508104332313,4,0
0.1729235880398671,0.3786259793011328,0,0
0.0299003322259136,0.0651216876615411,0,1
0.0654485049833887,0.1440363985692647,0,0
0.0328903654485049,0.0721105373687213,0,0
0.0397009966777408,0.0865938780620819,0,1
0.0245847176079734,0.0534819705395968,1,1
0.0669435215946843,0.144052788210807,2,1
0.03421926910299,0.0733566760024677,2,1
0.0632890365448504,0.1364681513201733,2,1
0.0667774086378737,0.1440664665389328,3,0
0.0521594684385382,0.1126971891131665,3,0
0.0144518272425249,0.0305098171815739,3,0
0.0282392026578073,0.0604503187227574,4,0
0.0392026578073089,0.0842186204793166,4,0
0.0770764119601328,0.1608529751670835,1,1
0.073421926910299,0.1535332194324877,1,1
0.1024916943521594,0.2150933426939188,1,0
0.0362126245847176,0.0730188852425587,2,1
0.0847176079734219,0.172863539023045,2,0
0.1769102990033222,0.3639550420122738,2,1
0.1534883720930232,0.3223950482193136,2,0
0.0375415282392026,0.0784285178791622,3,0
0.057641196013289,0.1201288937076716,4,1
0.201328903654485,0.4262879197815384,4,0
0.0506644518272425,0.1059374415996038,4,1
0.0759136212624584,0.1594857464641374,4,1
0.038704318936877,0.0820004946872351,0,0
0.0561461794019933,0.1207907214432764,1,1
0.0661129568106312,0.1426382157463446,1,1
0.1041528239202657,0.2256627752624687,1,0
0.1573089700996677,0.3413963210023907,1,0
0.0699335548172757,0.1517611943739565,1,1
0.0416943521594684,0.0904164418658705,1,1
0.0415282392026578,0.0901301845025954,2,0
0.0337209302325581,0.0730636377432836,2,1
0.0993355481727574,0.2162804160340092,2,1
0.0392026578073089,0.0842706797171475,3,1
0.0548172757475082,0.118255634201442,3,0
0.0335548172757475,0.07228672310807,4,1
0.0250830564784053,0.0538794377125448,0,1
0.0440199335548172,0.0950130791955215,0,0
0.0411960132890365,0.0886154309064912,1,1
0.048172757475083,0.103907302298768,1,0
0.048172757475083,0.1041704012957128,1,0
0.0548172757475082,0.1191059340119915,2,0
0.0332225913621262,0.0710403513954482,3,0
0.0350498338870431,0.0750342086163941,3,0
0.0463455149501661,0.0992157525768056,3,0
0.029235880398671,0.061834208518731,4,0
0.1009966777408637,0.2159011700241671,4,0
0.0895348837209302,0.1913483947577063,4,0
0.0975083056478405,0.2083707804375299,0,1
0.0264119601328903,0.0568962276438735,1,1
0.0568106312292358,0.1233801167905119,2,0
0.0568106312292358,0.1224809506085371,2,0
0.0421926910299003,0.0908181148068611,2,0
0.0498338870431893,0.107654880046217,3,1
0.0443521594684385,0.0947986029458027,3,1
0.0430232558139534,0.0923004370486236,3,1
0.0651162790697674,0.1408551273030905,4,0
0.0499999999999999,0.1081323221337461,4,1
0.0285714285714285,0.0615750246264912,0,1
0.1210963455149501,0.2624407142697926,0,0
0.010797342192691,0.0227497927174554,1,0
0.0167774086378737,0.0356233498519552,3,1
0.054485049833887,0.1176231606231034,3,0
0.0491694352159468,0.1053194905929654,0,0
0.048172757475083,0.1029043314329344,0,1
0.1074750830564784,0.2310025913787707,0,0
0.0664451827242525,0.1404043299107081,1,0
0.0320598006644518,0.0673527569691849,2,0
0.0471760797342192,0.0991767278361725,2,0
0.0382059800664451,0.0802291888602064,3,0
0.046843853820598,0.0987121526923929,3,0
0.0265780730897009,0.0556553279430006,3,0
0.0357142857142857,0.0745798992963237,0,0
0.041860465116279,0.087242004834885,0,0
0.0687707641196013,0.1446974628125388,0,0
0.0269102990033222,0.056160212350257,0,0
0.0498338870431893,0.1048227169028405,1,0
0.0390365448504983,0.082911142539836,1,1
0.0588039867109634,0.1261168628862808,2,0
0.0398671096345514,0.0846497608768452,2,0
0.0287375415282391,0.0609878545395585,3,1
0.0662790697674418,0.1423993381299542,3,0
0.0277408637873754,0.0587988074398288,3,0
0.0332225913621262,0.0707328653677279,4,0
0.0456810631229235,0.1004975216339194,0,0
0.0332225913621262,0.0725964223051676,1,0
0.1033222591362126,0.2265112825556522,1,0
0.0403654485049833,0.0884079815957381,2,0
0.1088039867109634,0.2395941402826256,2,1
0.0345514950166112,0.0762869744985914,2,0
0.0528239202657807,0.1172850207549359,3,1
0.0430232558139534,0.0951039751794349,3,0
0.0061461794019933,0.0130147311165984,4,0
0.0867109634551495,0.1902337665724192,4,1
0.0353820598006644,0.0779415669323731,0,1
0.0445182724252491,0.0986069996356343,0,0
0.0506644518272425,0.1121853407816951,0,1
0.151328903654485,0.3386987707925436,0,1
0.0516611295681063,0.1157714988121626,1,1
0.0931893687707641,0.2101110221593576,1,0
0.0657807308970099,0.1471752486528516,1,0
0.0491694352159468,0.1102069364843747,2,0
0.0307308970099667,0.0687153870917093,2,0
0.03421926910299,0.0757305506617047,2,0
0.0294019933554817,0.064305148617306,3,0
0.0425249169435215,0.0934827025739332,3,0
0.0649501661129568,0.1429851099529634,3,0
0.0591362126245847,0.132265392560181,4,0
0.0124584717607973,0.0273430084313732,4,0
0.1443521594684385,0.3211664510394594,4,0
0.0822259136212624,0.181950416920307,4,1
0.0823920265780731,0.1826597336451513,4,0
0.05265780730897,0.1168261164773975,0,0
0.0782392026578073,0.1760128306632984,1,0
0.0423588039867109,0.0950368244775097,1,0
0.0710963455149501,0.1610269041957393,1,1
0.0377076411960132,0.0856388889695616,1,1
0.0388704318936877,0.0878059274154547,2,0
0.0586378737541528,0.1321945246439215,3,0
0.0465116279069767,0.1050141700090671,3,0
0.0172757475083056,0.0395165484686935,3,0
0.0227574750830564,0.0520349668766675,4,0
0.0365448504983388,0.0839338572527763,4,1
0.0543189368770764,0.1254813384889934,4,1
0.0372093023255813,0.0860509328498158,4,0
0.0372093023255813,0.0860210059113199,0,1
0.0330564784053156,0.0764849441349616,0,1
0.0629568106312292,0.145988166138422,0,0
0.2255813953488371,0.5240209574941078,0,0
0.0426910299003322,0.0985792178538974,0,0
0.0209302325581395,0.0478406352462025,1,1
0.035548172757475,0.081735375749607,1,0
0.0358803986710963,0.0828239936166421,2,0
0.0220930232558139,0.0508697045316707,3,0
0.0875415282392026,0.1984863771384147,3,0
0.0307308970099667,0.0696166800229223,4,1
0.0252491694352159,0.0567071898248571,0,0
0.029235880398671,0.0654354553076997,2,1
0.0397009966777408,0.089370995182066,2,1
0.0327242524916943,0.0738768398438788,3,1
0.0367109634551494,0.0829338821004688,3,1
0.0220930232558139,0.0497246385048644,4,0
0.0372093023255813,0.0837763302705611,4,0
0.0229235880398671,0.0514912220879386,4,0
0.0325581395348837,0.073437669598705,0,0
0.0235880398671096,0.0528896383077441,0,1
0.012126245847176,0.0269898212959329,0,0
0.0529900332225913,0.1197919146437626,1,0
0.0235880398671096,0.0530368132693146,1,0
0.0815614617940199,0.184565825707805,1,0
0.0524916943521594,0.1190765715582928,1,1
0.0182724252491694,0.0412669638260348,1,1
0.0382059800664451,0.0871935212565626,2,0
0.0289036544850498,0.0659621277739465,2,0
0.013953488372093,0.0312975088061774,2,1
0.0117940199335548,0.026434326628033,3,0
0.0406976744186046,0.0910237951698027,3,0
0.0177740863787375,0.0394516841270942,4,0
0.0177740863787375,0.0398741501159076,0,0
0.0602990033222591,0.1364869808802558,0,1
0.0239202657807308,0.054123977000646,0,0
0.0390365448504983,0.0886854147157202,1,0
0.021594684385382,0.0486545476804371,1,0
0.0536544850498338,0.1215124303018844,1,0
0.0363787375415282,0.0821336468338209,1,0
0.0164451827242524,0.0368893728710425,1,0
0.0551495016611295,0.1245578082045946,2,0
0.0224252491694352,0.0505319676260406,2,1
0.0126245847176079,0.0282779090699265,2,0
0.0146179401993355,0.0326888034945717,3,0
0.0941860465116279,0.2138343675919812,3,0
0.0837209302325581,0.1906947002412264,4,0
0.0282392026578073,0.0628187726320233,4,0
0.0295681063122923,0.0662051710230185,0,0
0.0458471760797342,0.1054958185531566,1,0
0.0245847176079734,0.0565705943328696,2,1
0.0362126245847176,0.0825277795320973,3,1
0.095016611295681,0.2186921131796676,3,0
0.0426910299003322,0.0971298931643605,4,0
0.0539867109634551,0.1228827744354261,0,0
0.0222591362126245,0.0505360635690232,0,0
0.0274086378737541,0.062266370676948,1,1
0.0262458471760797,0.0598239063021522,1,0
0.0365448504983388,0.0829946882605915,2,0
0.0006644518272425,0.0011537762854852,3,0
0.0737541528239202,0.167921660595779,3,1
0.0126245847176079,0.0287308151896791,3,1
0.0174418604651162,0.0398652503689144,3,0
0.0606312292358803,0.1389082303296107,4,0
0.0167774086378737,0.0382007723829275,0,0
0.0194352159468438,0.0440745543736372,0,1
0.0225913621262458,0.051703135969696,1,0
0.029235880398671,0.0668311367841331,1,0
0.0224252491694352,0.0514115713914461,2,1
0.0186046511627906,0.0426915318453218,2,0
0.0524916943521594,0.1212013724761604,3,1
0.0476744186046511,0.110485332233128,3,0
0.021594684385382,0.0501258433810219,4,1
0.0780730897009966,0.1831054606576012,4,0
0.013953488372093,0.0321526716533304,0,0
0.0162790697674418,0.0375752878320365,0,0
0.0285714285714285,0.066082138440675,0,1
0.0499999999999999,0.1159191493756833,0,0
0.027906976744186,0.064564347959271,0,0
0.0372093023255813,0.0861413529536695,0,0
0.0127906976744186,0.029531977205947,0,0
0.031063122923588,0.0718300955215979,1,1
0.0398671096345514,0.0928080185181402,1,0
0.1064784053156146,0.2482965591420422,1,1
0.0983388704318936,0.2328987826633954,1,0
0.0583056478405315,0.1383575427979054,1,0
0.0413621262458471,0.0982266088690183,1,0
0.0191029900332225,0.0454565015220256,2,1
0.012126245847176,0.0294088941412135,3,0
0.0257475083056478,0.0622489856213535,3,0
0.0320598006644518,0.0773716291022893,3,0
0.0172757475083056,0.0418181582906126,4,0
0.0317275747508305,0.0764228108031383,4,1
0.1064784053156146,0.257150288863653,4,0
0.0411960132890365,0.0992824316694815,4,0
0.0299003322259136,0.0724531136321679,0,0
0.0385382059800664,0.093535691976698,0,0
0.031063122923588,0.0753440508723336,1,0
0.0239202657807308,0.0581277899122555,1,0
0.1343853820598006,0.3260070398750578,1,0
0.0521594684385382,0.1263894522501248,1,0
0.0458471760797342,0.110925665821077,1,1
0.0358803986710963,0.0872246547273738,1,0
0.0242524916943521,0.0591877636005313,2,1
0.1056478405315614,0.2544413185589819,2,0
0.0242524916943521,0.0588858611044001,2,0
0.0217607973421926,0.0528333662676439,2,0
0.0239202657807308,0.0580998818296081,3,1
0.0197674418604651,0.0488180212867624,3,0
0.0740863787375415,0.181940230824103,4,0
0.1289036544850498,0.316224474925117,4,0
0.0898671096345514,0.2216174658617049,4,0
0.0330564784053156,0.0815212344819331,0,0
0.0250830564784053,0.0616546380376517,0,0
0.0084717607973421,0.0211248063355251,1,0
0.031063122923588,0.0767226559596249,1,0
0.032392026578073,0.0797714567297353,2,0
0.0471760797342192,0.1167080581278625,2,1
0.0277408637873754,0.0688933820480854,2,1
0.0445182724252491,0.1104685988389098,2,1
0.0664451827242525,0.1652727848700557,3,0
0.032392026578073,0.0810751123020441,3,1
0.008970099667774,0.022144260608423,3,0
0.0732558139534883,0.1784357806167377,4,0
0.0322259136212624,0.0786686031857685,4,0
0.0200996677740863,0.0491210123598787,0,1
0.0372093023255813,0.0908923944429288,0,0
0.0573089700996677,0.1393935376255957,0,1
0.0499999999999999,0.1224511260788508,0,0
0.0124584717607973,0.0305500518493799,1,1
0.0491694352159468,0.1202486870319998,1,1
0.0458471760797342,0.1120193962930792,2,0
0.0093023255813953,0.0226294692945969,3,0
0.0777408637873754,0.1871718141549288,3,0
0.0536544850498338,0.1279030210610096,4,1
0.0102990033222591,0.024565636045962,0,0
0.1088039867109634,0.2578575225102494,0,0
0.0322259136212624,0.075963686227749,1,1
0.0300664451827242,0.0711312985460679,1,0
0.0220930232558139,0.0522314649818195,1,0
0.037375415282392,0.0885385261180968,1,1
0.1413621262458471,0.336133602108121,2,0
0.2506644518272425,0.5886411937903158,4,0
0.0651162790697674,0.1531096992872313,0,0
0.0172757475083056,0.0405506051466374,1,0
0.0426910299003322,0.0998805136304345,1,0
0.0563122923588039,0.1316738983690523,1,0
0.0363787375415282,0.0851575231964693,1,0
0.0287375415282391,0.0673106522092948,2,0
0.0529900332225913,0.1239541366940967,2,0
0.1516611295681062,0.3525171296983324,2,0
0.0745847176079734,0.1744987168231287,2,0
0.0397009966777408,0.0932037888937227,3,0
0.0162790697674418,0.0381612031479417,3,0
0.01843853820598,0.0431304554356861,3,1
0.0189368770764119,0.0443353176169444,3,1
0.0137873754152823,0.0321787253319817,4,0
0.0697674418604651,0.1633864931945877,4,0
0.0249169435215946,0.058369293426099,4,1
0.0257475083056478,0.0603584877236119,4,0
0.029235880398671,0.068561332262558,4,0
0.0136212624584717,0.0315786617166845,4,0
0.0174418604651162,0.0406550418118932,0,1
0.041860465116279,0.0989765301756396,0,0
0.0737541528239202,0.1738138540689499,0,0
0.0182724252491694,0.0429870668183357,1,1
0.0423588039867109,0.1000627312256531,1,0
0.0117940199335548,0.0281028343917311,3,0
0.0210963455149501,0.0504681640465844,4,1
0.0338870431893687,0.0811211602425123,4,0
0.0581395348837209,0.1393596755880628,4,0
0.0200996677740863,0.0483344470933429,4,1
0.021594684385382,0.051946456402555,4,1
0.0199335548172757,0.0481472671746449,0,1
0.029235880398671,0.0708843608251622,0,0
0.0144518272425249,0.0350342266810248,1,1
0.0564784053156146,0.136533111851212,1,0
0.0119601328903654,0.0288530928350128,2,0
0.0154485049833887,0.0370823565182743,2,1
0.0259136212624584,0.0622616933867852,2,0
0.0192691029900332,0.046282575693731,2,0
0.0307308970099667,0.0732058486395124,3,0
0.0235880398671096,0.0564600921002595,3,0
