candle_size,percentage,weekday,volume,target
0.0164651027247559,0.0237477410824396,1,0.0248769027773308,0
0.0322016610811598,0.0452099768035161,2,0.1035947607247449,0
0.0221477487979017,0.0311214197790282,3,0.0507836385286261,0
0.0126766720093253,0.0178963003129314,3,0.033276477971229,1
0.0445869153431444,0.0622582616648986,3,0.0797155086409422,1
0.0941279323910826,0.131980049884559,3,0.1828918997200141,0
0.015445140609063,0.0219403205275233,2,0.0755961767450841,0
0.0297246102287629,0.041425198120426,4,0.0463746661088404,0
0.0101996211569284,0.0144274580738561,2,0.0088823094004441,1
0.0177764825877895,0.024751736057099,2,0.0416116886042545,1
0.0339501675652047,0.0471727254231024,2,0.0484343320567695,0
0.023313419787265,0.0325290023952252,3,0.0283525890644611,1
0.0068483170625091,0.0095392533670446,0,0.0193415505422714,0
0.0116567098936325,0.0159027647602276,2,0.0206610240401634,1
0.0253533440186507,0.0347534786433332,3,0.0292858751971164,0
0.0190878624508232,0.0261374316940214,3,0.0299295208058443,1
0.129389479819321,0.1774913645068677,3,0.166285843014836,0
0.0977706542328427,0.1351164972057219,4,0.0912367650371705,0
0.009325367914906,0.0131295813829677,0,0.0255205483860586,0
0.0183593180824712,0.0256382607746488,0,0.0587970263572876,1
0.0155908494827334,0.021852745339216,0,0.0414507772020725,1
0.0406527757540434,0.056794571114687,1,0.0868277926173848,0
0.0062654815678274,0.0088569346888464,2,0.0232034241946384,1
0.031181698965467,0.0434654094050927,2,0.0428346152608373,0
0.0075768614308611,0.0108779891638493,3,0.0290605992340617,0
0.0128223808829957,0.0182298704268325,4,0.0176358896791426,1
0.0064111904414978,0.0093699850436105,0,0.0266469282013323,1
0.0189421535771528,0.0270151863893464,2,0.0376210858301419,1
0.0161736849774151,0.0231889021002285,1,0.0138383805876484,0
0.0228762931662538,0.0324678582074606,1,0.1101921282142052,0
0.0065568993151682,0.0095157006218722,1,0.0387152833649792,0
0.0090339501675652,0.012962981986836,2,0.020210472114054,0
0.0129680897566661,0.018603771132093,4,0.0465999420718952,0
0.0081596969255427,0.0119427514257916,0,0.0493354359089885,1
0.0209820778085385,0.0302044198132551,0,0.0409680429955266,1
0.0187964447034824,0.0273436868614784,2,0.0249090850577671,1
0.0187964447034824,0.0273277125616718,3,0.022270138061983,1
0.0642576132886492,0.0938251369745541,0,0.063431274740128,0
0.0231677109135946,0.0338117702857634,2,0.049785987835098,0
0.0125309631356549,0.0182350038822645,1,0.0264538345187139,0
0.0049541017047938,0.0072067166403179,0,0.0149003958420493,0
0.0313274078391374,0.0440748671971805,0,0.0517169246612815,0
0.0189421535771528,0.0269888876948689,2,0.0512341904547356,0
0.0690660061197727,0.0963507487024926,3,0.1292118559521127,0
0.0119481276409733,0.0169069559746069,4,0.035657966723522,0
0.0151537228617222,0.0211200869697517,1,0.031055900621118,1
0.004662683957453,0.0067373808955369,1,0.0194702796640169,0
0.0593035115838554,0.0813035144277379,0,0.0851864963151289,0
0.0699402593617951,0.096813165571848,1,0.1700189875454574,0
0.0384671426489873,0.0533087542994021,2,0.0405174910694171,0
0.0094710767885764,0.013004527415582,1,0.0159624110964502,0
0.0281218126183884,0.0385150841694193,1,0.0544202362179384,0
0.080285589392394,0.10960062115917,1,0.1082611913880217,0
0.0155908494827334,0.0209640180596753,3,0.0411289543977086,0
0.0085968235465539,0.0113571944152474,4,0.0097512309722266,1
0.0316188255864782,0.042023127287023,4,0.0328902906059923,0
0.0110738743989509,0.0146920605101924,4,0.037878544073633,0
0.0253533440186507,0.0335811707064544,4,0.0539696842918289,0
0.0750400699402593,0.0984499821594351,2,0.0996685225115051,0
0.0222934576715722,0.0293204860725916,0,0.040099121423744,1
0.0406527757540434,0.0536526039355134,0,0.0492388890676793,0
0.010053912283258,0.0132883593085022,3,0.0461815724262221,0
0.0187964447034824,0.0248689738375038,3,0.0364625237344318,0
0.0177764825877895,0.0233392336005641,4,0.0329224728864287,1
0.0273932682500364,0.0365541496271451,0,0.0444115470022205,1
0.0185050269561416,0.0248905463670717,0,0.0215943101728188,0
0.0185050269561416,0.025125322032433,3,0.0436069899913107,0
0.0058283549468162,0.007997226661185,4,0.005342258552441,0
0.0463354218271892,0.0622688147691388,1,0.0675184243555498,1
0.0432755354801107,0.0586760176796473,1,0.0352717793582853,1
0.0059740638204866,0.0081691291586259,2,0.0251343610208219,0
0.023313419787265,0.0317522959940535,2,0.0700286422295883,1
0.0144251784933702,0.0198339679690061,2,0.027773308016606,1
0.0161736849774151,0.022462270211976,0,0.0284813181862066,1
0.0167565204720967,0.0232841867552124,0,0.0319570044733369,0
0.0163193938510855,0.0226502345822281,0,0.0198564670292536,1
0.018650735829812,0.0258843593655324,0,0.0345959514691211,1
0.0292874836077517,0.0404578657720185,2,0.0233643355968203,0
0.0209820778085385,0.0290992670303399,3,0.0317639107907186,0
0.0160279761037447,0.0221956189956889,3,0.0222057735011102,0
0.0728544368352032,0.1014293952229554,4,0.1323335371544427,0
0.0075768614308611,0.0105851025544917,0,0.0378141795127602,0
0.0246247996502987,0.0339151191055117,0,0.0689666269751874,0
0.0080139880518723,0.0110744914278255,0,0.017088790911724,0
0.0359900917965904,0.0489701167959683,1,0.050365268882953,1
0.0250619262713099,0.0342885482624457,2,0.0615003379139445,0
0.0384671426489873,0.0519991595418982,4,0.2468380909471245,0
0.0042255573364417,0.0057195809923701,0,0.0279664016992244,0
0.0282675214920588,0.0380827428367315,0,0.1444018923180896,1
0.0457525863325076,0.0620029785877125,0,0.1714993724455314,1
0.0343872941862159,0.0468828593539842,1,0.1388987223634666,0
0.0540579921317208,0.0739234646991648,1,0.245068065523123,0
0.0091796590412356,0.0127209894632906,3,0.0168956972291056,0
0.0556607897420953,0.0760671470050933,4,0.2705564316287452,0
0.0281218126183884,0.0389933912048851,3,0.1510636243684227,1
0.0220020399242313,0.0306437772646301,3,0.1577575386991922,1
0.0151537228617222,0.0211433207499199,0,0.0818395391497441,0
0.0501238525426198,0.0690674245142231,3,0.2172303929456441,0
0.013988051872359,0.0194172219722723,4,0.0640749203488559,1
0.1327407839137403,0.1832658164723306,4,0.3478582692369581,0
0.0078682791782019,0.010865966369638,3,0.0254240015447494,0
0.0120938365146437,0.0166640559069537,4,0.0885012712000772,0
0.0416727378697362,0.0576659800747292,1,0.2489621214559264,0
0.0180679003351304,0.0245892418474222,4,0.1041096772117272,1
0.0212734955558793,0.0294145778100204,0,0.1492614166639848,0
0.0268104327553548,0.0369649044976924,1,0.1295658610369131,0
0.0195249890718344,0.0269332258766974,2,0.0819039037106169,0
0.0180679003351304,0.0246821206785137,3,0.0637852798249283,0
0.0445869153431444,0.0610203366150049,2,0.2733241077462749,0
0.0085968235465539,0.011894433211611,3,0.1134103562578444,1
0.0199621156928456,0.0275103718649107,3,0.1435007884658707,0
0.0116567098936325,0.0162424010715474,3,0.1114794194316609,0
0.0129680897566661,0.0179897290805866,4,0.1282785698194574,1
0.0084511146728835,0.0118061492037416,0,0.0606635986225983,0
0.0033513040944193,0.004869505432444,2,0.0366556174170501,1
0.0097624945359172,0.0138812434173368,3,0.1160493032536285,1
0.018650735829812,0.026321999954589,3,0.095388279213465,1
0.0601777648258779,0.0848627271436413,3,0.1690857014128021,0
0.0027684685997377,0.0041756336208925,0,0.0702217359122067,0
0.0457525863325076,0.0649622590473231,0,0.0767869211212306,0
0.0029141774734081,0.0044395614712102,2,0.0312489943037363,0
0.010053912283258,0.014297706013698,3,0.054388053937502,1
0.005391228325805,0.0078258121438206,0,0.0725388601036269,0
0.0115110010199621,0.0162602397011798,0,0.0711550220448621,0
0.0187964447034824,0.0263537278548573,1,0.0936182537894635,0
0.004662683957453,0.0066494622353624,4,0.0491745245068065,0
0.0109281655252804,0.0149345684070885,3,0.05734882373765,0
0.0158822672300743,0.0212460071845892,1,0.1302095066456409,0
0.0540579921317208,0.0722052449039919,2,0.1338782866153895,0
0.0397785225120209,0.0529917568841427,0,0.1039809480899816,0
0.1222497450094711,0.1606035399203463,2,0.1861423100440897,0
0.0355529651755791,0.0467225502601337,0,0.1581437260644289,0
0.0033513040944193,0.0042834994629034,1,0.0166382389856145,0
0.0161736849774151,0.0210856566502284,2,0.1119621536382068,0
0.1511001019962115,0.1972883512837581,4,0.4499082805007563,0
0.014716596240711,0.0193027341201875,4,0.0609854214269623,0
0.0198164068191752,0.0259633915899423,0,0.22707817075918,0
0.0738743989508961,0.0967300104144858,1,0.2690438644482348,1
0.0882995774442663,0.1169701683137403,1,0.2738712065136935,0
0.0483753460585749,0.0645166206134211,4,0.2341904547356225,0
0.0668803730147166,0.0892514153467383,4,0.3441573069867731,0
0.0189421535771528,0.0250934758190368,0,0.1041096772117272,1
0.0083054057992131,0.0108067548877184,2,0.0722492195796994,1
0.0155908494827334,0.0199952474629693,3,0.0741157918450101,0
0.0189421535771528,0.0244703073871979,0,0.0386509188041064,0
0.0195249890718344,0.0258287187997186,2,0.0477906864480417,0
0.0493953081742678,0.0648597396535522,0,0.1396067325330673,0
0.0189421535771528,0.0248516982601874,1,0.0326006500820648,0
0.0776628296663266,0.1023903131941827,1,0.1831171756830689,1
0.0845111467288357,0.1134396410740445,3,0.2390177968010813,0
0.0217106221768905,0.0287700535699993,0,0.1733659447108422,1
0.032638787702171,0.0431980599571094,2,0.13654941589161,0
0.0201078245665161,0.0267347073777314,1,0.1082933736684581,0
0.0339501675652047,0.0452596944657515,3,0.0983812312940494,0
