candle_size,gap_size,percentage,weekday,entry_weekday,entry_session,target
0.0711662656705078,0.0056204703446184,0.1480098294200828,3,1,2,0
0.0349499810054451,0.0366809643543824,0.0751791141767658,0,3,1,1
0.0371660124097758,0.0139032687472242,0.0804785886777215,1,2,3,1
0.0443206280866151,0.0260316521224636,0.095827269684521,1,2,3,1
0.0343801443586171,0.0334270078390736,0.0753551942398687,2,2,3,0
0.0182980878814739,0.0041413992012978,0.0391786701712993,3,3,1,1
0.0137393947068507,0.0010353498003244,0.0300434153624618,4,4,1,1
0.0142459161706977,0.0075432628309386,0.0306068305309024,3,3,1,1
0.0327972647840952,0.0007395355716569,0.0690839679830436,4,4,2,0
0.0601494238318348,0.0508800473302741,0.1242619781257627,2,2,3,0
0.0975053817905533,0.0196716462061781,0.1983769788098421,4,1,2,0
0.0125997214131948,0.0039934920869657,0.0249937087703522,2,1,1,1
0.0308978092946688,0.0041413992012978,0.0613137163742565,2,4,2,1
0.0220969988603267,0.0118325691465752,0.0440155766666077,2,2,2,1
0.0420412814993035,0.0051767490016222,0.0849788375255293,0,0,2,0
0.0286184627073572,0.0208549031208379,0.0579191700605717,1,2,3,1
0.0439407369887299,0.0189321106345177,0.0888387816512483,1,2,3,1
0.0341901988096745,0.0436325987279962,0.0700557668761549,0,0,1,1
0.0091173863492465,0.0019227924863168,0.0198901963206158,1,1,3,1
0.0107635811067493,0.0007395355716603,0.0232729705465051,2,2,2,0
0.0623021400531847,0.0380121283833743,0.1307127510945801,3,0,1,1
0.0649613777383816,0.0113888478035757,0.1368176769294029,3,4,0,1
0.0459035076611371,0.0039934920869657,0.0977993245060095,0,4,1,1
0.0302013422818791,0.0001479071143287,0.0654384927949632,1,3,2,1
0.0540711662656705,0.0309125868954251,0.1157120879983105,1,1,3,0
0.0251994428263897,0.0078390770596028,0.0555345940158317,2,3,0,1
0.0272888438647587,0.009761869545923,0.0600299420295411,3,3,0,0
0.0946561985564138,0.0214465315781662,0.1937298824158419,3,4,2,1
0.044383943269596,0.0267711876941239,0.0904368791878822,1,2,1,0
0.036532860579967,0.0022186067149809,0.0747878828544219,4,4,1,0
0.0852855514752437,0.0056204703446218,0.1695853398873266,3,3,1,1
0.0340635684437128,0.0053246561159577,0.0686639409977897,4,2,1,1
0.0438141066227681,0.0233693240644864,0.088810568532957,4,4,3,1
0.0708496897556033,0.0212986244638308,0.1442950720051232,3,2,3,1
0.0394453589970875,0.0183404821771895,0.0824064634269894,0,1,1,1
0.0241230847157148,0.0318000295814209,0.0513106817455266,1,1,0,0
0.1135241230847157,0.008282798402599,0.2320717650939908,0,4,3,1
0.0509054071166265,0.0235172311788151,0.1057644116615837,3,4,0,1
0.0252627580093706,0.0289897944091083,0.0541608966582743,0,1,0,1
0.0478029631505635,0.0085786126312665,0.1008376272511895,0,1,0,1
0.0939597315436241,0.0711433219937838,0.1973247044445773,0,4,1,0
0.0858553881220716,0.0936252033722812,0.1819140845983261,0,1,3,0
0.0461567683930606,0.0350539860967263,0.0990106026121517,2,2,2,1
0.0240597695327339,0.002366513829313,0.053134491742315,3,4,1,0
0.0218437381284031,0.00621209880195,0.0468691530641358,2,2,1,1
0.0141826009877168,0.0079869841739348,0.0306354072417442,2,2,2,1
0.0752817525642649,0.0674456441354822,0.1530514028528585,4,1,1,1
0.0430543244269975,0.0176009466055258,0.0857167896432648,0,0,2,1
0.0529948081549955,0.0269190948084593,0.1061650311947272,1,2,3,0
0.0325440040521717,0.022481881378494,0.0655788901358542,1,2,3,0
0.010953526655692,0.0051767490016222,0.0216341670861562,1,1,2,1
0.0346967202735215,0.0146428043188845,0.0687029758111198,1,1,2,1
0.1037102697226794,0.0420056204703401,0.1999251669688296,1,3,2,0
0.0006331518298087,0.0022186067149809,5.399655406399667e-05,4,4,1,1
0.0391920982651639,0.026919094808456,0.0730630553192021,2,3,3,1
0.0672407243256933,0.0161218754622085,0.1247396291147396,4,2,1,0
0.071039635304546,0.0403786422126873,0.1332655906936198,0,0,0,0
0.0457768772951753,0.0363851501257182,0.086312724492904,1,1,1,1
0.0424844877801696,0.0048809347729581,0.0800852968234813,4,4,0,1
0.0564771432189439,0.0149386185475486,0.1080895349805342,0,0,0,1
0.0283018867924528,0.0122762904895681,0.0538202886685757,0,1,3,0
0.046473344307965,0.032095843810085,0.0897937436249961,0,1,3,1
0.0701532227428137,0.0249963023221358,0.1362022575912053,1,4,3,0
0.0967455995947828,0.0310604940097572,0.188864397718128,1,4,3,0
0.0610358363935671,0.0005916284573248,0.1201991428458923,2,1,2,1
0.0198809674559959,0.0005916284573248,0.0398064961034505,3,3,1,1
0.0648347473724199,0.0144948972045524,0.1289465209128686,4,0,0,1
0.0686969735342535,0.0356456145540579,0.1373691929513901,0,2,1,1
0.0426744333291123,0.0010353498003244,0.0858492975866143,0,0,2,1
0.055337469925288,0.0468865552433049,0.1115850958459505,3,4,2,0
0.0239331391667721,0.0096139624315909,0.0470131303395823,3,3,3,0
0.0728757756109915,0.0023665138293096,0.1420343608894154,0,4,2,1
0.0265290616689882,0.0031060494009733,0.0522066316410586,1,4,2,0
0.0462833987590224,0.0276586303801197,0.0914673541288543,1,3,3,1
0.0474863872356591,0.0226297884928227,0.0942745502358916,1,1,3,0
0.0496391034570089,0.0068037272592749,0.098674629091512,2,3,1,1
0.0488793212612384,0.0511758615589348,0.0971683562890985,4,2,2,1
0.0366594909459288,0.0011832569146531,0.0736034465252054,0,0,2,0
0.0226035203241737,0.0110930335749116,0.0454678071288651,1,1,3,1
0.0131062428770419,0.0085786126312665,0.0268476961608598,2,2,2,0
0.0404584019247815,0.0496967904156142,0.0818763288914433,1,1,3,1
0.0207040648347473,0.0001479071143287,0.0417804020892845,3,3,2,1
0.0116499936684817,0.0082827984026023,0.0228871057352663,0,0,1,1
0.0942763074585285,0.158556426564115,0.1886130549936293,0,1,3,0
0.0102570596429023,0.0036976778583016,0.020252251595804,3,3,1,1
0.0224768899582119,0.0122762904895681,0.0444069721644857,4,4,2,1
0.0656578447511713,0.0834196124833553,0.1300247385142676,2,4,2,1
0.0579967076104849,0.0053246561159577,0.1152589187085736,2,3,3,1
0.0559706217550968,0.0036976778583016,0.1124204915664657,3,4,3,1
0.0263391161200455,0.0162697825765406,0.0544718714003602,3,4,1,1
0.0408382930226668,0.0485135335009577,0.0841970274700691,3,2,3,1
0.0300113967329365,0.004585120544294,0.0623306125169601,3,2,3,1
0.0566670887678865,0.0130158260612318,0.1168844400926102,3,2,3,0
0.0426111181461314,0.0156781541192089,0.0890398973798078,0,1,1,1
0.0356464480182347,0.0070995414879424,0.0751153146185545,1,1,3,0
0.0346334050905407,0.0214465315781662,0.0661465472058873,2,2,1,0
0.0505888312017221,0.0180446679485253,0.0972847642521643,3,3,1,1
0.0169684690388755,0.0069516343736104,0.0315999161893273,4,4,1,1
0.0206407496517664,0.0029581422866413,0.0387798267742409,0,0,1,1
0.0354565024692921,0.02839816595178,0.0676996292268732,1,2,1,0
0.0449537799164239,0.0008874426859923,0.086386752758236,1,1,3,1
0.0384956312523743,0.0387516639550346,0.0716066407111409,1,1,3,0
0.0246929213625427,0.0193758319775173,0.044991938622235,3,3,2,0
0.1124477649740407,0.1245377902677064,0.2126618266383803,4,0,1,0
0.1289097125490692,0.0557609821032356,0.2456502280750271,1,2,0,1
0.0845257692794732,0.043188877385,0.1612055157561608,2,0,3,1
0.0866151703178422,0.0491051619582859,0.1663980693164644,2,3,3,1
0.0377358490566037,0.009761869545923,0.0723221051304151,3,3,1,1
0.0317842218564011,0.0069516343736104,0.0600752971501509,0,0,2,1
0.0414081296694947,0.0029581422866413,0.0753102129868146,4,1,1,1
0.0280486260605293,0.0391953852980308,0.0512191636372945,1,1,2,1
0.0467899202228694,0.0016269782576493,0.0870476048734357,1,1,1,1
0.0431176396099784,0.0212986244638308,0.0804848760535373,0,1,3,1
0.1088387995441306,0.0217423458068303,0.2071429851858674,1,1,1,0
0.0486260605293149,0.0230735098358189,0.0936355789700724,3,3,2,1
0.0322274281372673,0.0264753734654598,0.0608336208909323,0,1,3,1
0.030771178928707,0.0124241976039035,0.0582254512855804,0,1,3,0
0.04754970241864,0.02100281023517,0.0898326601295062,2,3,0,1
0.0316575914904394,0.0421535275846721,0.0600287589441023,0,0,2,0
0.0289983538052425,0.0313563082384213,0.0547342572894482,1,1,1,1
0.0410282385716094,0.0286939801804441,0.0777098744336843,3,2,2,1
0.0422312270482461,0.0383079426120351,0.0804564716659867,3,4,1,1
0.0324173736862099,0.0168614110338688,0.0620100116148804,1,2,0,0
0.0817399012283145,0.0674456441354788,0.152724234140722,1,2,0,1
0.0639483348106876,0.0186362964058536,0.1195348877965494,2,0,3,1
0.091427124224389,0.0386037568407026,0.1726714966269397,2,0,2,0
0.0904773964796758,0.0554651678745714,0.1720739896543096,2,0,0,0
0.0755350132961884,0.0690726223931315,0.1422252502746233,2,0,3,1
0.0329238951500569,0.0036976778583016,0.061411621320334,3,4,3,1
0.0399518804609345,0.0161218754622051,0.0751044337052643,3,3,1,1
0.0787007724452323,0.0165655968052047,0.1470152886354778,3,4,2,1
0.0702798531087754,0.0125721047182322,0.1318293957851089,3,4,0,1
0.0050018994554894,0.0069516343736104,0.007373677475522,2,2,1,1
0.0609725212105863,0.0257358378937995,0.1129967519256571,3,4,1,0
0.0579333924275041,0.0354977074397258,0.1099400434924522,0,1,3,1
0.0314676459414967,0.028546073066112,0.0589903389104067,2,0,1,1
0.0498923641889325,0.0167135039195334,0.0945755380460958,2,3,1,1
0.0279219956945675,0.0010353498003244,0.0525866544015525,0,3,1,1
0.0525516018741294,0.0508800473302741,0.1006268191947262,0,0,2,1
0.0236165632518678,0.0282502588374446,0.0449850324368616,1,2,3,1
0.0272888438647587,0.0224818813784907,0.0523065625910766,1,2,0,1
0.0288717234392807,0.0161218754622085,0.05501716559292,0,0,2,1
0.0529314929720146,0.0261795592367956,0.1021054782587215,2,2,1,0
0.031341015575535,0.004585120544294,0.0592044911080909,4,0,3,1
0.0084209193364568,0.01360745451856,0.0154799527958761,1,2,3,0
0.0875648980625554,0.0054725632302897,0.1695170395904965,1,1,1,1
0.1103583639356717,0.1646206182517364,0.2164091957323744,1,2,1,1
0.1141572749145245,0.0579795888182199,0.2250210948843092,1,2,3,0
0.0151956439154109,0.0093181482029268,0.0299848465447374,0,0,3,0
0.0372926427757376,0.0059162845732859,0.0738743417587921,0,0,2,0
0.0027858680511586,0.0159739683478764,0.0049353334692903,4,4,1,0
0.046473344307965,0.0409702706700156,0.0907993899539644,0,0,0,1
0.0207673800177282,0.0042893063156298,0.0408623531935283,1,1,0,1
0.1385969355451437,0.0594586599615439,0.2730975575736689,4,3,3,0
0.133215144991769,0.1730513237686708,0.2656305680087778,4,0,3,1
0.0607192604786627,0.002366513829313,0.1212698691179679,1,4,1,1
0.0557806762061542,0.0576837745895558,0.1142097466852347,1,1,2,1
0.0159554261111814,0.0073953557166099,0.0341202362488562,0,1,2,0
0.0445105736355578,0.0746930927377567,0.0932468056638865,0,1,1,0
0.0298847663669748,0.0236651382931505,0.0617308819494103,0,1,0,1
0.0561605673040395,0.0519153971305985,0.1155870118077652,1,1,2,1
0.0446372040015195,0.0467386481289729,0.0932543961270669,2,3,1,0
0.0422312270482461,0.0196716462061781,0.0885112629709835,3,3,0,0
0.0484361149803723,0.0170093181482009,0.1012250648987698,4,4,2,1
0.0436874762568063,0.0199674604348422,0.0936547563638834,3,3,3,1
0.0764214258579207,0.0670019227924826,0.1628292505986412,3,3,3,0
0.0407749778396859,0.0016269782576493,0.0872440671922828,0,1,1,1
0.0411548689375712,0.0264753734654598,0.0897963343398912,0,1,1,0
0.0224768899582119,0.0168614110338688,0.0505916919858288,1,2,3,0
0.0690768646321387,0.0309125868954251,0.1497713032435728,0,4,2,0
0.0847157148284158,0.017157225262533,0.1834039448557768,0,4,2,0
0.0589464353551981,0.0002958142286607,0.1298757384524605,0,1,3,1
0.0279853108775484,0.032095843810085,0.0643121128774457,2,0,1,1
0.0619222489552994,0.0085786126312665,0.1376808714810503,2,0,0,0
0.0656578447511713,0.0720307646797762,0.1468273642198343,2,3,1,1
0.0288717234392807,0.0085786126312665,0.0659090305056503,1,1,3,0
0.0295048752690895,0.012128383375236,0.0671655015604129,3,4,1,0
0.0390654678992022,0.0,0.08766568656941,3,4,1,0
0.0670507787767506,0.028546073066112,0.1449048248260634,1,4,1,1
0.0209573255666708,0.0001479071143287,0.0479466021509276,3,3,1,1
0.0389388375332404,0.0338707291820698,0.086971108828484,1,2,2,0
0.0106369507407876,0.0020706996006489,0.0266610883804832,2,2,1,1
0.0733822970748385,0.0181925750628574,0.159178276103005,4,0,2,1
0.0096239078130935,0.001035349800321,0.0242979352987137,1,1,1,1
0.0959858173990122,0.0887442685993163,0.2075409285465881,4,0,2,1
0.0298214511839939,0.0184883892915215,0.0674491748500436,2,2,3,1
0.0787640876282132,0.0971749741162508,0.1734817380322134,3,4,2,0
0.0117766240344434,0.0034018636296374,0.0295051096182518,0,0,1,1
0.0179815119665695,0.0016269782576527,0.042858279638952,0,0,1,1
0.023489932885906,0.0042893063156332,0.0533000678194775,2,2,2,1
0.044383943269596,0.073066114480104,0.0984905656653211,0,3,1,0
0.0890211472711156,0.0025144209436451,0.1940138977743725,0,3,3,1
0.0619222489552994,0.0458512054429805,0.1370030602807523,0,1,3,1
0.0247562365455236,0.0070995414879424,0.054365888424659,3,3,0,1
0.0179815119665695,0.0252921165508033,0.040182238061965,0,1,0,0
0.0283652019754337,0.0201153675491743,0.0621246676707638,2,3,1,0
0.026592376851969,0.0146428043188845,0.0586320518174627,2,2,1,1
0.0529314929720146,0.084159148055019,0.1125880750175718,1,2,3,0
0.0693301253640623,0.0732140215944327,0.1489155996262813,4,2,3,1
0.0215904773964796,0.0068037272592783,0.0494231948279624,0,1,3,0
0.0,0.0017748853719814,0.0028047382718464,1,1,1,1
0.0286184627073572,0.0510279544446061,0.0624088596898526,4,4,2,0
0.0065847790300113,0.0116846620322398,0.0165191869890469,0,1,3,1
0.0089274408003039,0.0146428043188845,0.0214115093003526,4,0,3,0
0.0194377611751298,0.0048809347729581,0.0423098685702605,2,2,1,1
0.0170950994048372,0.0090223339742626,0.0366617454141039,0,1,1,1
0.0279219956945675,0.0121283833752394,0.0590901315942685,1,2,3,0
0.0160820564771432,0.0,0.0348426035057383,3,0,2,0
0.009877168545017,0.0039934920869657,0.0222949775932836,4,0,1,1
0.0274787894137014,0.0149386185475486,0.0585833468966826,4,4,2,1
0.0518551348613397,0.0266232805797952,0.1022415451245275,4,0,1,0
0.095605926301127,0.0239609525218113,0.1893947325732302,4,0,3,0
0.0283018867924528,0.019523739091846,0.0563770392289612,1,1,2,0
0.0149423831834873,0.015826061233541,0.0299370863002698,2,2,1,0
0.0283018867924528,0.0152344327762127,0.0560456643188662,3,4,3,0
0.0450170950994048,0.0569442390178921,0.0893644558540019,4,2,1,1
0.0149423831834873,0.0014790711433206,0.0300117371346805,3,3,2,1
0.01513232873243,0.0081348912882669,0.0285288088720382,2,2,3,0
0.019311130809168,0.0150865256618807,0.0364285266400135,0,1,1,1
0.0217804229454223,0.0156781541192123,0.0413529212839306,0,0,2,1
0.048056223882487,0.0553172607602394,0.0929941208829651,3,3,1,0
0.0352665569203494,0.0072474486022745,0.0683105800747074,3,3,1,0
0.0328605799670761,0.0347581718680655,0.0633386023414718,0,0,2,0
0.0781942509813853,0.0822363555686988,0.1487373696194053,3,4,1,1
0.0007597821957705,0.0038455849726336,0.0,2,2,1,1
0.0669874635937697,0.067149829906818,0.1288275253930321,3,2,3,0
0.0319108522223629,0.0102055908889158,0.0611413413655544,4,4,2,1
0.0381790553374699,0.0110930335749116,0.0734727736751473,4,4,2,1
0.0497024186399898,0.0650791303061658,0.0982919526567059,0,0,2,1
0.028681777890338,0.0186362964058536,0.0563392196601002,0,1,3,0
0.028175256426491,0.0248483952078071,0.0543157222002009,3,1,0,1
0.0655312143852095,0.0180446679485253,0.1275060795755715,3,4,1,1
0.0628719767000126,0.0520633042449339,0.1230351013062363,3,4,0,0
0.0829428897049512,0.0644875018488341,0.1601827582837237,3,4,1,0
0.0290616689882233,0.0068037272592783,0.0549882062373562,1,0,2,0
0.1245409649233886,0.1681703889957093,0.244949846401391,3,4,1,1
0.054324426997594,0.0183404821771895,0.1074113793360227,3,3,3,0
0.0148157528175256,0.0007395355716603,0.0292281668419239,4,4,1,1
0.0591363809041408,0.0122762904895681,0.1149309376453217,3,4,3,0
0.0755350132961884,0.0593107528472085,0.1478151903249366,3,0,2,1
0.0730024059769532,0.0150865256618807,0.1437221788437047,3,4,0,1
0.0057616816512599,0.0029581422866413,0.0115177535624608,1,1,1,1
0.0656578447511713,0.0604940097618684,0.1312497760304844,1,2,1,1
0.0317842218564011,0.0057683774589505,0.0642580053666108,1,2,1,1
0.0169051538558946,0.008430705516931,0.0337772424917544,0,1,1,1
0.0054451057363555,0.0016269782576527,0.0111172116002104,2,2,1,1
0.0110168418386729,0.0153823398905448,0.0222659907348107,2,2,1,1
0.0226668355071546,0.0207069960065025,0.0459546556555256,3,4,1,0
0.05115866784855,0.0859340334270038,0.1021608180127697,2,3,3,0
0.0158921109282005,0.026919094808456,0.0317287701585614,0,0,1,0
0.0674939850576168,0.0202632746635063,0.1329443426718806,3,4,1,0
0.0605293149297201,0.0056204703446184,0.1202704123831042,4,3,2,1
0.0531847537039382,0.0661144801064902,0.1065500623219551,4,0,3,1
0.0308978092946688,0.030764679781093,0.0619244646863843,1,2,3,0
0.0707230593896416,0.0133116402898925,0.1329806880392446,0,2,1,1
0.075218437381284,0.050732140215942,0.1418670296241468,0,2,1,1
0.0540078510826896,0.0646354089631696,0.1021589135696674,0,0,1,1
0.0374825883246802,0.0491051619582859,0.0708448566855192,1,1,2,0
0.0875015828795745,0.0140511758615529,0.1634402392913185,4,1,1,1
0.1272002026085855,0.1166987132081036,0.2280924150043203,0,1,2,0
0.0791439787260985,0.0168614110338655,0.1372707793603451,2,3,0,1
0.1738001772825123,0.1666913178523887,0.3122897176449101,4,4,3,1
0.0713562112194504,0.0596065670758726,0.126081111316715,0,1,2,1
0.0293782449031277,0.012128383375236,0.0498654848761827,2,2,1,0
0.0785108268962897,0.0272149090371201,0.1366198032050407,3,0,3,1
0.1206154235785741,0.0056204703446218,0.2135048180707712,3,4,1,1
0.0346334050905407,0.0004437213429961,0.0572037319976987,3,3,2,0
0.0561605673040395,0.0328353793817453,0.0960056043339484,1,1,1,1
0.0418513359503608,0.0032539565153054,0.070450412328213,1,1,1,1
0.1180195010763581,0.080461470196714,0.2076758749805088,3,4,0,0
0.1560719260478662,0.0868214761129961,0.2764430941681172,3,3,2,0
0.111244776497404,0.0272149090371201,0.179631698525705,4,4,2,1
0.0977586425224769,0.0536902825025867,0.1588116081696517,0,0,2,1
0.04754970241864,0.0048809347729581,0.0732922487913112,2,2,2,1
0.0179815119665695,0.004733027658626,0.0235215698952358,4,4,1,0
0.0662276813979992,0.0263274663511311,0.1027510712200653,0,0,1,1
0.0680005065214638,0.0020706996006455,0.1038580507924441,2,2,2,0
0.2523743193617829,0.030616772666761,0.410014459808266,3,4,0,0
0.1347980245662909,0.0371246856973786,0.2204592659610374,0,0,0,1
0.0886412561732303,0.0665582014494864,0.1443226060073766,1,1,1,1
0.1465746486007344,0.0068037272592783,0.241820365975002,3,4,3,1
0.121185260225402,0.0489572548439572,0.1998943754449227,4,0,3,0
0.0776244143345574,0.0977666025735791,0.1250182116439468,4,4,2,1
0.0626187159680891,0.0139032687472242,0.0998382339717107,0,2,2,0
