candle_size,gap_size,percentage,entry_weekday,volume,target
0.1129934599322354,0.0985682819383298,0.2067350427478079,0,0.0719804964629437,1
0.0546844220313608,0.067455947136571,0.0983404057193827,3,0.098022614718438,0
0.0706800094555196,0.1098568281938386,0.1267358592646476,4,0.0826503185135693,0
0.0873059648569852,0.0341409691630019,0.1561580583466107,1,0.075300790036059,1
0.0827357970215113,0.0795704845815002,0.1487664888331292,4,0.0860267153575053,1
0.0498778662043968,0.0085352422907598,0.0899773273747673,4,0.0711134459138967,1
0.0863604128910251,0.1255506607929557,0.1564936602205532,0,0.0609689544900467,1
0.0951067685761563,0.0137665198237947,0.1729200021602668,1,0.0339832812252954,1
0.1338743991805216,0.1649229074889925,0.2472687580131836,2,0.1187757246247456,1
0.1226853675833267,0.0156938325991296,0.2270595432077593,2,0.1448790464484079,0
0.0716255614214798,0.0421255506608045,0.1336177353579661,0,0.0320553688280026,0
0.0255299030809234,0.0225770925110238,0.0478550532152753,1,0.0381196223739844,1
0.0405799385391222,0.0046806167400963,0.0742880336211133,2,0.0241295067502435,1
0.0530297060909305,0.0360682819383305,0.0971010778604401,2,0.0245579317274197,0
0.0759593412654637,0.0154185022026478,0.1387150034138212,3,0.0488047453166519,1
0.1798124655267512,0.0514867841409721,0.3342435078452535,4,0.1493724084114104,0
0.0356945867149948,0.0022026431718166,0.0660573786352857,3,0.0246599376743664,1
0.0312820108738476,0.0060572687224739,0.0580237836333509,2,0.0303314683246033,1
0.058624221889528,0.077918502202647,0.1088826702414796,2,0.0488863500742093,0
0.0172563233787723,0.0016519823788593,0.0319553007726313,4,0.0317493509871625,1
0.0446773303916161,0.0151431718061786,0.0803608618726642,1,0.0291992023134948,0
0.078559609171854,0.0503854625550763,0.1412151852949008,1,0.1101868238918328,1
0.0353006067291781,6.260996495560667e-15,0.0638423455278189,1,0.0284851606848679,1
0.0386100386100386,0.0016519823788593,0.0698288501902087,1,0.0504368404677992,1
0.0423922464738791,0.0344162995594774,0.0770358918968542,2,0.0627234567775301,1
0.0422346544795524,0.0225770925110176,0.0768943599122501,1,0.0317085486083838,1
0.0951855645733197,0.1156387665198307,0.1740082141813008,3,0.0528441808157415,0
0.0700496414782129,0.0490088105726925,0.1281063029607226,0,0.1035870391243809,1
0.0730438893704199,0.094988986784148,0.1348048149690895,3,0.0927489072612933,0
0.0262390670553935,0.0041299559471453,0.0487849802922422,4,0.0283780544405738,0
0.063903553699472,0.0225770925110176,0.1154032307256796,2,0.0487027393697052,1
0.0813174690725711,0.0049559471365718,0.1468135710126905,3,0.0495544890267102,1
0.1277283114017808,0.1021475770925178,0.2330318277814705,0,0.1051375295179709,0
0.1213458356315499,0.118942731277537,0.2226209259465016,4,0.0951664482039302,0
0.0236387991490032,0.0093612334801801,0.0434710153465015,1,0.0322032774510753,1
0.0304940509022141,0.0553414096916357,0.0560759284606265,1,0.0262257289599983,1
0.0341974627688913,0.0027533039647614,0.0628737854854291,1,0.0572763392105759,0
0.0564179339689543,0.0415748898678472,0.1027621168679472,3,0.0401291395288345,0
0.022456859191553,0.0002753303964817,0.0389206232704336,0,0.0274600009180535,1
0.1082657001024348,0.0754405286343674,0.1891661309069345,1,0.1477199120708737,1
0.0576786699235678,0.0327643171806243,0.1015320419068885,2,0.0666557860323256,0
0.0909305807264991,0.0088105726872291,0.159529601461353,3,0.1192602528727424,1
0.0475927822866598,0.0090859030837046,0.0837206515803248,3,0.0473205587885773,0
0.0530297060909305,0.0038546255506697,0.0934914886641155,3,0.0615248869009063,1
0.0884879048144354,0.0685572687224731,0.1560699716026496,3,0.1280633660942433,1
0.0424710424710424,0.0085352422907536,0.0742433687831286,0,0.0310659111426196,1
0.0410527145221022,0.0360682819383368,0.0720617443114521,0,0.0408788832388928,1
0.0455440863604128,0.0165198237885562,0.0804992883091202,3,0.0505388464147459,1
0.0454652903632495,0.0536894273127826,0.0808318249494274,3,0.0621573237719759,1
0.0721771334016232,0.0052312775330473,0.1282140937759605,4,0.0361305064085236,1
0.0405011425419588,0.0435022026431821,0.0714650787858237,1,0.035635777565832,0
0.0471988023008431,0.0302863436123384,0.0833887175651181,1,0.0475296709798181,0
0.0558663619888109,0.0451541850220289,0.0985735053232352,1,0.0685224948614504,0
0.0409739185249389,0.0187224669603603,0.0723263550350441,4,0.0454742511488419,1
0.1401780789535892,0.2406387665198292,0.2502066774080897,2,0.1152208173736528,0
0.0372705066582617,0.0308370044052894,0.0671538805317075,3,0.0471420483814206,1
0.0754865652824836,0.0867290748898762,0.1366754680788532,3,0.1329239494662538,0
0.0346702387518714,0.0470814977973638,0.062701391592571,0,0.0334783517879092,1
0.0157591994326688,0.0115638766519843,0.0287465638790221,1,0.0184324746132699,1
0.0227720431802064,0.0195484581497869,0.0415571766253075,1,0.0309792060877149,1
0.0449925143802694,0.0016519823788593,0.0821584590170098,4,0.0881382384593021,1
0.0577574659207312,0.0115638766519905,0.1056786294761453,4,0.1151902155895688,1
0.0750925852966669,0.0008259911894328,0.1375001771368221,4,0.1078049850306272,0
0.0631943897250019,0.0470814977973638,0.1161989840924215,3,0.0883167488664589,1
0.0178866913560791,0.0016519823788656,0.0334315405499885,2,0.0368649492265399,1
0.0327003388227878,6.260996495560667e-15,0.0606218034933112,3,0.0352175531833505,0
0.037112914663935,0.0349669603524285,0.0688917598538847,2,0.0484120224209071,1
0.080608305098101,0.0099118942731312,0.1491705959229098,4,0.1140324480917237,1
0.0495626822157434,0.0011013215859083,0.0927422353079919,4,0.0927387066665986,1
0.0572058939405878,0.0099118942731374,0.1076424024466773,0,0.0557003473302493,0
0.0226932471830431,0.0055066079295166,0.0430374938562045,1,0.054828196483855,1
0.0393192025845087,0.0167951541850254,0.0735726433620556,2,0.0442348788934394,1
0.0422346544795524,0.0448788546255597,0.0791289822048397,2,0.0323409854794534,0
0.0728075013789299,0.0349669603524285,0.135887055615675,3,0.0843283163408426,0
0.0798203451264675,0.0660792951541934,0.1493628600496147,2,0.0789322017473618,0
0.0585454258923646,0.038270925110141,0.1100369636881763,2,0.0756272090662885,0
0.0493262942242534,0.0459801762114618,0.089798936509221,0,0.0603824202951032,0
0.0202505712709794,0.0110132158590395,0.0371857290277496,1,0.0455456553117046,1
0.0496414782129067,0.0514867841409721,0.0907597759160041,1,0.0514109972611403,0
0.0282089669844771,0.0110132158590395,0.050628668335132,3,0.0498146041914243,1
0.0159955874241588,6.260996495560667e-15,0.027989335682313,1,0.0062223627637491,1
0.0213537152312662,0.0057819383259984,0.0375121215874506,1,0.0333712455436151,1
0.0546056260341974,0.0214757709251155,0.095835814464905,1,0.0597907858028123,0
0.0210385312426128,0.0033039647577187,0.036819268040557,2,0.0328408146194923,1
0.039634386573162,0.0355176211453795,0.0695061538114782,2,0.0464688091315723,1
0.1185879757308328,0.0234030837004441,0.2039604515307335,4,0.1255693206913963,0
0.2312662516744149,0.143447136563877,0.3998990522711086,4,0.126630182539642,1
0.0786384051690174,0.0242290748898707,0.1380719685350228,4,0.0798349543778402,1
0.0520053581278071,0.0305616740088202,0.090894883758623,0,0.0559145598188374,0
0.0633519817193286,0.0636013215859075,0.1110794253514877,0,0.0373290762851474,1
0.0250571270979434,0.0132158590308437,0.0438359093560085,4,0.0374718846108728,1
0.0300212749192341,0.0096365638766556,0.0527476130349914,4,0.0356867805393054,1
0.095264360570483,0.0316629955947222,0.1678396019741773,4,0.0604436238632712,1
0.0346702387518714,0.0214757709251155,0.0618518445822027,2,0.0350084409921098,1
0.0557875659916476,0.0619493392070544,0.0997164221081312,3,0.0206052012832348,0
0.0958947285477897,0.0220264317180665,0.1707013873990885,3,0.0631365808626642,1
0.0610668978015916,0.0060572687224739,0.1038316416841601,1,0.0902701627504883,1
0.0481443542668032,0.0162444933920744,0.0820533656519833,1,0.1172048330417663,1
0.0341974627688913,0.0079845814978025,0.0579242365051703,2,0.0725976324419713,1
0.0312032148766842,0.0162444933920806,0.0529305187862698,3,0.0249863567045958,1
0.051768970136317,0.0338656387665264,0.0844705857631751,3,0.1054486476561583,1
0.1100780080371917,0.0936123348017642,0.1819049292068764,3,0.2383572962303702,0
0.0489323142384366,0.0250550660792973,0.0796175916977684,1,0.1024649737079671,1
0.0471200063036797,0.0385462555066102,0.0768486862747944,1,0.1443945182004111,1
0.051532582144827,0.0239537444934014,0.084594858496275,0,0.1590680736686948,1
0.0626428177448585,0.0457048458149862,0.1038221293739652,1,0.1330361560078952,1
0.1091324560712315,0.0696585903083815,0.1830894806157593,2,0.1807035350160914,1
0.0434953904341659,0.0311123348017712,0.0724241899947437,2,0.1023323659769364,0
0.0516901741391537,0.0390969162995613,0.0865386469167212,4,0.1330769583866739,1
0.0445197383972894,0.0011013215859083,0.0745701344421309,3,0.1550133372775632,1
0.0619336537703884,0.0225770925110176,0.1040726973458945,4,0.0864806418214181,1
0.0553935860058309,0.0198237885462624,0.0933091967033085,0,0.1558089836637476,1
0.0341974627688913,0.0305616740088202,0.0572831106791036,3,0.0932487364013321,1
0.0527145221022772,0.0099118942731374,0.0887620600568488,3,0.121443180137402,1
0.0644551256796154,0.031662995594716,0.1091335240943958,3,0.0952480529614876,1
0.0758805452683003,0.0591960352422929,0.1290734888172416,2,0.1130072883249093,1
0.043968166417146,0.0167951541850317,0.0738010357144562,2,0.0749029668429669,0
0.0591757938696714,0.0344162995594837,0.0998057303094359,4,0.0965231272983214,1
0.0248207391064534,0.0151431718061723,0.0417591197185089,0,0.022890134494841,1
0.0484595382554566,0.0349669603524285,0.0823652819964975,1,0.0644626581729714,0
0.0471200063036797,0.0178964757709337,0.0802064163108115,1,0.0479784971463836,1
0.0244267591206366,0.0209251101321645,0.0404152623867361,3,0.0685734978349237,0
0.0693404775037428,0.0470814977973638,0.1160137838176025,4,0.1590221709925688,1
0.0640611456937987,0.0143171806167457,0.1074377706304987,3,0.1272881208974483,1
0.0398707745646521,0.0173458149779827,0.0667265808985616,4,0.1022099588406004,0
0.0339610747774013,0.0044052863436145,0.0557754427515015,0,0.0432301203160144,1
0.0283665589788038,0.0123898678414171,0.0465307928756257,0,0.0362121111660809,1
0.0250571270979434,0.0324889867841488,0.0410416894084004,0,0.0643708528207194,0
0.0412103065164289,0.0737885462555142,0.0679949395457442,1,0.073398379125503,0
0.021984083208573,0.0239537444933952,0.0353219822344872,2,0.0267357586947319,1
0.087699944842802,0.0677312775330466,0.1443920098753959,3,0.1549470334120479,0
0.0512173981561736,0.0214757709251155,0.0843481123197338,3,0.0928152111268086,0
0.0587818138838547,0.0068832599119005,0.0970453620963048,3,0.0757496162026246,1
0.04924749822709,0.0126651982378864,0.0824933169636919,0,0.0329173190797023,0
0.0392404065873453,0.0594713656387747,0.0656249277993085,0,0.0268530655337206,0
0.0501142541958868,0.0446035242290842,0.0839296779908033,0,0.0847873431021028,0
0.0232448191631865,0.0187224669603603,0.0386381320063153,1,0.054874099159981,1
0.1051926562130644,0.0352422907489102,0.1751706058508389,2,0.1564771226162485,1
0.0416042865022456,0.0052312775330473,0.068828034125875,3,0.0630192740236755,1
0.0734378693562367,0.025330396475779,0.1221205859456032,4,0.0774888175980659,0
0.0501142541958868,0.0261563876652056,0.0832061207963802,4,0.0618054032550097,0
0.0728862973760933,0.039372246696043,0.1216800454455037,4,0.0632028847281796,0
0.0282877629816405,0.0167951541850317,0.0469094591579605,4,0.0483763203394757,1
0.0159955874241588,0.0022026431718104,0.0261322551633081,1,0.0283372520617952,1
0.0119769915688283,0.0030286343612369,0.0194004831720413,1,0.0160506357520643,0
0.02497833110078,0.0267070484581566,0.0409650655979955,2,0.0311883182789556,0
0.0507446221731936,0.0228524229074931,0.0838627640845247,3,0.0831909500323868,0
0.0464108423292096,0.0390969162995675,0.0765975810581442,4,0.0395579062259329,1
0.0457804743519029,0.0198237885462624,0.0756320570353985,4,0.0600407003728317,1
0.0627216137420219,0.0297356828193873,0.1043839680660519,4,0.0958345871564312,0
0.0308092348908675,0.0324889867841425,0.0509875157483782,1,0.0290461933930748,1
0.056575525963281,0.0280837004405342,0.094509680406394,0,0.0427965950414909,1
0.0238751871404932,0.0055066079295229,0.0395014570691413,1,0.085368776999699,0
0.0317547868568276,0.0316629955947222,0.0526861385886561,2,0.0400526350686245,1
0.037112914663935,0.0099118942731374,0.0628251670570495,0,0.039756817822479,1
0.0182806713418958,0.0079845814978025,0.0305650970842321,1,0.0402158445837392,1
0.0196202032936726,0.0170704845815072,0.0328733708744648,4,0.0597652843160756,1
0.022220471200063,0.0126651982378926,0.0373616613206701,1,0.0690784272723099,1
0.0465684343235363,0.0074339207048515,0.0793298168432438,2,0.0736686948849117,1
0.0213537152312662,0.0242290748898707,0.0361751274490929,2,0.0555371378151346,0
0.0115042155858482,0.0082599118942843,0.0193814939434372,3,0.0284953612795625,0
0.0127649515404617,0.0030286343612432,0.0215803094256624,3,0.0314943361197957,1
0.0311244188795209,0.0063325991189494,0.053243611782352,3,0.046509611510351,0
0.027027027027027,0.0110132158590332,0.0462356713908832,3,0.0596122753956555,1
0.0301000709163974,0.0074339207048515,0.0512338550856474,4,0.0433270259656137,1
0.0282877629816405,0.0228524229074931,0.0463784507031909,2,0.0630090734289809,1
0.0580726499093846,0.0806718061674085,0.0964610388198093,2,0.1208719468345004,1
0.0292333149476006,0.003579295154188,0.0484947301078431,3,0.0381910265368471,1
0.0225356551887164,0.0173458149779827,0.0373472770194199,4,0.0646003662013495,1
0.0253723110865968,0.0082599118942843,0.0422450084571261,2,0.0624888430995527,1
0.039397998581672,0.0465308370044128,0.0665576091594367,0,0.0930498248047861,0
0.0096919076510913,0.0068832599119005,0.0157830401050468,1,0.0444388907873328,1
0.0319123788511543,0.0066079295154249,0.0534778836608525,2,0.0820943861027097,1
0.0340398707745646,0.028909691629967,0.0572184996400894,1,0.0736890960743011,1
0.0401071625561421,0.0033039647577187,0.0677133570672876,2,0.1054639485482003,1
0.0631943897250019,0.0479074889867904,0.1072589306621992,2,0.1107223551133031,1
0.0248207391064534,0.0126651982378926,0.0417143646164422,3,0.0467595260803704,1
0.0259238830667402,0.0181718061674093,0.0436467165710227,3,0.0395528059285856,1
0.0401071625561421,0.0349669603524285,0.0682807718955005,4,0.0453467437151585,0
0.0226932471830431,0.0167951541850254,0.0384201502381101,4,0.033962880035906,1
0.0070916397447009,6.260996495560667e-15,0.0117046558335052,4,0.0278221220297143,0
0.0316759908596643,0.0366189427312816,0.0538439673147166,0,0.044836713980425,1
0.0175715073674257,0.0011013215859083,0.0296137545481168,1,0.049110763157492,1
0.0118193995745016,0.0143171806167457,0.019782209590407,1,0.0429904063406896,1
0.0495626822157434,0.0209251101321645,0.0826415348562538,4,0.0675075356893306,1
0.0353006067291781,0.0550660792951602,0.0588239197216119,0,0.0578373719187828,1
0.0405011425419588,0.024229074889877,0.0676958471373528,0,0.0610658601396461,0
0.0259238830667402,0.0619493392070544,0.042955913453382,0,0.0491158634548394,1
0.0763533212512804,0.0509361233480274,0.1283910709218981,2,0.1257988340720264,1
0.0724135213931132,0.0261563876652056,0.1222020122472908,2,0.1318732882127028,1
0.0068552517532109,0.0022026431718104,0.0110588982022797,2,0.0324327908317054,1
0.020171775273816,0.0239537444934014,0.0337394873047693,2,0.0425313795794294,0
0.0230872271688598,0.0019273127753348,0.0386831821567947,3,0.042373270361662,1
0.0410527145221022,0.0055066079295229,0.0693103034082472,2,0.0554657336522719,1
0.0462532503348829,0.0159691629955989,0.0782757479597734,2,0.0646054664986968,1
0.0294697029390906,0.0245044052863462,0.0496258675095006,3,0.0639016254647645,1
0.0657946576313923,0.0187224669603603,0.1119826058213353,0,0.1169498181743995,1
0.0342762587660546,0.0396475770925123,0.0582591787601435,2,0.0745969490021268,1
0.0245055551178,0.0022026431718104,0.0416270803602062,0,0.1068155273452442,1
0.015128831455362,0.0060572687224739,0.0255688710058632,1,0.0542875649650374,1
0.0330943188086045,0.0490088105726925,0.0565693219241448,1,0.0751834831970703,1
0.2188164841226066,0.4003303964757744,0.3810906682557099,2,0.1444557217685791,0
0.1179576077535261,0.151156387665204,0.2080663265127499,4,0.1445424268234838,0
0.129619415333701,0.0068832599119005,0.2293697315303223,2,0.1467916579536587,1
0.0271846190213537,0.0096365638766619,0.0481780651388082,2,0.0758873242310026,1
0.0204081632653061,0.0063325991189432,0.0363797490603751,3,0.0596122753956555,1
0.1174060357733827,0.123072687224676,0.210290545564962,4,0.1104112369751156,1
0.1073201481364746,0.080947136563884,0.1927992912869178,3,0.1265434774847373,1
0.0525569301079505,0.0030286343612369,0.0949018065624747,3,0.0714296643494315,0
0.0360097707036482,0.0558920704845867,0.0649738260445004,4,0.0269244696965833,0
0.1800488535182413,0.038821585903092,0.3230692241121642,4,0.1486022635119627,0
0.0078795997163344,0.0049559471365656,0.0142254445967778,1,0.0302447632696986,1
0.0304152549050508,0.0030286343612432,0.0545048800338783,0,0.0386551535954546,1
0.0401071625561421,0.0200991189427379,0.0720749322727894,1,0.0738268041026791,1
0.0312820108738476,0.0225770925110176,0.0565065728123837,2,0.0424803766059561,0
0.0157591994326688,0.0046806167400963,0.0285118495904194,2,0.0428016953388382,1
0.0156016074383421,0.0027533039647614,0.028242468842241,2,0.048213110824361,1
0.0182806713418958,0.0121145374449353,0.033087980133135,2,0.0486670372882739,1
0.0403435505476321,0.0178964757709275,0.0727749313728442,2,0.0661304554055501,1
0.0119769915688283,0.0256057268722545,0.02178812791459,3,0.0156885146404035,0
0.0455440863604128,0.0104625550660822,0.0821793717756989,0,0.1102327265679589,1
0.0281301709873138,0.0038546255506697,0.0509246094702645,0,0.0668495973315244,1
0.0352218107320148,0.0396475770925186,0.0636320455292514,0,0.0780651511983148,0
0.0141832794894019,0.0145925110132213,0.0255061574233579,2,0.0372729730143267,0
0.0119769915688283,0.0005506607929572,0.0212724663955766,3,0.0408584820495034,1
0.0147348514695453,0.0220264317180665,0.0261896080511627,3,0.0473103581938827,1
0.0237963911433299,0.0297356828193873,0.0426312724215931,4,0.0538744408799032,0
0.0240327791348199,0.0495594713656498,0.0429866494289604,0,0.0475806739532914,0
0.0819478370498778,0.0561674008810622,0.1463079012046931,0,0.086949869177373,0
0.027027027027027,6.260996495560667e-15,0.0481862884052236,2,0.0112257544614851,1
0.0724135213931132,0.0121145374449416,0.1278836402349923,0,0.0832368527085129,0
0.0220628792057363,0.0170704845815009,0.0389627741052419,0,0.0572610383185339,0
0.0260026790639035,0.0030286343612369,0.0459435695492286,0,0.0594745673672775,1
0.0352218107320148,0.0363436123348123,0.0605784818933825,3,0.0469533373795692,1
0.0312820108738476,0.0545154185022091,0.0539263201538295,4,0.0510641770415215,1
0.0289969269561106,0.0085352422907536,0.0499994725159441,4,0.0429649048539529,1
0.0400283665589788,0.0506607929515456,0.0700175791144357,0,0.084394620206358,0
0.0545268300370341,0.0435022026431758,0.0955915294187249,1,0.1118903232058429,1
0.0568907099519344,0.0437775330396576,0.0999129896232074,0,0.1055710547924944,1
0.0669765975888425,0.0170704845815009,0.1184963129161603,2,0.0508703657423227,1
0.2691671263099834,0.0077092511013333,0.4621051062533317,0,0.2434167911989269,1
0.2033724686785911,0.1855726872246753,0.3549667204707977,2,0.2786547455716668,1
0.1531794184855409,0.1051762114537485,0.2702944927692096,2,0.2450743878368109,1
0.1020408163265306,0.0066079295154249,0.1791426783426831,3,0.146812059143048,1
0.1188243637223229,0.1178414096916349,0.2127686163132932,4,0.1441752054144756,1
0.0818690410527145,0.0355176211453858,0.1467976696294283,4,0.1064228044494994,1
0.2474982270900638,0.42979074889868,0.449583408975591,2,0.1907868228717734,1
0.26790639035537,0.0297356828193873,0.4894920526994036,4,0.1899554744041577,1
0.1295406193365377,0.0837004405286392,0.2390568819988137,0,0.0991650813242412,1
0.1056654321960444,0.0856277533039678,0.1965068560678118,0,0.1924699209963941,0
0.0354581987235048,0.0239537444934014,0.0657903970694687,2,0.0748264623827569,1
0.1250492474982271,0.109030837004412,0.2316113531804339,1,0.1565944294552372,1
0.1212670396343865,0.0344162995594774,0.2253031112334412,3,0.1641581704213355,0
0.0734378693562367,0.0666299559471445,0.1375565081792777,4,0.0825789143507066,0
0.0789535891576708,0.0195484581497869,0.147585555755426,1,0.0921674733636971,1
0.0283665589788038,0.0055066079295229,0.0535271238413443,2,0.0586585197917038,1
0.1843038373650619,0.0512114537445029,0.3443625639550385,1,0.1094931834525952,0
0.1780001575919943,0.3491189427312777,0.3364619783402414,0,0.1602768441400133,1
0.0335670947915845,0.0195484581497869,0.065038724660153,4,0.0308823004381155,1
0.0845481049562682,0.0104625550660822,0.1619119759030383,0,0.0952888553402663,0
0.0572058939405878,0.0575440528634398,0.1103422462568933,4,0.0875976069404846,0
0.0582302419037112,0.0429515418502248,0.1119391277797601,1,0.1069226335895382,0
0.0473563942951698,0.0311123348017712,0.0907646202980247,2,0.0651613989095564,1
0.0886454968087621,0.0203744493392134,0.1706991548758696,0,0.1982383572962303,1
0.0584666298952013,0.017621145374452,0.1139214996694606,3,0.1218767054119255,1
0.0486959262469466,0.0839757709251147,0.0950466751151465,4,0.068502093672061,1
0.0683949255377826,0.0465308370044128,0.1323927020568794,0,0.1445424268234838,1
0.112441887952092,0.0156938325991233,0.2173526158410988,0,0.1505658779906868,1
0.0937672366243794,0.0024779735682859,0.1829968031498741,0,0.1456797931319396,0
0.0488535182412733,0.0203744493392134,0.0955292088265421,2,0.1008940821249878,1
