candle_size,gap_size,percentage,weekday,entry_weekday,target
0.02492059613975079,0.010136036276343205,0.05348952870390859,4,4,1
0.01148301978988517,0.004534542544686557,0.02481836190942672,4,4,1
0.02451339685642153,0.015737530008005915,0.052474000296997544,0,1,0
0.03754377392295789,0.0117364630568226,0.08059956756955493,0,0,1
0.03778809349295545,0.03707655374766848,0.08121098414656225,0,0,1
0.029074028829709254,0.0061349693251598865,0.06244379204585239,0,0,0
0.019871325026467948,0.017337956788479245,0.04257960338711769,1,1,0
0.02182588158644841,0.008002133902378769,0.04662629278283937,1,1,1
0.028666829546379995,0.01013603627634927,0.06121561693834718,1,1,1
0.020197084453131363,0.0061349693251598865,0.043157564183652394,1,1,1
0.04951543285283817,0.0024006401707160553,0.10573542486025041,1,1,1
0.05529766267611368,0.02507335289411246,0.11817861858895778,1,1,0
0.021011483019789882,0.004001066951195448,0.044921845649314736,2,2,0
0.06849091945598174,0.06428380901574537,0.14608955324795403,2,2,1
0.06653636289600129,0.050680181381703895,0.14209490822324797,2,2,1
0.03461193908298721,0.0002667377967516201,0.07412979916975357,2,2,0
0.0361592963596384,0.03547612696720122,0.07752898960240853,2,2,0
0.04047560876292858,0.003200853560958785,0.08662050489742251,2,2,1
0.04153432689958465,0.037610029341165654,0.08899009566142733,2,2,0
0.028911149116377557,0.03387570018672183,0.06200964617310363,2,2,0
0.05651926052610146,0.033075486796485164,0.12106352062458206,2,2,0
0.05692645980943072,0.048279541210993905,0.12210713911578097,2,2,1
0.035019138366316475,0.04481194985330169,0.07442716178566895,3,3,0
0.027852430979721475,0.03414243798346738,0.05912836214309092,3,2,1
0.05904389608274289,0.07121899173113588,0.1254779313751515,3,3,0
0.02394331785976056,0.0010669511869882834,0.050936948306110647,3,2,1
0.07085267529929146,0.0072019205121421044,0.15057767583731915,3,3,1
0.05741509894942585,0.09975993598293446,0.12233202466830784,3,3,1
0.09903086570567633,0.015737530008005915,0.21112296521310908,3,2,1
0.0833944132258327,0.07522005868231918,0.1783924106528361,3,3,1
0.010912940793224203,0.0026673779674616102,0.023552762131831335,3,4,1
0.02630507370307028,0.03174179781275739,0.056480581581951225,4,4,1
0.03151722452968482,0.009069085089367053,0.06766994712571742,4,4,1
0.02483915628308494,0.0053347559349232205,0.05345119581540245,4,4,1
0.036647935499633515,0.006935182715402615,0.0788197840892156,4,4,0
0.011401579933219315,0.0026673779674616102,0.024572962641840182,4,0,0
0.012215978499877838,0.0034675913577043387,0.02632214026961282,4,0,1
0.009854222656568124,0.0024006401707221212,0.021298112880528484,4,0,1
0.0649890056193501,0.03814350493465676,0.13940395792373642,0,0,0
0.04796807557618698,0.01013603627634927,0.10301986538805642,0,0,1
0.060835572929391644,0.09469191784476286,0.13054960811197874,0,0,0
0.04674647772619919,0.004267804747941003,0.10032856430119327,0,1,1
0.034449059369655505,0.004267804747941003,0.07409112452790736,1,1,1
0.02272172000977278,0.03627634035743182,0.049033805966279986,1,1,1
0.018079648179819205,0.014403841024278144,0.0391213390048729,1,1,1
0.029074028829709254,0.025606828487597506,0.0627960650980453,1,1,0
0.06678068246599884,0.0034675913577043387,0.1439051626132716,1,1,0
0.03330890137633358,0.04507868765004725,0.07250494278170974,1,1,1
0.028341070119716587,0.005068018138177666,0.06177064425865239,1,1,1
0.02174444172978255,0.01040277407308876,0.046711316176178796,1,2,1
0.019871325026467948,0.004001066951195448,0.04273596045409071,1,1,1
0.008306865379916931,0.0016004267804793923,0.018017606292060617,2,2,1
0.022314520726443514,0.024006401707130243,0.04803565421526043,2,2,0
0.01775388875315579,0.018938383568958637,0.038255296368665745,2,2,1
0.03567065721964329,0.0026673779674616102,0.07658101138783553,2,2,1
0.01734668946982653,0.01520405441451481,0.03743129399375616,2,2,1
0.04568775958954312,0.0016004267804793923,0.09783716334620737,2,2,1
0.0414528870429188,0.04561216324353835,0.08896694301619688,2,2,0
0.06417460705269158,0.02987463323553244,0.13767851075397428,2,2,1
0.019871325026467948,0.0010669511869882834,0.04194197759420115,3,3,1
0.08127697695252055,0.021872499333159736,0.17218452693908048,3,3,1
0.2060428373646062,0.16030941584422995,0.4383772872504398,3,4,0
0.23568694519097644,0.3587623366231045,0.5051084988643563,3,3,1
0.05611206124277221,0.015470792211260362,0.1204876532085215,3,2,1
0.07003827673263292,0.01573753000801198,0.15061231809720557,3,2,1
0.06938675787930611,0.012536676447059263,0.14936728482802558,3,3,1
0.05089991041615766,0.027740730861567996,0.1099066940525674,3,3,0
0.040231289192931015,0.0024006401707221212,0.08699610354931302,3,3,0
0.01775388875315579,0.010669511869840378,0.038548062170466316,4,4,0
0.059369655509406295,0.019471859162449746,0.12814972789380966,4,4,1
0.035263457936314024,0.00693518271539655,0.07632422199491153,4,4,1
0.03322746151966772,0.018138170178721973,0.07200280013777821,4,4,1
0.27029888427396365,0.5905574819951976,0.5899088391026105,4,0,0
0.06979395716263538,0.028807682048556285,0.15462479262660012,4,4,1
0.04837527485951624,0.0352093891704496,0.10761552441268706,4,4,1
0.04397752259956022,0.022672712723402464,0.09784379967738079,0,0,1
0.08396449222249368,0.09975993598293446,0.18528888167057683,0,0,1
0.019627005456470392,0.003200853560952719,0.04387906094986482,0,0,0
0.06042837364606237,0.012803414243804817,0.13395717225209447,0,0,1
0.05871813665607948,0.001333688983733838,0.1302742335979781,0,0,1
0.03151722452968482,0.0008002133902427291,0.07027483555928503,0,0,1
0.04243016532290903,0.04347826086956786,0.0943239280641475,0,0,0
0.03192442381301409,0.01920512136570419,0.07118102705093934,0,0,0
0.04373320302956266,0.03147506001601183,0.09703841736116302,1,1,0
0.04764231614952357,0.020005334755940855,0.1057382260214227,1,1,1
0.03900969134294323,0.012536676447059263,0.08638293735026309,1,1,1
0.10798924993892008,0.010936249666585934,0.2379144925812078,1,1,1
0.11996090886880036,0.04907975460123663,0.26475607097501264,1,1,0
0.0830686537991693,0.025873566284343057,0.18384641805095564,1,1,0
0.020034204739799652,0.0026673779674616102,0.0446358921491693,2,2,1
0.012948937209870509,0.001333688983733838,0.02908321176654391,2,2,0
0.03656649564296766,0.016537743398248646,0.08071967264005404,2,2,1
0.04764231614952357,0.008002133902384835,0.10506785740256387,2,2,0
0.06254580991937453,0.02694051747133134,0.1379465040012788,2,2,0
0.10880364850557861,0.09095758869031903,0.23964333035740296,2,2,1
0.022884599723104485,0.001066951186994349,0.05090118056166511,2,3,0
0.06735076146265981,0.0762870098693014,0.14861873211440307,3,0,0
0.0922713576024106,0.09842624699920063,0.20422694872183977,3,3,1
0.043000244319569995,0.0218724993331658,0.0961136961823435,4,4,0
0.025002035996416642,0.0016004267804793923,0.056166856297616655,4,4,1
0.018161088036485057,0.016271005601503092,0.04093651492837438,0,0,0
0.01596221190650704,0.000800213390248792,0.0361068998027975,0,0,0
0.015636452479843632,0.01920512136570419,0.035409210248920193,0,0,1
0.03729945435296033,0.024273139503875794,0.08338550740627478,0,0,0
0.05480902353611857,0.0176046945852248,0.12233126394322644,0,0,0
0.04674647772619919,0.03387570018672789,0.10446494130750074,0,0,1
0.029562667969704373,0.005334755934917158,0.06638620347822059,0,0,1
0.04357032331623096,0.01920512136570419,0.09754881241024958,0,1,1
0.025653554849743465,0.036543078154183437,0.05784456640835371,0,0,0
0.02988842739636778,0.013070152040550372,0.06704361673880652,1,1,1
0.04186008632624806,0.012003200853568154,0.09367552786507041,1,1,1
0.18112224122485543,0.1218991731128337,0.40393433943918483,1,1,0
0.12183402557211497,0.06028274206455599,0.2713520440831764,1,1,1
0.08282433422917174,0.0061349693251598865,0.1848573027852036,1,1,0
0.08225425523251077,0.0024006401707221212,0.18414561368366764,1,1,1
0.04479192116621874,0.014403841024278144,0.10037209715911102,1,1,0
0.05326166625946738,0.0024006401707160553,0.11896449773038542,2,0,1
0.047805195862855275,0.0778874366497808,0.10708213995332551,2,4,1
0.056600700382767315,0.01413710322753259,0.126766122764087,2,4,0
0.0324130629530092,0.05841557748733104,0.07309507394789512,2,2,1
0.07207427314927924,0.10002667377968003,0.16250516676748228,2,2,1
0.04088280804625784,0.013070152040550372,0.09280956718638701,2,2,1
0.0160436517631729,0.0002667377967516201,0.03693606874425093,2,3,1
0.009284143659907157,0.0002667377967516201,0.02177017269807289,3,3,1
0.01083150093655835,0.0029341157642132306,0.025131657590518976,3,3,1
0.03461193908298721,0.022672712723402464,0.07850848468270966,3,3,0
0.0596954149360697,0.0914910642838162,0.13474381951381115,3,3,1
0.07134131443928657,0.015470792211260362,0.1609129562902369,3,3,0
0.08714064663246192,0.0168044811949942,0.19667286583255353,3,3,1
0.03591497678964085,0.005068018138177666,0.08123989301353653,3,4,1
0.04422184216955778,0.010136036276343205,0.10002026083337826,3,3,1
0.018894046746477725,0.020005334755940855,0.04336519997969474,4,4,1
0.05529766267611368,0.04801280341424833,0.1255670824263039,4,4,1
0.01832396774981676,0.020805548146183583,0.042345864834325044,4,4,1
0.029806987539701922,0.04347826086956786,0.0683423132152168,4,4,1
0.02052284387979477,0.020538810349431964,0.046856355597791374,0,0,1
0.018242527893150902,0.016271005601503092,0.04168158572451057,0,0,0
0.017183809756494826,6.065623264078779e-15,0.03932515669635284,0,0,0
0.03738089420962619,0.016804481194988136,0.08444406746694157,0,0,0
0.012623177783207097,0.008802347292615432,0.02908835539032663,0,0,1
0.028585389689714143,0.0328087489997396,0.06479456506324302,0,0,1
0.01482205391318511,0.022139237129911355,0.03405819921652125,0,0,1
0.012378858213209545,0.014937316617769255,0.028591076611614648,1,1,0
0.03233162309634335,0.0066684449186509955,0.07323682961430619,1,1,1
0.033634660802996985,0.05174713256869217,0.0762819582540871,1,1,1
0.03273882237967261,0.04987996799146721,0.07463657167784499,1,1,0
0.04389608274289437,0.04294478527608281,0.09941499418222023,1,1,1
0.034041860086326245,0.00746865830888766,0.07746202047538159,1,1,0
0.03795097320628715,0.0432115230728223,0.08625993859618299,1,1,0
0.06156853163938431,0.04641237663377502,0.13907654750869408,2,2,0
0.040394168906262726,0.018404907975467528,0.09142764482901836,2,2,1
0.04886391399951135,0.022939450520148022,0.11054897170922919,2,2,0
0.020278524309797208,0.008002133902378769,0.046532930375611424,2,2,1
0.023291799006433744,0.001333688983733838,0.053326598832902944,2,2,1
0.03347178108966528,0.007735396105633213,0.07627183251279326,2,2,1
0.016613730759833863,0.0021339023739705013,0.03842934568231882,3,3,1
0.02182588158644841,0.02640704187784023,0.05029469927324598,4,4,0
0.0053750305399462486,0.0026673779674616102,0.013152350477441009,4,4,1
0.031191465103021412,0.0005334755934971746,0.0715679398285236,4,4,0
0.03387898037299454,0.007735396105633213,0.07768134588184698,4,4,0
0.04943399299617232,0.011469725260077043,0.11345909284059258,4,4,1
0.019871325026467948,6.065623264078779e-15,0.04630198453658954,4,4,1
0.021174362733121586,0.0029341157642132306,0.04928387941838361,4,4,1
0.0235361185764313,0.005068018138171603,0.05465158776028456,0,0,1
0.014903493769850963,0.009069085089367053,0.035043241113295126,0,0,1
0.03265738252300676,0.024539877300621345,0.07545214901155267,0,0,0
0.019219806173141132,0.013070152040550372,0.044758677662556756,0,0,0
0.01954556559980454,0.016537743398248646,0.0453838732507967,0,0,0
0.011808779216548578,0.0021339023739705013,0.02784875438519089,0,0,1
0.02011564459646551,0.012803414243804817,0.04670339518254731,1,1,0
0.014170535059858292,0.008802347292615432,0.03326203423455559,1,1,0
0.006759508103265739,0.000800213390248792,0.016450842510672116,1,1,1
0.048701034286179654,0.06268338223526598,0.11181937957495457,1,1,0
0.042104405896245624,0.015470792211266427,0.09697134501009556,1,1,0
0.0525287075494747,0.0008002133902427291,0.12074833155348211,1,1,0
0.021011483019789882,0.006401707121905441,0.0483513095834156,1,2,1
0.012786057496538805,0.0024006401707160553,0.029825135247379203,1,2,1
0.009609903086570564,0.0034675913577043387,0.022693544820307984,2,2,0
0.010912940793224203,0.012003200853568154,0.02565041455331596,2,2,0
0.010017102369899828,0.003200853560952719,0.023634943713083306,2,2,1
0.034937698509650617,0.02640704187784023,0.07923932664919542,2,2,1
0.011645899503216874,0.020805548146177518,0.0270641705166337,3,3,0
0.017591009039824086,0.017604694585230864,0.04042225586130995,3,3,0
0.014659174199853403,0.01440384102428421,0.033909565801131046,3,3,1
0.04747943643619187,0.05468124833289326,0.1076887956346136,3,3,1
0.04585063930287483,0.028540944251804666,0.10394146772274003,3,3,0
0.021174362733121586,0.0008002133902427291,0.04814229499811844,4,4,0
0.012623177783207097,0.003734329154443828,0.028832672888946226,4,4,1
0.012867497353204657,0.02240597492665691,0.029406508951210962,0,0,1
0.03135434481635312,0.030408108829029615,0.07048862008260136,0,0,1
0.01913836631647528,0.014670578821023699,0.04342625956554852,0,0,1
0.019871325026467948,0.018138170178721973,0.04516312997750732,0,1,0
0.023861878003094715,0.018671645772213082,0.054093486507345925,0,0,1
0.011808779216548578,0.001066951186994349,0.02721479984803029,1,1,1
0.01726524961316068,0.03200853560950294,0.039433441794796624,1,1,0
0.012623177783207097,0.0021339023739705013,0.02896821007407384,1,1,1
0.013763335776529032,0.00693518271539655,0.03153635469266814,1,1,1
0.03835817248961642,0.0005334755934971746,0.08630694893241136,1,4,1
0.026549393273067837,0.027473993064822448,0.06008128524182045,1,1,1
0.019871325026467948,0.02133902373967469,0.04528582004437575,1,1,1
0.014251974916524144,0.012269938650313708,0.03282026355583349,1,4,0
0.0450362407362163,0.01493731661777532,0.1018943649119887,1,4,0
0.04894535385617721,0.003200853560958785,0.11072898977252293,1,1,1
0.03371610065966284,0.00773539610563928,0.07680436622708713,1,3,1
0.0847788907891522,0.1291010936249758,0.19249069051396506,1,1,1
0.04528056030621386,0.04347826086957392,0.10366796497829647,1,2,1
0.013763335776529032,0.00693518271539655,0.032466654131163425,2,2,1
0.029318348399706817,0.00693518271539655,0.06747628277570922,2,3,1
0.013111816923202213,0.005334755934917158,0.03087354555184655,2,3,1
0.01775388875315579,0.023206188316893576,0.04145620319911928,3,3,1
0.003013274696636533,0.0005334755934971746,0.007953878799981827,3,3,0
0.013926215489860736,0.006401707121905441,0.032736890196234075,3,3,0
0.01083150093655835,0.0026673779674616102,0.025714537518315192,3,3,1
0.04772375600618942,0.0432115230728223,0.10855866743601453,3,3,0
0.024676276569753235,0.01093624966657987,0.05645839296604793,3,4,0
0.02011564459646551,0.0026673779674616102,0.04624906075431037,3,3,1
0.035833536932974995,0.0002667377967516201,0.08164269835352968,4,4,1
0.04267448489290658,0.001600426780485458,0.09686801763072488,4,4,1
0.019871325026467948,0.013070152040550372,0.04557272786275603,4,4,0
0.08885088362244481,0.08082155241398191,0.1976937746123803,4,4,1
0.060917012786057496,0.0024006401707160553,0.13387533669320265,0,0,0
0.09113119960908868,0.022939450520148022,0.20026142538381767,0,0,1
0.0634416483426989,0.006401707121905441,0.13963835501083383,0,0,1
0.03754377392295789,0.018938383568958637,0.08299558692272582,0,0,1
0.03298314194967017,0.011469725260077043,0.07271325189545264,0,0,1
0.06645492303933544,0.03974393171513009,0.1465422096670022,0,0,1
0.058555256942747776,0.05041344358495835,0.12935553387596774,0,0,0
0.023617558433097152,0.04161109629234897,0.05129756009391799,1,1,0
0.014984933626516815,0.0016004267804793923,0.0326964831287904,1,1,1
0.025490675136411754,0.008002133902378769,0.055549554938283674,1,1,1
0.029562667969704373,0.010402774073094824,0.06441364930090605,1,1,1
0.08445313136248879,0.0002667377967516201,0.182821286500421,1,1,1
0.06629204332600373,0.07068551613764476,0.1439014669229531,1,1,1
0.10652333251893474,0.09869298479595226,0.23123729878717694,1,1,0
0.03339034123299943,0.018938383568958637,0.07261949624489925,1,1,0
0.0322501832396775,0.005068018138171603,0.07021728616567197,1,1,0
0.039416890626272495,0.0034675913576982732,0.08569929012789522,1,2,1
0.010017102369899828,0.0034675913577043387,0.022112054506750883,2,2,1
0.013844775633194884,0.011469725260070979,0.03044788721347501,2,2,1
0.034937698509650617,0.015737530008005915,0.07627863556653636,2,2,0
0.07842658196921572,0.015737530008005915,0.17091563376074315,2,2,1
0.0890137633357765,0.1691117631368393,0.19466326980397183,2,2,0
0.13576024106197573,0.08722325953588127,0.2916629064232032,2,2,1
0.13079240980535872,0.19071752467325348,0.28182925655810387,3,3,0
0.02630507370307028,0.001333688983733838,0.05675170607917113,3,3,0
0.083231533512501,0.03894371832489343,0.17901943902519316,3,3,1
0.02443195699975568,0.016804481194988136,0.05277015523737842,4,4,0
0.033553220946331126,0.01520405441451481,0.071927309499156,4,4,0
0.08282433422917174,0.06001600426781044,0.17241724494833588,4,4,0
0.04226728560957732,0.020005334755940855,0.08814822320075626,0,0,1
0.06311588891603549,0.05521472392639045,0.1318824478469549,0,0,1
0.05114422998615522,0.005601493731668775,0.10689896364344754,0,0,1
0.09911230556234218,0.0034675913576982732,0.20410443353805444,0,3,1
0.07468034856258651,0.014403841024278144,0.15430434600959683,0,3,1
0.11344572033553219,0.012269938650313708,0.2348031606501149,0,3,0
0.08486033064581804,0.022939450520141954,0.1757443920820786,0,3,0
0.10896652821891031,0.05308082155241995,0.22686223818141527,0,0,1
0.14927925726850721,0.021072285942923073,0.31096956205912185,0,0,1
0.008551184949914487,0.0034675913576982732,0.01772893273233899,1,1,1
0.01506637348318267,0.008535609495869878,0.03132350450252588,1,1,1
0.016532290903168004,0.003200853560952719,0.03427049828858798,1,1,1
0.08722208648912777,0.1189650573486326,0.18178662677275678,1,1,1
0.11181692320221515,0.07468658308882806,0.2338221748794587,1,2,0
0.057740858376089256,0.01520405441451481,0.12111738331857297,1,1,1
0.10758205065559083,0.12429981328354975,0.22668959358426052,1,2,0
0.15937779949507289,0.012003200853568154,0.33616672829325156,1,1,1
0.07459890870592066,0.00826887169913039,0.15787880736871324,1,1,1
0.06564052447267692,0.05601493731662105,0.1393564182904329,1,1,1
0.04471048130955289,0.0053347559349232205,0.09519215060068267,1,1,1
0.03550777750631159,0.03894371832489343,0.07574257755258569,1,1,0
0.041208567472921245,0.007468658308893724,0.08772729545736084,2,2,1
0.06075413307272579,0.03734329154442011,0.12721710939432157,2,2,1
0.03852105220294812,0.004534542544686557,0.08072540522485881,3,3,1
0.0395797703396042,0.0061349693251598865,0.08279449967323797,3,3,0
0.0341232999429921,0.010402774073094824,0.07103864584332736,3,3,1
0.10644189266226889,0.11363030141371544,0.2223441459109567,3,3,0
0.04536200016287971,0.041877834089094526,0.09352017899691877,3,4,0
0.024676276569753235,0.010136036276343205,0.05089043498892876,4,4,1
0.04014984933626516,0.03200853560950294,0.08307445056870894,4,4,0
0.08844368433911555,0.010402774073094824,0.18323899260884915,4,4,0
0.0648261259060184,0.010669511869840378,0.1337506181489124,4,4,1
0.08412737193582537,0.001333688983733838,0.17414697060977005,4,4,1
0.08828080462578383,0.08535609495866239,0.18351559886622623,4,3,1
0.04756087629285772,0.00986929847959765,0.0992219227552879,0,0,1
0.021174362733121586,0.00746865830888766,0.044167825806057014,0,0,1
0.018242527893150902,0.0048012803414321115,0.03806233127083256,0,0,1
0.04446616173955534,0.00826887169913039,0.09291332848063034,0,0,1
0.04625783858620409,0.005601493731662712,0.09681039091072971,0,0,1
0.03306458180633602,0.009869298479603715,0.06918679973881407,0,1,1
0.08266145451584003,0.05494798612963883,0.1734773935107835,0,1,0
0.09186415831908135,0.05654841291011822,0.1933055460078555,0,0,1
0.09357439530906424,0.012803414243804817,0.1971245863926736,0,0,1
0.04528056030621386,0.01573753000801198,0.09559854471368052,0,0,1
0.008876944376577897,0.007735396105633213,0.0187622205124929,0,1,1
0.02809675054971903,0.014937316617769255,0.059068810293728236,1,1,1
0.014251974916524144,0.015470792211260362,0.03004586262079257,1,1,1
0.02687515269973125,0.018404907975461463,0.0561039480419698,1,1,0
0.035019138366316475,0.03414243798346738,0.07332061754254879,2,2,0
0.019952764883133807,0.0197385969591953,0.041800369592062424,2,2,0
0.01864972717648017,0.00693518271539655,0.03907341134345768,2,2,1
0.0271194722697288,0.02373966391037862,0.056898451920073895,2,2,0
0.027363791839726356,0.0176046945852248,0.05745591154805331,2,2,1
0.029318348399706817,0.0010669511869882834,0.06158550863484791,2,2,1
0.022070201156445965,0.0008002133902427291,0.046380421763791826,2,2,1
0.036729375356299374,0.013336889837295926,0.07703278247793667,2,2,1
0.056600700382767315,0.042144571885840074,0.11859447235209142,2,2,1
0.036322176072970114,0.007735396105633213,0.07613971828008616,2,3,1
0.03966121019627005,0.04401173646306503,0.08327918074426795,2,2,1
0.039335450769606636,0.019471859162449746,0.08175043871471134,3,3,1
0.017509569183158234,0.0072019205121421044,0.036358964054899426,4,4,1
0.06678068246599884,0.1008268871699167,0.13906556589622665,4,4,1
0.05879957651274533,0.010669511869840378,0.12251450836967628,4,4,1
0.037625213779623745,0.004534542544686557,0.07831544645836053,4,4,1
0.07125987458262072,0.13176847159242527,0.14908673995108115,4,4,1
0.07011971658929879,0.028807682048556285,0.14690973896680087,0,0,0
0.07305155142926947,0.11523072819418877,0.15332180985223035,0,0,1
0.04357032331623096,0.009335822886106541,0.09162351580305336,0,0,0
0.04894535385617721,0.001333688983733838,0.10310572155018022,0,0,0
0.05822949751608437,0.061082955454792656,0.1229303257564908,0,0,1
0.025734994706409317,0.00693518271539655,0.053997457751999975,0,0,0
0.02435051714308982,0.012269938650313708,0.05032116340079361,0,1,0
0.06401172733935988,0.0037343291544498936,0.13265332011345027,0,1,1
0.01905692645980943,0.0026673779674676757,0.039478313023313914,0,0,0
0.01229741835654369,0.005868231528414332,0.02542216170448574,0,0,0
