open,high,low,close,tick_volume,date,time_only,noisy_day
1912.4,1916.24,1910.61,1914.27,17230,2023-08-14,08:00:00,False
1914.27,1915.0,1905.94,1910.38,21406,2023-08-14,12:00:00,False
1910.36,1913.24,1902.69,1911.89,42246,2023-08-14,16:00:00,False
1911.87,1913.13,1906.77,1907.42,12102,2023-08-14,20:00:00,False
1907.17,1908.04,1904.92,1907.18,4540,2023-08-15,00:00:00,False
1907.17,1908.27,1903.72,1906.59,14639,2023-08-15,04:00:00,False
1906.59,1907.52,1903.07,1904.29,20273,2023-08-15,08:00:00,False
1904.28,1905.89,1896.35,1903.45,32380,2023-08-15,12:00:00,False
1903.45,1911.65,1900.06,1903.69,58586,2023-08-15,16:00:00,False
1903.7,1905.55,1901.26,1901.85,18681,2023-08-15,20:00:00,False
1901.65,1902.51,1900.21,1902.24,4491,2023-08-16,00:00:00,False
1902.24,1905.32,1900.48,1903.98,11428,2023-08-16,04:00:00,False
1903.99,1906.55,1902.81,1905.42,16073,2023-08-16,08:00:00,False
1905.42,1907.22,1899.99,1900.78,19909,2023-08-16,12:00:00,False
1900.77,1906.49,1898.88,1899.46,38135,2023-08-16,16:00:00,False
1899.47,1899.7,1891.85,1891.92,25309,2023-08-16,20:00:00,False
1892.05,1894.96,1891.05,1892.8,6798,2023-08-17,00:00:00,False
1892.88,1893.99,1889.62,1893.72,13790,2023-08-17,04:00:00,False
1893.71,1897.65,1892.11,1894.02,16547,2023-08-17,08:00:00,False
1894.0,1902.51,1893.67,1899.52,30460,2023-08-17,12:00:00,False
1899.49,1903.49,1887.85,1888.38,47160,2023-08-17,16:00:00,False
1888.4,1890.15,1885.04,1889.33,17953,2023-08-17,20:00:00,False
1889.45,1893.92,1888.99,1893.33,5129,2023-08-18,00:00:00,False
1893.33,1895.18,1891.17,1892.19,14924,2023-08-18,04:00:00,False
1892.21,1894.12,1891.41,1892.06,18565,2023-08-18,08:00:00,False
1892.06,1895.56,1888.68,1890.26,20093,2023-08-18,12:00:00,False
1890.28,1896.91,1888.68,1889.58,38010,2023-08-18,16:00:00,False
1889.57,1890.43,1886.76,1889.37,13118,2023-08-18,20:00:00,False
1889.66,1891.18,1888.82,1889.97,4701,2023-08-21,00:00:00,False
1889.97,1893.78,1884.81,1892.52,17529,2023-08-21,04:00:00,False
1892.52,1894.11,1887.38,1888.69,18941,2023-08-21,08:00:00,False
1888.69,1897.66,1886.8,1897.2,26861,2023-08-21,12:00:00,False
1897.2,1898.78,1885.28,1892.62,43780,2023-08-21,16:00:00,False
1892.65,1895.42,1892.55,1894.67,12680,2023-08-21,20:00:00,False
1894.68,1896.02,1893.68,1895.55,3681,2023-08-22,00:00:00,False
1895.55,1897.36,1893.87,1894.0,12834,2023-08-22,04:00:00,False
1894.0,1902.3,1893.94,1900.0,19724,2023-08-22,08:00:00,False
1900.02,1904.53,1896.31,1897.44,23404,2023-08-22,12:00:00,False
1897.43,1899.13,1889.11,1897.39,41659,2023-08-22,16:00:00,False
1897.37,1898.41,1896.38,1897.38,9866,2023-08-22,20:00:00,False
1897.19,1900.37,1897.18,1899.03,3133,2023-08-23,00:00:00,False
1899.03,1903.38,1898.81,1903.27,12010,2023-08-23,04:00:00,False
1903.31,1905.54,1901.68,1903.79,20952,2023-08-23,08:00:00,False
1903.79,1908.68,1901.29,1903.76,23040,2023-08-23,12:00:00,False
1903.76,1920.38,1902.97,1919.79,56775,2023-08-23,16:00:00,False
1919.79,1919.88,1914.3,1915.38,14534,2023-08-23,20:00:00,False
1915.38,1919.33,1915.22,1918.64,4911,2023-08-24,00:00:00,False
1918.59,1922.33,1917.56,1921.06,14314,2023-08-24,04:00:00,False
1921.05,1923.02,1919.51,1920.33,19594,2023-08-24,08:00:00,False
1920.32,1921.01,1911.77,1915.14,24008,2023-08-24,12:00:00,False
1915.17,1923.4,1911.94,1918.38,46952,2023-08-24,16:00:00,False
1918.39,1919.67,1916.21,1916.69,13621,2023-08-24,20:00:00,False
1917.05,1917.3,1915.14,1915.5,3491,2023-08-25,00:00:00,False
1915.5,1917.57,1913.17,1913.76,10815,2023-08-25,04:00:00,False
1913.76,1916.18,1912.84,1915.44,14724,2023-08-25,08:00:00,False
1915.43,1920.31,1915.22,1917.26,16068,2023-08-25,12:00:00,False
1917.3,1922.45,1903.78,1910.09,72303,2023-08-25,16:00:00,False
1910.1,1914.9,1909.96,1914.21,15474,2023-08-25,20:00:00,False
1914.86,1916.67,1914.24,1915.8,4934,2023-08-28,00:00:00,False
1915.75,1917.43,1914.71,1915.62,11528,2023-08-28,04:00:00,False
1915.62,1917.81,1913.5,1914.67,12358,2023-08-28,08:00:00,False
1914.67,1917.35,1913.4,1917.16,14245,2023-08-28,12:00:00,False
1917.13,1926.07,1912.77,1920.71,33962,2023-08-28,16:00:00,False
1920.71,1920.85,1916.89,1920.06,11122,2023-08-28,20:00:00,False
1919.96,1922.1,1919.96,1921.67,2585,2023-08-29,00:00:00,False
1921.67,1925.81,1921.33,1923.94,9490,2023-08-29,04:00:00,False
1923.94,1925.62,1921.65,1922.92,13679,2023-08-29,08:00:00,False
1922.88,1924.52,1914.44,1917.04,23195,2023-08-29,12:00:00,False
1917.06,1937.72,1916.78,1936.31,63199,2023-08-29,16:00:00,False
1936.32,1938.2,1935.15,1937.32,14558,2023-08-29,20:00:00,False
1937.3,1937.73,1935.87,1936.76,3691,2023-08-30,00:00:00,False
1936.76,1937.55,1935.37,1936.08,10487,2023-08-30,04:00:00,False
1936.09,1936.96,1934.95,1936.62,14946,2023-08-30,08:00:00,False
1936.64,1945.81,1936.0,1945.21,30448,2023-08-30,12:00:00,False
1945.19,1949.07,1942.81,1944.92,49482,2023-08-30,16:00:00,False
1944.91,1945.65,1942.06,1942.42,10998,2023-08-30,20:00:00,False
1942.6,1945.55,1942.6,1945.4,4296,2023-08-31,00:00:00,False
1945.39,1947.75,1944.73,1945.79,9445,2023-08-31,04:00:00,False
1945.8,1946.34,1943.26,1944.45,13508,2023-08-31,08:00:00,False
1944.45,1947.91,1943.1,1945.77,23594,2023-08-31,12:00:00,False
1945.79,1946.38,1939.01,1941.75,30264,2023-08-31,16:00:00,False
1941.75,1942.15,1939.05,1940.06,11347,2023-08-31,20:00:00,False
1940.01,1940.3,1938.68,1939.35,3707,2023-09-01,00:00:00,False
1939.33,1944.09,1938.24,1940.04,11498,2023-09-01,04:00:00,False
1940.03,1943.77,1938.43,1943.02,13287,2023-09-01,08:00:00,False
1943.02,1953.02,1942.92,1949.94,30265,2023-09-01,12:00:00,False
1949.94,1951.51,1934.4,1938.17,69568,2023-09-01,16:00:00,False
1938.17,1941.6,1937.37,1939.85,10388,2023-09-01,20:00:00,False
1940.41,1941.73,1939.35,1940.94,3435,2023-09-04,00:00:00,False
1940.94,1946.08,1940.46,1945.08,10165,2023-09-04,04:00:00,False
1945.07,1946.28,1942.7,1943.92,11719,2023-09-04,08:00:00,False
1943.92,1944.25,1939.89,1940.0,8647,2023-09-04,12:00:00,False
1940.01,1940.26,1936.79,1938.36,10094,2023-09-04,16:00:00,False
1938.36,1938.9,1938.02,1938.47,717,2023-09-04,20:00:00,False
1938.41,1938.85,1937.01,1937.88,2748,2023-09-05,00:00:00,False
1937.89,1938.94,1934.96,1938.58,9784,2023-09-05,04:00:00,False
1938.61,1938.99,1932.27,1933.46,17467,2023-09-05,08:00:00,False
1933.46,1934.78,1927.96,1933.75,25911,2023-09-05,12:00:00,False
1933.75,1934.26,1925.36,1927.3,47122,2023-09-05,16:00:00,False
1927.3,1927.52,1925.43,1925.97,9933,2023-09-05,20:00:00,False
1926.11,1926.91,1924.5,1924.78,3632,2023-09-06,00:00:00,False
1924.78,1927.4,1924.17,1927.27,10845,2023-09-06,04:00:00,False
1927.27,1928.48,1922.58,1924.75,18922,2023-09-06,08:00:00,False
1924.75,1927.72,1922.82,1923.25,18058,2023-09-06,12:00:00,False
1923.25,1929.19,1915.31,1920.02,55245,2023-09-06,16:00:00,False
1920.05,1920.7,1915.91,1916.42,10479,2023-09-06,20:00:00,False
1917.07,1918.22,1916.31,1916.83,3527,2023-09-07,00:00:00,False
1916.83,1920.72,1916.67,1918.97,10708,2023-09-07,04:00:00,False
1918.97,1919.83,1917.15,1918.87,15237,2023-09-07,08:00:00,False
1918.87,1923.58,1916.25,1923.3,23262,2023-09-07,12:00:00,False
1923.28,1923.54,1917.24,1918.06,36297,2023-09-07,16:00:00,False
1918.06,1920.79,1917.5,1919.62,9688,2023-09-07,20:00:00,False
1919.61,1924.68,1919.37,1923.74,6112,2023-09-08,00:00:00,False
1923.73,1927.24,1922.88,1924.55,14600,2023-09-08,04:00:00,False
1924.55,1927.37,1923.41,1924.72,13861,2023-09-08,08:00:00,False
1924.72,1926.11,1920.4,1920.46,16948,2023-09-08,12:00:00,False
1920.46,1929.7,1917.35,1919.72,38258,2023-09-08,16:00:00,False
1919.72,1920.73,1918.12,1919.13,8479,2023-09-08,20:00:00,False
1920.36,1920.52,1916.47,1920.1,7687,2023-09-11,00:00:00,False
1920.05,1926.76,1919.1,1926.53,15317,2023-09-11,04:00:00,False
1926.53,1930.77,1925.39,1927.75,20477,2023-09-11,08:00:00,False
1927.75,1928.07,1924.24,1927.32,16221,2023-09-11,12:00:00,False
1927.31,1930.14,1921.41,1923.44,32932,2023-09-11,16:00:00,False
1923.47,1924.34,1921.48,1922.33,9130,2023-09-11,20:00:00,False
1922.77,1923.32,1921.22,1921.58,4074,2023-09-12,00:00:00,False
1921.56,1924.48,1920.35,1922.28,13312,2023-09-12,04:00:00,False
1922.28,1922.35,1918.64,1919.75,15742,2023-09-12,08:00:00,False
1919.75,1920.02,1908.49,1909.75,26112,2023-09-12,12:00:00,False
1909.72,1915.05,1907.59,1912.4,34159,2023-09-12,16:00:00,False
1912.35,1913.61,1911.79,1913.34,10059,2023-09-12,20:00:00,False
1913.23,1913.75,1912.46,1912.59,3737,2023-09-13,00:00:00,False
1912.59,1913.85,1908.21,1911.66,13648,2023-09-13,04:00:00,False
1911.66,1912.69,1908.24,1912.22,18237,2023-09-13,08:00:00,False
1912.21,1914.57,1905.51,1912.32,33146,2023-09-13,12:00:00,False
1912.32,1915.77,1908.9,1909.41,46503,2023-09-13,16:00:00,False
1909.42,1911.22,1908.13,1908.15,11912,2023-09-13,20:00:00,False
1908.72,1912.84,1907.51,1912.67,4793,2023-09-14,00:00:00,False
1912.66,1912.91,1908.87,1909.48,15482,2023-09-14,04:00:00,False
1909.48,1911.09,1905.21,1907.34,19130,2023-09-14,08:00:00,False
1907.33,1910.36,1901.1,1904.48,35965,2023-09-14,12:00:00,False
1904.49,1912.1,1901.02,1910.27,61521,2023-09-14,16:00:00,False
1910.27,1911.45,1908.13,1910.51,11537,2023-09-14,20:00:00,False
1910.89,1911.6,1909.71,1911.3,3959,2023-09-15,00:00:00,False
1911.3,1916.87,1910.48,1916.19,15401,2023-09-15,04:00:00,False
1916.2,1919.67,1914.94,1918.04,23050,2023-09-15,08:00:00,False
1918.04,1920.55,1916.07,1917.11,20020,2023-09-15,12:00:00,False
1917.12,1930.43,1916.93,1925.37,49443,2023-09-15,16:00:00,False
1925.35,1925.96,1922.36,1923.68,10688,2023-09-15,20:00:00,False
1923.42,1924.71,1922.52,1924.65,4086,2023-09-18,00:00:00,False
1924.69,1929.5,1923.36,1928.18,15793,2023-09-18,04:00:00,False
1928.19,1930.67,1925.12,1926.16,18125,2023-09-18,08:00:00,False
1926.15,1928.22,1923.57,1924.0,15558,2023-09-18,12:00:00,False
1924.0,1931.18,1922.83,1931.08,33260,2023-09-18,16:00:00,False
1931.06,1934.23,1930.99,1933.61,11685,2023-09-18,20:00:00,False
1933.54,1934.61,1932.67,1932.79,3492,2023-09-19,00:00:00,False
1932.8,1933.44,1931.33,1931.33,8260,2023-09-19,04:00:00,False
1931.33,1934.93,1929.84,1933.79,14456,2023-09-19,08:00:00,False
1933.8,1937.41,1933.65,1935.84,16598,2023-09-19,12:00:00,False
1935.87,1936.39,1930.83,1930.96,34082,2023-09-19,16:00:00,False
1930.95,1933.06,1929.75,1931.34,10409,2023-09-19,20:00:00,False
1931.67,1932.4,1930.32,1930.72,2827,2023-09-20,00:00:00,False
1930.72,1931.46,1928.51,1929.81,9672,2023-09-20,04:00:00,False
1929.81,1932.34,1927.95,1929.16,15675,2023-09-20,08:00:00,False
1929.16,1934.04,1929.15,1932.21,14554,2023-09-20,12:00:00,False
1932.2,1946.72,1931.94,1946.68,39732,2023-09-20,16:00:00,False
1946.68,1947.42,1929.06,1930.36,53767,2023-09-20,20:00:00,False
1930.34,1931.6,1924.6,1924.97,8483,2023-09-21,00:00:00,False
1924.98,1928.68,1924.2,1927.97,13642,2023-09-21,04:00:00,False
1927.97,1930.52,1922.88,1923.08,18251,2023-09-21,08:00:00,False
1923.08,1926.12,1914.11,1916.47,34796,2023-09-21,12:00:00,False
1916.51,1923.83,1913.9,1919.51,55512,2023-09-21,16:00:00,False
1919.51,1921.28,1918.66,1919.94,12605,2023-09-21,20:00:00,False
1919.87,1923.7,1919.58,1923.46,4127,2023-09-22,00:00:00,False
1923.44,1925.54,1922.06,1924.31,12960,2023-09-22,04:00:00,False
1924.32,1928.71,1923.71,1926.72,20917,2023-09-22,08:00:00,False
1926.71,1927.61,1924.16,1926.15,17007,2023-09-22,12:00:00,False
1926.16,1929.12,1924.89,1925.35,34125,2023-09-22,16:00:00,False
1925.36,1926.41,1924.34,1925.25,7392,2023-09-22,20:00:00,False
1925.07,1926.35,1923.18,1924.92,4815,2023-09-25,00:00:00,False
1924.92,1925.35,1922.66,1923.16,6940,2023-09-25,04:00:00,False
1923.16,1927.22,1920.86,1921.73,15354,2023-09-25,08:00:00,False
1921.72,1926.84,1921.63,1925.91,14939,2023-09-25,12:00:00,False
1925.89,1926.43,1915.11,1916.74,37284,2023-09-25,16:00:00,False
1916.76,1917.65,1915.2,1915.78,8488,2023-09-25,20:00:00,False
1916.16,1916.81,1914.45,1914.84,2815,2023-09-26,00:00:00,False
1914.84,1915.8,1912.93,1914.64,8249,2023-09-26,04:00:00,False
1914.6,1915.67,1909.73,1913.81,15460,2023-09-26,08:00:00,False
1913.81,1913.9,1905.22,1910.18,18487,2023-09-26,12:00:00,False
1910.18,1910.23,1900.79,1901.22,41813,2023-09-26,16:00:00,False
1901.22,1902.34,1899.12,1900.58,11519,2023-09-26,20:00:00,False
1900.58,1902.47,1899.79,1900.68,3377,2023-09-27,00:00:00,False
1900.68,1903.92,1896.53,1897.67,10663,2023-09-27,04:00:00,False
1897.69,1899.06,1895.11,1896.63,15222,2023-09-27,08:00:00,False
1896.63,1896.66,1889.64,1891.82,20734,2023-09-27,12:00:00,False
1891.78,1892.21,1875.45,1875.89,43861,2023-09-27,16:00:00,False
1875.89,1878.23,1872.55,1874.99,21663,2023-09-27,20:00:00,False
1876.14,1877.95,1875.77,1877.07,5753,2023-09-28,00:00:00,False
1877.03,1877.47,1873.54,1874.9,10430,2023-09-28,04:00:00,False
1874.9,1878.23,1873.63,1874.15,21860,2023-09-28,08:00:00,False
1874.15,1879.58,1871.88,1872.46,29414,2023-09-28,12:00:00,False
1872.46,1877.13,1857.66,1863.55,64316,2023-09-28,16:00:00,False
1863.57,1867.36,1861.01,1864.8,15412,2023-09-28,20:00:00,False
1865.15,1867.27,1863.64,1865.34,4878,2023-09-29,00:00:00,False
1865.36,1867.01,1862.9,1865.03,9271,2023-09-29,04:00:00,False
1865.03,1874.05,1864.48,1871.65,18801,2023-09-29,08:00:00,False
1871.66,1874.07,1867.55,1873.82,27601,2023-09-29,12:00:00,False
1873.81,1879.88,1852.26,1853.69,67874,2023-09-29,16:00:00,False
1853.61,1853.68,1846.33,1848.74,19007,2023-09-29,20:00:00,False
1846.45,1848.93,1845.11,1845.45,6217,2023-10-02,00:00:00,False
1845.45,1847.4,1842.36,1842.57,7684,2023-10-02,04:00:00,False
1842.57,1846.28,1839.18,1839.56,22455,2023-10-02,08:00:00,False
1839.54,1840.63,1831.1,1836.3,33555,2023-10-02,12:00:00,False
1836.29,1838.44,1827.14,1831.63,68180,2023-10-02,16:00:00,False
1831.56,1833.6,1827.48,1827.77,16141,2023-10-02,20:00:00,False
1828.97,1829.65,1820.38,1824.76,9998,2023-10-03,00:00:00,False
1824.73,1825.15,1815.25,1820.69,15223,2023-10-03,04:00:00,False
1820.67,1829.15,1818.21,1826.25,25207,2023-10-03,08:00:00,False
1826.26,1829.8,1823.67,1824.82,33264,2023-10-03,12:00:00,False
1824.89,1833.38,1819.3,1823.91,89967,2023-10-03,16:00:00,False
1823.95,1826.0,1821.91,1822.94,18507,2023-10-03,20:00:00,False
1823.35,1825.06,1821.88,1823.3,6605,2023-10-04,00:00:00,False
1823.29,1824.35,1819.63,1823.6,13940,2023-10-04,04:00:00,False
1823.59,1823.73,1816.72,1822.94,29713,2023-10-04,08:00:00,False
1822.96,1830.79,1821.1,1827.32,42356,2023-10-04,12:00:00,False
1827.32,1827.47,1817.13,1821.0,72284,2023-10-04,16:00:00,False
1820.98,1823.71,1816.58,1821.1,17033,2023-10-04,20:00:00,False
1821.26,1825.71,1821.26,1825.65,5721,2023-10-05,00:00:00,False
1825.64,1829.2,1825.63,1827.67,11641,2023-10-05,04:00:00,False
1827.67,1828.21,1819.73,1819.88,21004,2023-10-05,08:00:00,False
1819.82,1824.01,1813.01,1815.7,36468,2023-10-05,12:00:00,False
1815.71,1821.89,1814.13,1818.15,70037,2023-10-05,16:00:00,False
1818.15,1820.89,1815.89,1820.24,18692,2023-10-05,20:00:00,False
1820.41,1823.21,1820.24,1820.7,5136,2023-10-06,00:00:00,False
1820.7,1824.58,1819.71,1822.79,12464,2023-10-06,04:00:00,False
1822.79,1822.91,1818.61,1821.93,21512,2023-10-06,08:00:00,False
1821.93,1825.14,1810.47,1815.11,46815,2023-10-06,12:00:00,False
1815.08,1834.9,1813.92,1829.21,95506,2023-10-06,16:00:00,False
1829.22,1833.98,1828.81,1831.84,19493,2023-10-06,20:00:00,False
1847.52,1855.6,1845.44,1852.38,16223,2023-10-09,00:00:00,False
1852.38,1853.29,1847.33,1850.5,19812,2023-10-09,04:00:00,False
1850.54,1854.48,1848.07,1850.46,29478,2023-10-09,08:00:00,False
1850.47,1852.34,1845.01,1848.0,23146,2023-10-09,12:00:00,False
1847.99,1853.21,1844.23,1850.06,47669,2023-10-09,16:00:00,False
1850.06,1863.49,1849.97,1861.35,18914,2023-10-09,20:00:00,False
1861.18,1865.37,1860.35,1864.06,11129,2023-10-10,00:00:00,False
1864.09,1865.27,1860.83,1860.87,24020,2023-10-10,04:00:00,False
1860.87,1862.18,1855.18,1858.56,40746,2023-10-10,08:00:00,False
1858.56,1859.63,1853.0,1854.54,38134,2023-10-10,12:00:00,False
1854.54,1862.53,1853.1,1861.92,67342,2023-10-10,16:00:00,False
1861.97,1862.77,1858.1,1860.42,22893,2023-10-10,20:00:00,False
1859.96,1862.13,1858.88,1860.99,6381,2023-10-11,00:00:00,False
1860.95,1862.05,1859.44,1859.73,16162,2023-10-11,04:00:00,False
1859.73,1869.87,1858.61,1869.56,35894,2023-10-11,08:00:00,False
1869.57,1874.76,1867.33,1872.83,44379,2023-10-11,12:00:00,False
1872.84,1877.2,1868.17,1874.34,65784,2023-10-11,16:00:00,False
1874.35,1874.76,1870.81,1874.27,24515,2023-10-11,20:00:00,False
1874.63,1876.65,1873.9,1875.42,5414,2023-10-12,00:00:00,False
1875.43,1879.12,1874.47,1878.91,16138,2023-10-12,04:00:00,False
1878.9,1882.67,1878.4,1880.34,26719,2023-10-12,08:00:00,False
1880.35,1885.12,1875.3,1879.06,43221,2023-10-12,12:00:00,False
1879.05,1880.05,1870.68,1871.44,70479,2023-10-12,16:00:00,False
1871.45,1872.04,1867.91,1868.73,28880,2023-10-12,20:00:00,False
1869.07,1872.65,1868.94,1872.59,6231,2023-10-13,00:00:00,False
1872.59,1876.81,1871.37,1876.35,13823,2023-10-13,04:00:00,False
1876.35,1884.97,1875.71,1883.84,29849,2023-10-13,08:00:00,False
1883.82,1919.22,1882.44,1913.37,56331,2023-10-13,12:00:00,False
1913.42,1927.5,1905.57,1927.17,85282,2023-10-13,16:00:00,False
1927.18,1932.41,1926.84,1932.41,21673,2023-10-13,20:00:00,False
1925.94,1927.68,1921.11,1921.7,12867,2023-10-16,00:00:00,False
1921.7,1923.52,1918.07,1920.14,13696,2023-10-16,04:00:00,False
1920.16,1920.18,1908.2,1911.63,32813,2023-10-16,08:00:00,False
1911.61,1924.63,1911.24,1918.7,36527,2023-10-16,12:00:00,False
1918.72,1922.35,1914.42,1921.91,49380,2023-10-16,16:00:00,False
1921.92,1922.8,1917.86,1920.06,12971,2023-10-16,20:00:00,False
1919.98,1921.78,1914.32,1916.6,7259,2023-10-17,00:00:00,False
1916.59,1917.6,1912.41,1914.7,13772,2023-10-17,04:00:00,False
1914.71,1921.4,1914.24,1919.26,22288,2023-10-17,08:00:00,False
1919.28,1929.03,1918.89,1926.01,36653,2023-10-17,12:00:00,False
1926.03,1931.57,1920.89,1924.14,62921,2023-10-17,16:00:00,False
1924.12,1925.15,1919.16,1923.05,18293,2023-10-17,20:00:00,False
1923.91,1928.28,1923.28,1927.41,6086,2023-10-18,00:00:00,False
1927.42,1942.91,1926.91,1938.07,24033,2023-10-18,04:00:00,False
1938.04,1940.04,1935.12,1938.43,26880,2023-10-18,08:00:00,False
1938.43,1950.14,1938.33,1948.88,33893,2023-10-18,12:00:00,False
1948.85,1962.67,1938.29,1949.89,74437,2023-10-18,16:00:00,False
1949.88,1956.62,1947.36,1947.62,24168,2023-10-18,20:00:00,False
1947.76,1953.33,1947.28,1950.17,6935,2023-10-19,00:00:00,False
1950.16,1951.71,1945.25,1948.14,14917,2023-10-19,04:00:00,False
1948.17,1954.49,1945.49,1949.72,29761,2023-10-19,08:00:00,False
1949.73,1957.13,1947.89,1954.86,31628,2023-10-19,12:00:00,False
1954.85,1962.15,1949.78,1961.98,78743,2023-10-19,16:00:00,False
1961.98,1977.73,1960.85,1974.28,45189,2023-10-19,20:00:00,False
1973.4,1982.12,1972.4,1974.97,13316,2023-10-20,00:00:00,False
1974.93,1981.97,1972.04,1977.25,21497,2023-10-20,04:00:00,False
1977.28,1985.28,1974.1,1983.72,31322,2023-10-20,08:00:00,False
1983.74,1985.88,1973.26,1978.38,32695,2023-10-20,12:00:00,False
1978.32,1997.21,1976.56,1982.69,68356,2023-10-20,16:00:00,False
1982.67,1986.74,1974.28,1980.9,31083,2023-10-20,20:00:00,False
1968.07,1978.6,1964.38,1966.26,10539,2023-10-23,00:00:00,False
1966.24,1974.78,1964.43,1973.72,19526,2023-10-23,04:00:00,False
1973.63,1981.97,1972.74,1981.45,24442,2023-10-23,08:00:00,False
1981.47,1982.81,1975.25,1977.56,29150,2023-10-23,12:00:00,False
1977.56,1980.06,1970.11,1974.5,67351,2023-10-23,16:00:00,False
1974.49,1978.15,1971.15,1972.74,22897,2023-10-23,20:00:00,False
1973.1,1975.93,1971.35,1973.86,5177,2023-10-24,00:00:00,False
1973.86,1980.87,1973.86,1976.15,15426,2023-10-24,04:00:00,False
1976.21,1979.23,1969.94,1972.28,26437,2023-10-24,08:00:00,False
1972.25,1972.55,1953.49,1964.92,39021,2023-10-24,12:00:00,False
1964.92,1976.03,1958.92,1974.31,65102,2023-10-24,16:00:00,False
1974.31,1977.59,1970.82,1971.03,18147,2023-10-24,20:00:00,False
1970.88,1975.3,1969.92,1974.47,5913,2023-10-25,00:00:00,False
1974.47,1976.97,1970.85,1972.48,13995,2023-10-25,04:00:00,False
1972.43,1975.98,1968.31,1971.39,22405,2023-10-25,08:00:00,False
1971.42,1976.89,1969.47,1975.07,25479,2023-10-25,12:00:00,False
1975.13,1987.28,1962.96,1978.17,72909,2023-10-25,16:00:00,False
1978.19,1985.71,1976.55,1979.45,21888,2023-10-25,20:00:00,False
1980.76,1984.76,1979.92,1983.41,9877,2023-10-26,00:00:00,False
1983.43,1989.43,1983.23,1988.5,14128,2023-10-26,04:00:00,False
1988.46,1993.44,1983.95,1992.14,27802,2023-10-26,08:00:00,False
1992.14,1992.2,1974.69,1979.45,41433,2023-10-26,12:00:00,False
1979.45,1985.88,1971.63,1984.22,72362,2023-10-26,16:00:00,False
1984.24,1989.33,1982.35,1984.73,24666,2023-10-26,20:00:00,False
1984.49,1986.68,1982.87,1983.51,6280,2023-10-27,00:00:00,False
1983.5,1989.92,1983.23,1989.48,14271,2023-10-27,04:00:00,False
1989.52,1989.74,1985.51,1986.92,22875,2023-10-27,08:00:00,False
1986.92,1987.93,1976.97,1980.41,33887,2023-10-27,12:00:00,False
1980.42,1985.67,1976.78,1983.68,60543,2023-10-27,16:00:00,False
1983.68,2009.47,1983.03,2005.91,42119,2023-10-27,20:00:00,False
2004.9,2006.74,1996.9,2004.71,16901,2023-10-30,00:00:00,False
2004.48,2004.75,1999.5,1999.57,9624,2023-10-30,04:00:00,False
1999.58,2000.79,1990.96,1996.63,26067,2023-10-30,08:00:00,False
1996.63,2002.57,1992.62,1998.52,46935,2023-10-30,12:00:00,False
1998.55,2002.48,1992.02,1997.96,52024,2023-10-30,16:00:00,False
1997.96,1999.89,1994.73,1996.15,10257,2023-10-30,20:00:00,False
1995.67,1997.3,1993.98,1996.42,9614,2023-10-31,00:00:00,False
1996.42,1997.15,1990.58,1993.02,14690,2023-10-31,04:00:00,False
1993.02,1999.24,1992.4,1997.52,21163,2023-10-31,08:00:00,False
1997.47,2004.07,1994.58,2002.5,46198,2023-10-31,12:00:00,False
2002.52,2007.93,1983.3,1984.15,67198,2023-10-31,16:00:00,False
1984.16,1986.77,1978.88,1983.97,17395,2023-10-31,20:00:00,False
1983.46,1986.15,1977.97,1979.57,12334,2023-11-01,00:00:00,False
1979.57,1980.93,1975.11,1979.07,10787,2023-11-01,04:00:00,False
1979.07,1983.71,1976.49,1982.72,18678,2023-11-01,08:00:00,False
1982.72,1988.58,1981.09,1985.69,46874,2023-11-01,12:00:00,False
1985.75,1992.03,1974.5,1977.76,52994,2023-11-01,16:00:00,False
1977.78,1982.83,1969.88,1982.67,43273,2023-11-01,20:00:00,False
1983.42,1988.12,1981.18,1986.22,14279,2023-11-02,00:00:00,False
1986.22,1986.68,1983.33,1985.41,11377,2023-11-02,04:00:00,False
1985.39,1989.63,1983.65,1988.23,18338,2023-11-02,08:00:00,False
1988.21,1991.08,1981.99,1984.32,47587,2023-11-02,12:00:00,False
1984.32,1986.71,1978.84,1985.04,52302,2023-11-02,16:00:00,False
1985.04,1986.38,1983.71,1985.77,9752,2023-11-02,20:00:00,False
1985.89,1986.53,1983.17,1983.92,7711,2023-11-03,00:00:00,False
1983.92,1987.85,1983.71,1987.13,8770,2023-11-03,04:00:00,False
1987.12,1990.33,1984.51,1989.11,18942,2023-11-03,08:00:00,False
1989.12,2004.11,1985.83,1995.24,71204,2023-11-03,12:00:00,False
1995.19,1999.21,1988.63,1993.12,70633,2023-11-03,16:00:00,False
1993.1,1995.14,1991.56,1992.52,11182,2023-11-03,20:00:00,False
1992.43,1993.16,1987.0,1992.09,13679,2023-11-06,00:00:00,False
1992.13,1992.98,1981.91,1983.95,17522,2023-11-06,04:00:00,False
1983.94,1987.98,1982.3,1986.83,21816,2023-11-06,08:00:00,False
1986.83,1989.12,1983.42,1986.32,28592,2023-11-06,12:00:00,False
1986.33,1988.24,1979.95,1983.74,44327,2023-11-06,16:00:00,False
1983.75,1983.79,1977.42,1977.82,15389,2023-11-06,20:00:00,False
1977.93,1978.34,1974.77,1975.85,10205,2023-11-07,00:00:00,False
1975.85,1976.17,1971.03,1973.73,12982,2023-11-07,04:00:00,False
1973.71,1973.96,1964.2,1966.35,24330,2023-11-07,08:00:00,False
