open,high,low,close,tick_volume,date,time_only,noisy_day
1876.99,1878.48,1872.11,1873.03,8584,2023-01-11,00:00:00,False
1873.03,1884.61,1872.29,1882.27,13939,2023-01-11,04:00:00,False
1882.27,1886.63,1880.32,1884.67,24464,2023-01-11,08:00:00,False
1884.63,1886.04,1875.79,1877.55,26147,2023-01-11,12:00:00,False
1877.57,1879.11,1867.15,1873.94,38977,2023-01-11,16:00:00,False
1873.95,1878.51,1873.14,1875.65,13561,2023-01-11,20:00:00,False
1874.97,1881.08,1874.63,1880.55,9752,2023-01-12,00:00:00,False
1880.55,1885.03,1880.31,1883.67,13493,2023-01-12,04:00:00,False
1883.67,1885.4,1879.93,1884.37,21508,2023-01-12,08:00:00,False
1884.37,1901.61,1875.3,1899.71,38525,2023-01-12,12:00:00,False
1899.73,1901.39,1879.85,1897.73,64708,2023-01-12,16:00:00,False
1897.73,1899.58,1894.07,1896.75,21974,2023-01-12,20:00:00,False
1895.74,1900.91,1895.49,1898.76,15750,2023-01-13,00:00:00,False
1898.79,1899.83,1892.32,1893.65,14608,2023-01-13,04:00:00,False
1893.65,1909.73,1893.49,1904.28,32550,2023-01-13,08:00:00,False
1904.28,1906.98,1893.7,1900.02,34373,2023-01-13,12:00:00,False
1900.04,1917.82,1899.15,1916.93,45730,2023-01-13,16:00:00,False
1916.96,1921.89,1916.78,1920.29,16537,2023-01-13,20:00:00,False
1919.0,1924.57,1916.79,1924.17,13576,2023-01-16,00:00:00,False
1924.19,1928.96,1916.93,1919.51,15361,2023-01-16,04:00:00,False
1919.52,1920.86,1910.85,1917.59,23821,2023-01-16,08:00:00,False
1917.59,1919.34,1911.41,1913.38,20951,2023-01-16,12:00:00,False
1913.36,1917.1,1912.58,1913.89,15008,2023-01-16,16:00:00,False
1913.89,1915.75,1913.81,1915.45,1400,2023-01-16,20:00:00,False
1915.04,1919.0,1912.82,1913.03,10470,2023-01-17,00:00:00,False
1913.02,1916.27,1908.11,1911.1,15624,2023-01-17,04:00:00,False
1911.1,1911.99,1905.86,1906.61,23945,2023-01-17,08:00:00,False
1906.59,1914.41,1904.21,1913.03,29349,2023-01-17,12:00:00,False
1913.05,1916.65,1905.2,1907.18,44357,2023-01-17,16:00:00,False
1907.19,1910.84,1903.82,1908.59,16095,2023-01-17,20:00:00,False
1908.23,1909.21,1906.37,1908.75,10019,2023-01-18,00:00:00,False
1908.76,1910.38,1896.59,1897.92,28815,2023-01-18,04:00:00,False
1897.91,1915.94,1897.79,1914.87,33122,2023-01-18,08:00:00,False
1914.84,1924.28,1911.29,1921.41,32831,2023-01-18,12:00:00,False
1921.37,1925.89,1901.64,1905.3,56790,2023-01-18,16:00:00,False
1905.3,1906.53,1902.31,1904.16,18905,2023-01-18,20:00:00,False
1904.0,1909.53,1901.33,1901.95,13250,2023-01-19,00:00:00,False
1901.95,1910.97,1900.98,1910.09,16823,2023-01-19,04:00:00,False
1909.91,1916.8,1906.39,1910.43,25326,2023-01-19,08:00:00,False
1910.43,1913.48,1906.67,1913.19,31551,2023-01-19,12:00:00,False
1913.25,1923.34,1912.79,1920.1,45851,2023-01-19,16:00:00,False
1920.12,1935.17,1919.81,1932.12,23230,2023-01-19,20:00:00,False
1931.65,1934.89,1929.44,1931.75,10216,2023-01-20,00:00:00,False
1931.59,1932.53,1923.19,1927.91,14019,2023-01-20,04:00:00,False
1927.84,1937.54,1926.23,1929.42,25707,2023-01-20,08:00:00,False
1929.42,1931.39,1923.94,1924.19,29068,2023-01-20,12:00:00,False
1924.16,1930.96,1920.69,1925.19,40608,2023-01-20,16:00:00,False
1925.2,1931.03,1924.74,1925.92,16547,2023-01-20,20:00:00,False
1925.87,1933.83,1923.88,1932.5,10503,2023-01-23,00:00:00,False
1932.46,1935.59,1926.08,1926.21,10524,2023-01-23,04:00:00,False
1926.21,1927.51,1918.9,1925.98,26153,2023-01-23,08:00:00,False
1926.0,1929.38,1918.64,1921.93,29086,2023-01-23,12:00:00,False
1921.88,1926.37,1911.4,1923.91,50492,2023-01-23,16:00:00,False
1923.92,1931.81,1923.81,1930.85,18988,2023-01-23,20:00:00,False
1930.9,1935.81,1930.82,1935.81,7094,2023-01-24,00:00:00,False
1935.81,1937.0,1931.88,1934.09,9825,2023-01-24,04:00:00,False
1934.09,1942.53,1933.93,1936.11,26227,2023-01-24,08:00:00,False
1936.11,1939.47,1930.36,1932.47,28862,2023-01-24,12:00:00,False
1932.47,1936.66,1917.17,1933.94,54564,2023-01-24,16:00:00,False
1933.94,1938.26,1933.09,1937.26,16469,2023-01-24,20:00:00,False
1937.06,1938.86,1934.96,1937.42,7475,2023-01-25,00:00:00,False
1937.54,1939.76,1925.83,1927.57,13619,2023-01-25,04:00:00,False
1927.68,1933.74,1926.3,1927.95,24584,2023-01-25,08:00:00,False
1927.99,1928.46,1919.88,1922.33,29150,2023-01-25,12:00:00,False
1922.32,1940.52,1921.75,1937.39,49667,2023-01-25,16:00:00,False
1937.41,1948.06,1937.41,1946.08,19219,2023-01-25,20:00:00,False
1946.48,1949.09,1942.56,1945.58,8496,2023-01-26,00:00:00,False
1945.59,1948.86,1943.69,1947.59,10787,2023-01-26,04:00:00,False
1947.47,1948.99,1933.88,1936.84,26508,2023-01-26,08:00:00,False
1936.85,1939.57,1931.25,1937.63,28524,2023-01-26,12:00:00,False
1937.63,1942.41,1918.62,1926.61,53762,2023-01-26,16:00:00,False
1926.59,1933.18,1926.45,1928.94,16921,2023-01-26,20:00:00,False
1928.31,1934.81,1928.31,1930.11,8041,2023-01-27,00:00:00,False
1930.14,1931.15,1919.84,1925.05,11444,2023-01-27,04:00:00,False
1925.13,1928.23,1922.11,1925.77,19423,2023-01-27,08:00:00,False
1925.73,1935.11,1925.19,1928.88,25256,2023-01-27,12:00:00,False
1928.8,1932.21,1916.59,1928.58,44671,2023-01-27,16:00:00,False
1928.59,1932.04,1926.13,1928.3,10675,2023-01-27,20:00:00,False
1927.19,1931.07,1924.75,1927.67,12814,2023-01-30,00:00:00,False
1927.8,1934.5,1924.38,1931.34,18724,2023-01-30,04:00:00,False
1931.39,1932.2,1920.69,1924.71,28942,2023-01-30,08:00:00,False
1924.71,1930.79,1922.07,1929.11,28998,2023-01-30,12:00:00,False
1929.12,1929.65,1921.88,1924.35,38811,2023-01-30,16:00:00,False
1924.36,1924.73,1920.76,1923.23,16972,2023-01-30,20:00:00,False
1923.0,1927.44,1921.08,1925.16,12817,2023-01-31,00:00:00,False
1925.24,1926.39,1917.0,1917.31,16472,2023-01-31,04:00:00,False
1917.3,1917.31,1902.62,1903.86,29350,2023-01-31,08:00:00,False
1903.82,1920.32,1900.82,1919.71,35251,2023-01-31,12:00:00,False
1919.72,1930.51,1918.52,1929.63,52060,2023-01-31,16:00:00,False
1929.64,1931.15,1927.22,1928.1,17703,2023-01-31,20:00:00,False
1928.01,1928.83,1925.66,1927.2,9099,2023-02-01,00:00:00,False
1927.2,1928.55,1924.55,1926.06,11549,2023-02-01,04:00:00,False
1926.03,1929.3,1923.24,1925.05,24410,2023-02-01,08:00:00,False
1925.07,1933.21,1923.76,1929.37,28364,2023-02-01,12:00:00,False
1929.37,1932.95,1920.54,1925.66,47723,2023-02-01,16:00:00,False
1925.71,1954.54,1921.33,1950.06,49084,2023-02-01,20:00:00,False
1951.47,1957.32,1950.72,1952.81,17255,2023-02-02,00:00:00,False
1952.77,1954.47,1951.55,1952.62,14327,2023-02-02,04:00:00,False
1952.6,1959.68,1951.28,1956.48,26819,2023-02-02,08:00:00,False
