candle_size,noisy_day,percentage,day_of_week,session,lowest_of_day,lowest_of_week,volume,success
4.86,False,0.002641964839035846,3,Tokyo,False,False,3089,False
1.74,False,0.0009385214511483404,2,New York,True,False,677,False
7.2,False,0.0038066637764219476,3,London,False,False,5304,False
4.18,False,0.0022167892618303892,2,Sydney,False,False,2195,False
4.09,False,0.002172723554129503,2,Tokyo,False,False,2354,False
8.46,False,0.00457287410001946,1,Tokyo,True,False,7111,True
23.37,False,0.012920810964720713,3,London,True,False,18247,False
2.53,False,0.0013733728517300154,3,Sydney,True,False,2143,False
4.16,False,0.0022813020970430817,4,Sydney,True,False,2250,False
5.31,False,0.0029111203701673205,4,Tokyo,True,False,2847,False
17.74,False,0.009779385012293139,1,London,False,False,12087,False
