noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
True,False,False,1635,New York,0,10.02
False,False,False,1122,Tokyo,2,2.33
False,False,False,1869,Tokyo,4,3.45
False,False,False,1197,New York,4,5.85
False,False,False,463,New York,4,1.36
False,True,False,374,New York,1,1.02
False,False,False,451,New York,2,0.28
False,False,False,225,New York,2,0.38
False,False,False,198,New York,3,0.39
False,False,False,419,New York,4,2.65
False,False,False,603,New York,1,1.66
False,False,False,454,New York,2,1.34
False,True,False,333,New York,1,1.28
False,False,False,2274,London,0,2.92
False,False,False,408,New York,0,1.51
False,False,False,2523,New York,3,1.67
False,False,False,2485,New York,4,1.5
False,False,False,649,Sydney,0,1.77
False,False,False,2485,London,2,4.76
False,False,False,4884,London,2,7.15
False,False,False,332,New York,2,0.69
False,False,False,597,New York,3,1.27
False,False,False,1800,New York,4,1.57
False,False,False,319,New York,1,0.89
False,False,False,332,New York,2,0.45
False,True,False,1134,Sydney,1,6.43
False,True,False,327,New York,2,0.73
False,False,False,2228,Sydney,0,1.91
False,False,False,7045,London,2,15.18
False,False,False,4944,London,2,7.21
False,False,False,2021,London,4,23.74
False,False,False,293,New York,3,4.47
False,True,False,446,New York,4,5.59
False,False,False,1510,Sydney,3,2.49
False,False,False,544,New York,0,4.59
False,False,False,1145,Sydney,0,4.94
False,False,False,432,New York,0,3.64
False,True,False,500,New York,2,9.18
False,False,False,499,New York,2,3.04
False,False,False,977,Tokyo,0,2.4
False,False,False,1142,Sydney,1,1.72
False,False,False,390,New York,1,3.32
False,False,False,765,New York,2,4.4
False,False,False,1745,Tokyo,3,3.85
False,False,False,3943,London,3,71.47
False,False,False,664,New York,0,2.11
False,False,False,412,New York,1,0.85
False,False,False,1085,New York,2,1.35
False,True,False,309,New York,3,1.49
False,False,False,370,Sydney,4,0.65
False,False,False,561,New York,0,7.36
False,True,False,1264,Sydney,3,2.3
False,False,False,541,New York,3,3.56
False,False,False,4930,London,4,64.7
False,True,False,2406,Sydney,2,1.7
False,True,False,2402,London,4,1.68
False,False,False,1274,New York,4,1.58
False,False,False,4830,London,1,10.89
False,True,False,556,New York,2,2.07
False,True,False,1579,Tokyo,2,2.34
False,False,False,2805,New York,3,1.89
False,False,False,1922,Tokyo,0,283.98
False,False,False,2471,New York,0,4.0
False,False,False,585,New York,0,1.2
False,False,False,2296,London,1,4.19
False,False,False,1375,New York,3,1.02
False,False,False,4300,New York,2,203.77
False,False,False,2004,New York,0,10.52
False,False,False,3222,Sydney,1,6.9
False,False,False,647,New York,1,1.09
False,False,False,899,New York,2,66.44
False,False,False,3993,New York,1,2.37
False,False,False,1756,Sydney,0,3.79
True,True,False,1809,New York,2,2.87
