noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,False,False,32968,London,0,18.27
False,False,False,42909,New York,4,25.46
False,False,False,23226,New York,3,8.97
False,True,False,49172,New York,4,89.18
False,True,True,46397,London,0,4.51
False,True,False,59210,New York,2,4.75
False,False,False,48980,New York,2,4.57
False,True,False,32295,New York,2,4.53
False,False,False,31569,New York,0,3.0
False,True,True,28856,New York,4,20.41
False,False,False,54771,New York,1,24.6
True,True,True,33568,Tokyo,0,90.28
False,True,False,27804,New York,4,21.57
False,True,True,25717,Sydney,0,16.07
False,True,False,33690,New York,1,9.93
False,True,False,57121,New York,4,19.83
False,False,False,54282,London,0,6.38
False,True,False,95475,London,4,43.22
True,True,False,30046,New York,4,206.37
