candle_size,gap_size,noisy_day,percentage,day_of_week,session,entry_day_of_week,entry_session,lowest_of_day,lowest_of_week,total_volume,success
22.22,4.900000000000091,False,0.016606503591100347,3,Tokyo,4,New York,True,True,76632,True
26.25,6.279999999999973,False,0.01973179788625464,3,Tokyo,3,London,True,True,114739,True
23.18,3.240000000000009,False,0.01746560376135867,2,Tokyo,3,London,True,True,87939,False
18.55,3.300000000000182,False,0.014043774179139509,2,London,3,Tokyo,True,True,94816,True
11.76,2.650000000000091,False,0.008855488369641338,4,Tokyo,2,London,True,False,58840,True
11.51,3.240000000000009,False,0.008728028269408678,0,Sydney,0,Tokyo,True,True,36830,True
13.16,1.1700000000000728,False,0.009839399467655592,3,New York,4,New York,True,False,80686,True
27.84,12.870000000000118,False,0.020651440185744278,4,London,2,Sydney,True,True,82740,True
16.8,1.650000000000091,False,0.012583327091603626,0,New York,0,Sydney,True,True,65649,True
18.52,3.810000000000173,False,0.013819967315628056,4,New York,4,Sydney,True,False,54287,True
7.75,1.6900000000000546,False,0.005745762963182634,4,Sydney,4,Tokyo,True,False,36829,True
12.66,1.6299999999998818,False,0.009464359137293014,0,Sydney,0,Tokyo,True,True,60353,True
15.21,4.380000000000109,False,0.011426811311115786,2,London,4,Tokyo,True,True,69212,True
15.52,0.020000000000209184,False,0.011692293783948711,2,New York,4,Tokyo,True,True,65367,True
11.8,0.18000000000006366,False,0.0089429169066602,0,Sydney,0,Tokyo,True,True,51732,True
7.23,0.41000000000008185,False,0.00547010357637339,1,Tokyo,4,Tokyo,True,False,52162,True
12.55,2.5,False,0.00954350851311377,1,New York,2,Sydney,True,True,61528,True
9.12,1.6800000000000637,False,0.006976423970747976,3,Tokyo,3,London,True,True,41469,False
11.05,0.16000000000008185,False,0.008293678790699073,4,New York,2,New York,True,False,67164,True
13.69,0.41000000000008185,False,0.010352624454577766,2,New York,2,Tokyo,True,True,61368,True
13.17,0.5199999999999818,False,0.009879377081645513,1,London,2,Sydney,True,True,75462,True
9.33,0.5499999999999545,False,0.007058075936726959,3,Tokyo,3,London,True,True,58843,True
14.84,4.1400000000001,False,0.011259056940176777,4,New York,0,New York,True,True,85949,True
41.64,13.61999999999989,False,0.03219994277627845,1,London,2,Tokyo,True,True,90792,False
43.51,17.820000000000164,False,0.03416327075432439,1,New York,2,Sydney,True,True,91317,True
6.35,1.209999999999809,False,0.00501516396032097,3,Tokyo,3,Tokyo,True,False,41211,True
18.29,3.8700000000001182,False,0.014573124576710091,3,New York,4,New York,True,True,70584,False
10.18,2.5800000000001546,False,0.008034220412286517,2,New York,3,Sydney,True,False,19178,False
9.91,0.36000000000012733,False,0.007818046987172408,4,Tokyo,4,London,True,False,51264,False
6.47,1.150000000000091,False,0.005075027257681175,0,Tokyo,0,London,True,True,49368,True
21.2,2.9500000000000455,False,0.016361559596209056,3,Tokyo,3,London,True,False,71343,False
17.97,5.0499999999999545,False,0.01386820191855036,0,New York,2,Sydney,True,True,51064,True
37.39,19.320000000000164,True,0.02926008529952655,2,New York,3,New York,False,False,166137,True
33.67,5.1400000000001,False,0.026344822190055163,3,London,2,Sydney,True,True,139837,True
32.66,6.229999999999791,False,0.025749178091911788,3,New York,4,Sydney,True,True,132377,True
42.65,21.189999999999827,False,0.03461401116738086,4,New York,2,New York,True,True,104506,True
20.38,2.209999999999809,False,0.016699305970944187,3,New York,1,New York,True,True,98002,True
23.54,0.6199999999998909,False,0.019332637993479132,4,New York,1,New York,True,True,87264,True
14.93,0.44000000000005457,False,0.012333644496947568,4,Sydney,4,Tokyo,True,True,64454,True
33.06,14.029999999999973,False,0.027644914205438673,2,London,0,Sydney,True,True,89513,True
30.38,16.980000000000018,False,0.02655664047134103,3,New York,3,Sydney,True,True,101931,True
18.48,3.4300000000000637,False,0.01625001099161999,3,Tokyo,4,London,True,True,83599,True
20.39,2.5499999999999545,False,0.017995675389435594,3,London,4,Tokyo,True,True,101350,False
11.7,0.39000000000010004,False,0.010312549579565285,1,Tokyo,2,New York,True,True,42418,True
7.96,0.44000000000005457,False,0.0069833137402838955,2,London,2,New York,True,False,44898,False
14.74,2.759999999999991,False,0.012785150490068523,4,New York,1,New York,True,False,42009,False
12.75,3.6200000000001182,False,0.011074629977069001,1,Tokyo,1,London,True,False,55491,False
13.07,3.0,False,0.010922522793558471,4,New York,4,Tokyo,True,False,70209,False
18.92,7.350000000000136,False,0.015699681359532664,3,New York,3,Tokyo,True,False,64649,True
6.88,0.4399999999998272,False,0.005664183098011772,1,Tokyo,1,London,True,False,45673,True
8.83,1.990000000000009,False,0.007324761509746993,2,Tokyo,2,Tokyo,True,False,39342,True
10.91,0.1899999999998272,False,0.009102058183092364,3,Tokyo,0,London,True,False,43289,True
14.63,3.0499999999999545,False,0.01224841766853086,3,Tokyo,0,New York,True,False,53999,True
14.32,0.25,False,0.012019876443728178,3,London,4,New York,True,False,71402,True
8.18,0.2400000000000091,False,0.0068935876151389255,4,Sydney,4,Tokyo,True,False,47339,True
14.16,0.8199999999999363,False,0.011741196175819438,2,London,2,New York,True,False,95487,False
22.28,1.1800000000000637,False,0.018125315240559055,4,New York,4,London,True,False,72658,False
12.96,2.8099999999999454,False,0.01057053138126504,0,London,0,New York,True,False,62081,False
9.47,0.6899999999998272,False,0.007642335471896058,4,New York,2,Tokyo,True,False,62818,True
6.47,1.5299999999999727,False,0.005237424514708502,1,Sydney,1,London,True,False,25822,False
8.19,0.6200000000001182,False,0.00664896855744173,1,Tokyo,1,London,True,False,39920,False
15.89,4.439999999999827,False,0.012720650042028579,2,New York,2,New York,True,False,60590,True
11.61,1.050000000000182,False,0.009328298248433231,3,Tokyo,1,London,True,False,38165,True
15.33,0.3999999999998636,False,0.012339021249195106,3,London,1,London,True,False,56051,False
9.61,2.5,False,0.007827645190193043,0,New York,3,Tokyo,True,True,38773,True
9.96,0.9600000000000364,False,0.008155912217490994,1,London,2,New York,True,True,45818,True
11.09,1.7799999999999727,False,0.00910666042585339,1,New York,2,New York,True,True,44728,True
9.52,2.2799999999999727,False,0.00783855217330446,2,Tokyo,2,New York,True,True,38349,False
6.98,0.2999999999999545,False,0.005597658286218373,3,Sydney,3,Tokyo,True,False,22277,True
6.26,0.09000000000014552,False,0.005031790304559959,4,Sydney,4,Tokyo,True,False,28464,True
6.34,0.5299999999999727,False,0.005066690108766013,3,Sydney,3,Tokyo,True,False,22602,True
9.27,0.06999999999993634,False,0.007450091619249686,4,New York,4,London,True,False,39455,False
13.59,3.4600000000000364,False,0.010868000575788109,2,London,2,New York,True,False,43815,False
19.49,1.349999999999909,False,0.015458929534566452,4,New York,1,London,False,False,69641,False
6.08,0.2899999999999636,False,0.004718994729938451,2,Sydney,1,Tokyo,True,False,31122,True
8.97,0.2999999999999545,False,0.006968776463093453,2,Tokyo,4,London,True,False,26167,True
7.58,0.8200000000001637,False,0.005897272317052298,2,Tokyo,2,London,True,False,31269,True
10.73,0.36999999999989086,False,0.008434672557049987,0,Tokyo,0,London,False,False,40423,False
8.61,1.4300000000000637,False,0.0067585070057694565,1,Tokyo,2,New York,True,False,29981,True
11.03,1.2999999999999545,False,0.008673770298431171,1,Tokyo,2,New York,True,False,35436,True
9.49,2.9700000000000273,False,0.007510288065843622,0,Tokyo,0,Tokyo,True,True,17064,True
5.53,0.15000000000009095,False,0.004402866242038217,1,Tokyo,1,New York,True,True,28545,True
5.79,0.07000000000016371,False,0.004612406497199895,2,Tokyo,2,London,True,True,26377,False
13.93,2.5900000000001455,False,0.011267582848684371,3,Tokyo,0,Tokyo,True,True,35299,True
14.35,0.7899999999999636,False,0.011645742203033573,3,London,4,Sydney,True,True,51529,True
11.34,0.2899999999999636,False,0.009228816042188873,0,New York,4,Tokyo,False,False,38712,True
8.86,0.029999999999972715,False,0.007224278795192511,1,Tokyo,3,London,True,True,30241,True
12.63,2.1099999999999,False,0.010338392023967389,1,London,1,New York,True,True,41091,False
8.07,0.5499999999999545,False,0.006610798456661179,2,New York,3,Sydney,True,False,37512,True
8.4,0.6800000000000637,False,0.006889255222301504,3,New York,3,Sydney,True,False,32087,False
19.04,1.4700000000000273,False,0.01517107297094867,3,New York,4,London,True,False,84482,True
11.1,1.8299999999999272,False,0.008772761760242793,1,Tokyo,2,Tokyo,True,False,30986,False
9.86,0.17000000000007276,False,0.00780341102449448,4,Sydney,4,Tokyo,True,False,22278,False
17.56,0.40000000000009095,False,0.013675479926794127,3,London,3,Tokyo,True,False,50537,True
9.47,0.38000000000010914,False,0.007424073754684145,4,Tokyo,2,Tokyo,True,False,33288,True
11.01,1.6000000000001364,False,0.00867202268431002,4,London,4,New York,True,False,41396,True
15.28,1.459999999999809,False,0.012108916854217515,3,Tokyo,2,New York,True,True,40352,True
10.32,1.259999999999991,False,0.008275331173621581,0,New York,1,Tokyo,True,True,36009,True
7.9,2.1700000000000728,False,0.006349155321235112,1,New York,1,Sydney,True,True,30879,False
22.02,0.5799999999999272,False,0.0175460963521331,0,Tokyo,4,New York,True,True,25382,True
12.13,1.6099999999999,False,0.009722199958321978,3,Tokyo,4,Sydney,True,False,40348,True
8.08,1.9800000000000182,False,0.006525707086207175,0,Tokyo,1,Sydney,True,True,27719,True
11.64,0.6000000000001364,False,0.009417018591330518,0,Tokyo,1,Sydney,True,True,34035,True
18.93,4.829999999999927,False,0.015393748170315193,0,London,4,Tokyo,True,True,47481,False
17.65,6.350000000000136,False,0.014439163264805255,0,New York,1,New York,True,True,45321,False
11.38,2.3899999999998727,False,0.009303846625516086,2,Tokyo,2,London,True,True,33445,True
7.89,0.18000000000006366,False,0.00646212816144673,3,London,4,Tokyo,True,False,37137,False
7.54,0.44000000000005457,False,0.006074032303540501,2,Tokyo,2,Tokyo,True,False,22602,True
6.33,0.5599999999999454,False,0.005068460245015613,2,Sydney,2,London,True,True,30330,True
15.98,4.580000000000155,False,0.012651313028952348,4,London,1,Tokyo,True,True,45944,True
10.89,1.209999999999809,False,0.008480383758780194,0,Tokyo,0,London,True,True,34707,True
12.46,1.8400000000001455,False,0.009747015660935276,1,Sydney,2,New York,True,True,29758,False
9.23,1.540000000000191,False,0.0072329754721416825,1,Tokyo,2,New York,True,True,28136,False
5.82,0.36999999999989086,False,0.004510893575464459,1,Sydney,1,London,True,False,22196,True
9.57,1.009999999999991,False,0.007426491700488115,1,Tokyo,1,London,True,False,24879,True
20.47,2.8599999999999,False,0.015554829443992734,1,New York,3,London,True,False,66318,False
4.19,0.17000000000007276,False,0.0031741462379927883,4,Tokyo,4,Tokyo,True,False,22514,True
10.28,1.8399999999999181,False,0.007696569486246499,2,New York,3,New York,True,False,58685,True
14.71,1.1100000000001273,False,0.010897587862265159,4,London,2,Tokyo,True,False,71974,False
15.31,2.75,False,0.011425714200423893,0,New York,0,Sydney,True,False,47331,False
11.32,2.480000000000018,False,0.008517297939897372,1,New York,1,Tokyo,True,False,37067,True
10.8,0.34999999999990905,False,0.008131550415612577,4,Tokyo,4,Sydney,True,False,46915,True
13.01,1.0299999999999727,False,0.009866225808408662,0,New York,0,Sydney,True,False,34518,True
8.56,0.849999999999909,False,0.006504608697634481,0,Tokyo,1,New York,True,False,35673,False
11.43,2.1900000000000546,False,0.008732923810396993,0,New York,1,New York,True,True,39399,True
15.17,1.709999999999809,False,0.011607621088071007,1,Tokyo,4,New York,True,False,40192,False
19.37,2.119999999999891,False,0.014869688711472767,1,London,4,New York,True,False,52576,False
13.73,0.05999999999994543,False,0.01061633508339197,2,Tokyo,1,London,True,True,39755,True
7.23,0.05999999999994543,False,0.00563654790675918,3,Tokyo,3,Tokyo,True,True,31167,True
14.33,1.0,False,0.011158176693192967,4,New York,0,Sydney,True,True,43529,True
14.94,2.4300000000000637,False,0.011679904934642568,0,New York,2,Tokyo,True,False,37379,True
10.83,0.09000000000014552,False,0.008488591740278878,0,Sydney,0,London,True,False,28784,True
12.83,3.1900000000000546,False,0.010082752442100796,3,New York,4,London,True,False,33645,False
7.87,0.6700000000000728,False,0.006082950733509561,3,London,3,New York,True,False,70517,False
15.6,0.1799999999998363,False,0.011968880909634948,0,New York,4,London,True,False,93889,True
8.28,0.2300000000000182,False,0.006404653429351567,1,Tokyo,4,London,True,False,59463,False
11.4,1.8900000000001,False,0.008836592795851453,1,Tokyo,3,New York,True,False,82296,True
11.59,1.5499999999999545,False,0.009010479833317785,1,London,1,New York,True,False,107815,False
11.93,0.4799999999997908,False,0.009283035311327948,2,Tokyo,3,Tokyo,True,False,67422,True
11.81,3.479999999999791,False,0.009189731778108052,4,Tokyo,2,London,True,False,76625,True
9.88,0.09999999999990905,False,0.007730043109855805,0,New York,0,London,True,False,81793,False
7.66,0.7699999999999818,False,0.005987228288481229,1,Tokyo,1,New York,True,False,79314,True
6.16,0.6000000000001364,False,0.004833836858006043,2,Tokyo,2,London,True,False,58674,False
10.48,3.3799999999998818,False,0.008242492882198417,1,London,1,New York,True,True,98437,True
7.36,0.029999999999972715,False,0.00575881819035398,3,Tokyo,3,London,True,False,88291,True
5.93,0.5800000000001546,False,0.004588504750998174,0,Sydney,0,Tokyo,True,False,62586,True
18.98,10.740000000000009,False,0.01485411970949161,0,New York,1,New York,True,False,110454,False
5.71,0.2699999999999818,False,0.00442529314660818,3,Sydney,3,Tokyo,True,False,47283,True
7.64,0.849999999999909,False,0.005921516652327916,4,Tokyo,4,London,True,False,72805,True
14.46,5.6599999999998545,False,0.011224965067536096,2,London,4,London,True,False,127948,True
13.25,0.38000000000010914,False,0.010310321215139443,2,New York,3,New York,True,False,127668,True
12.93,0.2699999999999818,False,0.010134499623777276,3,New York,4,New York,True,False,128739,True
8.25,1.1200000000001182,False,0.006544969893138491,3,Tokyo,4,Tokyo,True,False,54855,True
10.54,3.2999999999999545,False,0.008386244649193996,3,Tokyo,2,New York,True,False,78016,True
8.83,0.32999999999992724,False,0.007031766382900783,3,London,2,New York,True,False,109518,True
13.04,0.900000000000091,False,0.010411011401015552,3,New York,2,New York,True,False,113120,False
10.82,1.0799999999999272,False,0.008686228073696463,0,New York,1,Tokyo,True,False,81844,True
9.72,0.5,False,0.007823693233954184,1,London,1,New York,True,False,91569,False
9.56,1.4700000000000273,False,0.007268138033801404,2,Tokyo,2,Tokyo,True,False,53200,False
12.08,1.240000000000009,False,0.009196942473429363,3,New York,3,Tokyo,True,False,80033,True
6.77,0.4900000000000091,False,0.005128205128205127,4,Tokyo,4,Tokyo,True,False,45465,True
7.35,0.22000000000002728,False,0.005572952603365002,0,Tokyo,0,Tokyo,True,False,40293,True
9.69,1.9400000000000546,False,0.007364341085271318,1,Tokyo,2,Tokyo,True,False,70713,False
11.19,0.08000000000015461,False,0.008521883496180764,1,London,1,New York,True,False,99377,True
10.17,2.6400000000001,False,0.007606354334948842,1,Tokyo,1,New York,True,False,90154,False
7.99,1.3300000000001546,False,0.005957751414872755,3,Tokyo,3,London,True,False,100695,False
21.85,8.439999999999827,True,0.016343780387463536,4,London,0,Tokyo,True,False,150112,False
24.45,3.7899999999999636,True,0.018387191384717196,1,New York,2,Sydney,True,False,200233,True
17.44,2.9400000000000546,True,0.01315640582683937,2,London,0,New York,True,False,159705,True
17.77,3.339999999999918,True,0.013478049816449744,2,New York,3,New York,True,False,163650,True
10.05,0.6800000000000637,True,0.00765067257405166,3,Tokyo,3,Tokyo,True,False,106028,True
9.11,0.4900000000000091,False,0.006892064668900977,0,Tokyo,0,London,False,False,61093,True
10.63,0.22000000000002728,False,0.00783576588530149,4,London,1,Tokyo,True,False,100758,True
8.52,2.6700000000000728,False,0.006343486386074112,1,Sydney,1,London,True,False,49160,True
11.48,0.12999999999988177,False,0.008562818868037116,1,Tokyo,1,Tokyo,True,False,58938,True
10.9,1.459999999999809,False,0.008156301678402263,0,London,1,New York,False,False,82081,True
21.28,1.490000000000009,False,0.016001925043614272,1,London,1,Tokyo,True,False,103771,False
11.77,1.5799999999999272,False,0.008970899833843997,3,Tokyo,3,London,True,False,69142,True
9.18,1.8099999999999454,False,0.006939037756528969,0,London,1,New York,True,False,108084,True
8.95,0.8600000000001273,False,0.006777479080686077,0,New York,1,New York,True,False,97915,False
11.6,1.4400000000000546,False,0.00873533442776029,2,New York,3,Sydney,True,False,116056,True
9.09,2.869999999999891,False,0.006889181938065572,0,Tokyo,0,London,True,False,61893,False
8.67,2.1399999999998727,False,0.006561222945360981,1,Tokyo,1,Tokyo,True,False,51168,True
10.57,1.9600000000000364,False,0.007984408874251227,3,Tokyo,2,London,True,False,64769,True
10.76,2.6099999999999,False,0.008154542216428825,3,London,4,Tokyo,True,False,91009,True
9.21,1.1600000000000819,False,0.007011907299692421,1,Tokyo,2,Sydney,True,False,61492,False
17.0,4.579999999999927,False,0.012631047113805733,1,London,2,Sydney,True,False,90563,True
14.19,1.2799999999999727,False,0.010575188922508236,2,Tokyo,0,New York,True,False,83099,True
18.53,2.630000000000109,False,0.013866646711067875,2,London,0,London,True,False,116176,False
18.38,3.769999999999982,False,0.013829635147438357,2,New York,0,Sydney,True,False,114983,False
16.02,4.689999999999827,False,0.011980705231275472,2,New York,0,New York,False,False,114785,True
9.29,0.2699999999999818,False,0.0069748410201737315,3,Sydney,4,New York,True,False,53627,True
10.4,1.1099999999999,False,0.007823019234096328,3,Tokyo,3,Tokyo,True,False,53015,True
16.52,1.1400000000001,False,0.012277416094414222,3,London,4,London,True,False,120802,True
15.19,0.8699999999998909,False,0.011336751524378866,3,New York,4,Sydney,True,False,122469,True
4.88,0.4900000000000091,False,0.0036275515513729687,2,Sydney,2,Tokyo,True,False,42319,True
13.72,1.759999999999991,False,0.010170195101701952,3,London,4,Tokyo,True,False,116741,False
13.24,2.4200000000000728,False,0.009980852443198095,0,London,1,New York,True,False,97574,True
9.06,1.9500000000000455,False,0.006824858757062147,2,Tokyo,0,Tokyo,True,False,49081,True
11.97,1.1499999999998636,False,0.00902912401656471,2,Tokyo,3,Tokyo,True,False,69201,True
8.5,0.09000000000014552,False,0.0064281932995538076,0,Tokyo,3,Tokyo,True,False,35311,True
12.39,3.4600000000000364,False,0.009403960441128475,0,Tokyo,0,London,True,False,52561,True
7.82,1.9299999999998363,False,0.005957323622845041,1,Tokyo,2,New York,True,False,32602,True
8.4,1.5399999999999636,False,0.006410843483835516,1,Tokyo,2,Sydney,True,False,49264,True
8.65,1.1100000000001273,False,0.006578747223996837,0,Tokyo,0,London,True,False,59396,True
12.45,1.7899999999999636,False,0.009495553487804505,2,Tokyo,2,Tokyo,True,False,58145,False
9.04,0.32999999999992724,False,0.006838124054462934,4,New York,0,New York,True,False,75469,True
5.42,0.9400000000000546,False,0.004129681130709741,1,Tokyo,2,New York,True,False,46063,False
17.92,0.39000000000010004,False,0.013671249179877632,1,Tokyo,1,Tokyo,True,False,70947,True
21.52,11.150000000000091,False,0.016575904858003344,1,London,2,Tokyo,True,False,105383,True
22.12,3.9400000000000546,False,0.017109354454465295,1,New York,2,New York,True,False,108945,False
6.49,0.650000000000091,False,0.005028162357735545,0,Sydney,0,New York,True,False,39259,False
9.98,0.42000000000007276,False,0.007746823259099413,0,Tokyo,0,London,True,False,51540,False
4.53,1.1000000000001364,False,0.003476512436398241,4,Sydney,4,Tokyo,True,False,42960,False
11.43,2.7899999999999636,False,0.00879521687942935,0,New York,0,Sydney,True,False,69513,True
7.37,0.30999999999994543,False,0.005701951196868183,1,New York,1,Sydney,True,False,44517,True
25.98,4.040000000000191,False,0.020087370008118454,4,London,3,New York,True,False,97981,False
25.13,11.720000000000027,False,0.019624839908787054,4,New York,0,New York,True,False,88561,True
13.68,0.18000000000006366,False,0.010682659419950336,1,Tokyo,4,Tokyo,True,False,62000,True
12.9,3.9200000000000728,False,0.010245332020236517,1,Tokyo,1,London,True,False,47231,True
6.61,0.5200000000002092,False,0.005284322111810181,0,Tokyo,1,London,True,False,36873,False
11.12,5.069999999999936,False,0.008946817925818648,0,New York,1,Tokyo,True,False,55973,False
8.81,1.6200000000001182,False,0.0069946170824269184,0,New York,1,Sydney,False,False,53425,True
12.96,3.5299999999999727,False,0.010330644389886172,1,Tokyo,1,London,True,False,52147,True
11.14,3.1800000000000637,False,0.008947288104283295,2,New York,3,Tokyo,True,False,65805,False
10.76,1.349999999999909,False,0.008653482705097994,3,New York,3,Sydney,True,False,55083,False
11.74,1.1700000000000728,False,0.009441017764231893,4,Tokyo,4,London,True,False,49478,True
10.99,1.3699999999998909,False,0.008972087745222098,3,Tokyo,3,New York,True,True,38130,True
16.16,4.5499999999999545,False,0.013256985348406044,3,Tokyo,3,New York,True,True,55745,False
10.53,0.12999999999988177,False,0.008574988395670974,0,London,1,Tokyo,True,True,76310,True
10.59,1.8099999999999454,False,0.008733084287870166,0,Tokyo,1,Tokyo,True,True,40627,False
7.64,1.1600000000000819,False,0.006304618710854012,1,New York,2,New York,False,False,47176,False
15.0,2.1099999999999,False,0.012448132780082987,0,Tokyo,4,London,True,True,48243,False
17.47,1.1800000000000637,False,0.014531450150554806,0,London,4,London,True,True,67253,False
13.4,0.03999999999996362,False,0.01121573550952082,0,New York,1,New York,True,True,58159,True
8.51,2.1900000000000546,False,0.007154507087249676,2,Tokyo,0,Tokyo,True,True,21547,True
13.87,0.6000000000001364,False,0.01169921133651048,2,London,0,Sydney,True,True,57419,False
14.46,4.889999999999873,False,0.0122657754328224,2,New York,3,Tokyo,True,True,55910,True
8.65,0.6000000000001364,False,0.007253425461619736,1,London,1,New York,True,False,50106,False
8.75,0.8399999999999181,False,0.007331255446075474,3,Sydney,4,Tokyo,True,False,19196,False
10.26,0.020000000000209184,False,0.008601104898270559,3,Tokyo,4,Tokyo,True,False,24727,False
14.68,1.9500000000000455,False,0.01214668696630701,1,New York,4,Tokyo,True,True,44173,True
7.4,0.029999999999972715,False,0.006140773073539907,3,Tokyo,3,Tokyo,True,False,21461,True
10.24,2.3099999999999454,False,0.008558080449299224,1,Tokyo,2,London,True,True,46351,False
5.77,0.16000000000008185,False,0.004822277753169582,2,Tokyo,2,Tokyo,True,False,19743,True
15.68,1.25,False,0.013030831878999418,4,London,0,London,True,False,55456,True
5.61,0.08999999999991815,False,0.00467589621344091,1,Sydney,1,Tokyo,True,False,18915,True
19.25,6.019999999999982,False,0.016026574975231654,4,London,0,London,True,True,58152,True
8.8,1.2699999999999818,False,0.007348827110491286,2,London,2,New York,True,True,59276,True
16.53,6.589999999999918,False,0.013916835751029241,3,London,4,London,True,True,47799,False
5.95,0.25,False,0.004998445861370835,0,Sydney,0,Tokyo,True,True,14591,True
6.93,0.13000000000010914,False,0.005825585500764976,0,Tokyo,0,Tokyo,True,True,20397,True
7.8,0.3100000000001728,False,0.00647238449283059,2,Tokyo,2,London,True,False,31761,True
11.1,4.960000000000036,False,0.009271633812228532,0,Tokyo,3,Tokyo,True,True,15141,False
18.15,0.19000000000005457,False,0.015188665824246632,0,Tokyo,3,New York,True,True,19553,True
