candle_size,gap_size,noisy_day,percentage,day_of_week,session,entry_day_of_week,entry_session,lowest_of_day,lowest_of_week,total_volume,success
15.73,4.210000000000036,False,0.014434370870650418,1,London,1,New York,True,True,90382,True
21.71,2.8400000000001455,False,0.020091434071222332,3,New York,4,Sydney,True,True,102848,False
6.15,0.040000000000190994,False,0.005457594931092318,1,Tokyo,1,Tokyo,True,False,41392,True
25.32,1.6899999999998272,False,0.020433196681623033,4,Sydney,4,Tokyo,True,False,69181,True
25.56,10.839999999999918,False,0.02086649849379148,0,Sydney,3,London,True,True,65385,False
27.16,1.5199999999999818,False,0.022259740685495105,0,Tokyo,3,London,True,True,61210,False
17.49,0.41000000000008185,False,0.014406919275123557,0,Tokyo,1,Tokyo,True,True,57545,True
18.71,0.13999999999987267,False,0.015466388916443474,1,New York,2,Tokyo,False,False,114292,True
20.51,1.009999999999991,False,0.017035449682713713,2,New York,2,Sydney,True,False,89382,True
18.37,1.7999999999999545,False,0.015013444265550808,0,Sydney,1,Tokyo,True,True,32133,True
20.79,3.740000000000009,False,0.017070226864053992,0,Tokyo,1,Sydney,True,True,42852,False
11.71,0.2999999999999545,False,0.009527683983564543,2,Sydney,2,Tokyo,True,False,48216,True
17.89,5.730000000000018,False,0.014141174610702714,1,New York,3,London,True,False,77633,False
16.58,0.5199999999999818,False,0.013065405831363277,4,Tokyo,4,London,True,False,64342,True
22.66,2.1099999999999,False,0.018129305309982316,0,London,2,New York,True,True,50130,False
31.12,6.059999999999945,False,0.025111962880774663,0,New York,2,New York,True,True,52643,False
24.31,0.459999999999809,False,0.01963825541849437,1,New York,1,Tokyo,True,True,44915,True
14.78,3.9700000000000273,False,0.011853871756827205,0,Tokyo,0,Tokyo,True,True,44524,True
18.14,6.5,False,0.0146732887903839,2,Tokyo,1,London,True,True,28638,False
20.95,6.789999999999964,False,0.017110700926183046,2,London,2,New York,True,True,58781,True
15.1,3.3400000000001455,False,0.012427063015908287,0,New York,0,Tokyo,True,True,29103,False
7.69,0.4900000000000091,False,0.0063032786885245905,1,Tokyo,1,Tokyo,True,False,26769,False
26.28,9.88000000000011,False,0.021536570374923174,4,London,4,New York,True,False,59932,False
14.91,1.2200000000000273,False,0.012152975889669564,2,Tokyo,2,London,True,False,30730,True
12.06,2.199999999999818,False,0.009633511199156468,2,Tokyo,1,London,True,False,31397,True
16.67,3.259999999999991,False,0.013354589588707482,2,Tokyo,2,London,True,True,46142,True
21.15,0.06999999999993634,False,0.017018571566513242,3,New York,3,Tokyo,True,True,38779,True
18.35,4.629999999999882,False,0.014843396104316314,3,Sydney,3,Tokyo,True,True,25774,False
19.68,4.5,False,0.016022535761681063,3,New York,4,New York,True,True,59356,False
20.88,7.610000000000127,False,0.01691551155650251,4,New York,0,Sydney,True,True,57117,False
16.32,4.410000000000082,False,0.012757774268694986,0,Tokyo,3,London,True,True,49200,True
22.76,3.8300000000001546,False,0.017873830858273716,0,London,2,Tokyo,True,True,64596,False
18.01,4.540000000000191,False,0.01421916942997,0,New York,1,Tokyo,True,True,59935,True
8.31,2.7000000000000455,False,0.006528040723661988,3,Tokyo,3,London,True,False,31478,True
17.7,5.429999999999836,False,0.013877781436703202,0,New York,1,New York,True,True,54851,False
11.22,0.6499999999998636,False,0.008793861539787912,2,Tokyo,2,London,True,False,32674,True
10.17,1.6699999999998454,False,0.008125079892624312,0,Tokyo,0,New York,True,True,39617,True
11.33,0.36000000000012733,False,0.009107350990715808,1,Tokyo,4,New York,True,True,42423,False
18.13,1.0299999999999727,False,0.014612129760225669,1,London,4,London,True,True,58916,True
17.86,7.779999999999973,False,0.01452079742430648,1,New York,2,Sydney,True,True,55915,True
9.6,1.0399999999999636,False,0.007832386919913843,2,Tokyo,3,New York,True,True,42486,False
15.26,0.900000000000091,False,0.012554607606808776,4,New York,1,London,True,True,48592,True
15.66,0.6200000000001182,False,0.012984536296173459,0,Sydney,0,Tokyo,True,True,44659,False
8.52,1.509999999999991,False,0.006857584391751581,0,Tokyo,0,Tokyo,True,True,32729,True
11.81,0.5499999999999545,False,0.00950770840880731,1,Tokyo,1,London,True,True,36417,False
5.79,0.5599999999999454,False,0.004566174035109856,4,Sydney,4,Tokyo,True,False,21907,True
19.23,2.6100000000001273,False,0.014938242833838267,0,Sydney,0,Tokyo,True,True,35672,True
13.95,0.4700000000000273,False,0.010845059472906787,1,Tokyo,4,Sydney,True,False,37067,False
22.08,2.4500000000000455,False,0.017215703091497406,1,Tokyo,4,Sydney,True,True,51183,False
20.93,4.480000000000018,False,0.016406807296443494,1,London,4,Sydney,True,True,58633,False
14.76,4.579999999999927,False,0.011191313842047797,1,Tokyo,1,London,True,True,63994,True
18.14,3.230000000000018,False,0.013317573470571394,3,London,3,New York,True,False,126705,True
18.65,2.599999999999909,False,0.013709001631848986,0,Tokyo,1,Tokyo,True,True,110474,True
27.1,3.6200000000001182,False,0.02008047007565373,1,London,4,London,True,True,121517,False
