noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,True,True,2405,London,2,4.01
False,False,False,596,Sydney,4,0.65
False,False,False,1238,New York,4,0.92
False,True,False,1475,Sydney,2,3.76
False,False,False,901,Tokyo,2,0.79
False,False,False,1651,New York,2,3.16
False,False,False,512,Sydney,3,0.83
False,False,False,315,Sydney,0,0.68
False,False,False,2338,London,1,4.43
False,True,False,304,New York,4,1.63
False,True,False,2439,London,2,85.01
False,False,False,2418,Tokyo,0,1.91
False,False,False,1173,Tokyo,2,4.95
False,False,False,1743,New York,0,3.31
False,False,False,308,New York,0,23.4
False,False,False,2673,London,1,3.88
False,False,False,1475,Sydney,3,1.44
False,False,False,2414,Tokyo,0,1.07
False,True,False,2036,Sydney,1,1.29
False,False,False,1320,New York,2,5.55
False,False,False,326,New York,2,0.54
False,False,False,1812,Tokyo,3,1.65
False,True,False,3844,London,3,8.03
False,False,False,815,Sydney,4,3.67
False,False,False,667,Sydney,2,28.94
False,False,False,1766,London,2,1.29
False,False,False,1514,Sydney,3,3.83
False,True,True,4485,London,3,8.34
False,False,False,490,New York,3,1.31
False,True,True,2591,New York,0,2.88
False,False,False,1207,Tokyo,0,3.95
False,False,False,391,New York,2,1.15
False,False,False,3055,New York,4,97.88
False,False,False,1212,New York,4,13.22
False,True,False,3547,Sydney,1,5.83
False,True,False,1184,Sydney,4,4.01
False,False,False,1847,Tokyo,4,4.74
False,False,False,1902,London,0,2.61
False,False,False,1760,New York,0,0.76
False,False,False,3781,London,1,2.02
False,False,False,1974,New York,1,1.83
False,False,False,674,Sydney,0,3.42
False,False,False,290,New York,0,1.22
False,False,False,568,New York,3,0.99
False,False,False,2472,London,4,21.15
False,True,False,3622,London,2,2.88
False,False,False,712,Sydney,0,7.68
False,False,False,1239,London,0,3.45
False,False,False,1113,Sydney,4,0.59
False,True,False,997,Tokyo,4,4.52
False,False,False,949,Sydney,0,48.46
False,False,False,435,New York,1,1.3
False,False,False,1459,Tokyo,4,3.34
False,False,False,336,New York,4,4.14
False,True,True,505,New York,0,4.01
False,False,False,1507,Sydney,0,4.14
False,False,False,513,New York,3,3.18
False,False,False,1721,Tokyo,4,4.59
False,True,False,1991,Tokyo,2,3.08
False,True,True,3663,New York,2,1.28
False,False,False,520,New York,4,1.75
False,False,False,2571,Sydney,3,2.64
False,False,False,498,New York,4,6.01
False,False,False,1229,Sydney,0,4.71
False,False,False,1655,Tokyo,0,1.03
False,False,False,1428,Sydney,4,2.43
False,False,False,1718,Sydney,4,5.93
False,False,False,1196,Sydney,4,4.27
False,False,False,2018,New York,1,1.9
False,False,False,3233,New York,1,15.8
False,True,False,444,New York,2,1.66
False,False,False,2415,Tokyo,4,4.52
False,True,False,1930,Tokyo,3,6.49
False,False,False,1169,Sydney,1,1.06
False,True,False,2933,London,2,1.99
False,False,False,2461,London,3,3.97
False,False,False,487,New York,4,2.44
False,False,False,2866,London,1,4.69
False,False,False,446,New York,2,3.45
False,False,False,2358,Sydney,0,1.18
False,True,False,786,New York,2,342.82
False,True,False,2240,Tokyo,1,8.98
False,False,False,1066,New York,1,1.38
False,False,False,975,New York,2,0.91
False,True,False,1523,Sydney,1,16.41
False,True,False,5703,London,1,4.62
False,False,False,1632,New York,1,9.86
False,False,False,5475,London,4,5.73
False,True,False,955,Sydney,1,2.17
False,False,False,358,New York,2,1.44
False,True,True,2240,Tokyo,1,6.92
False,False,False,478,New York,2,1.91
False,False,False,1230,Sydney,4,2.01
False,False,False,849,New York,0,1.89
False,False,False,1484,New York,1,12.37
False,False,False,2155,Tokyo,2,4.22
False,False,False,1103,New York,0,1.47
False,False,False,1287,Sydney,3,1.99
False,False,False,601,New York,1,2.0
False,False,False,1229,Sydney,3,1.21
False,True,False,1112,New York,3,241.66
False,False,False,673,New York,0,0.96
False,False,False,225,New York,2,1.15
False,True,False,1958,Sydney,1,2.97
False,False,False,517,New York,1,2.32
False,False,False,3412,London,4,4.94
False,False,False,2362,Tokyo,2,5.97
False,True,False,381,New York,4,1.87
False,False,False,2729,Sydney,4,2.17
False,False,False,502,Sydney,0,0.9
False,True,False,1970,Tokyo,2,1.32
False,False,False,1108,Sydney,0,2.33
False,False,False,1357,Sydney,1,2.34
False,False,False,1344,New York,1,2.97
False,False,False,2106,Tokyo,4,2.56
False,False,False,496,New York,4,7.43
False,False,False,782,New York,0,6.25
False,False,False,469,New York,0,1.61
False,False,False,2553,London,1,5.42
False,False,False,2563,London,2,10.95
False,False,False,1773,Sydney,3,3.08
False,False,False,640,New York,4,7.63
False,False,False,2131,Sydney,0,4.97
False,False,False,445,New York,4,4.6
False,False,False,417,New York,0,1.14
False,False,False,760,New York,1,7.25
False,False,False,1285,Sydney,0,181.55
False,False,False,3012,Tokyo,2,162.12
False,False,False,5656,London,3,153.3
False,False,False,1807,Sydney,4,7.76
False,True,False,262,New York,1,1.16
False,False,False,347,Sydney,1,1.71
False,False,False,1611,New York,1,1.91
False,True,False,2701,Tokyo,2,10.57
False,True,False,364,Sydney,3,2.16
False,False,False,3863,London,3,2.21
False,True,False,541,New York,1,0.72
False,False,False,1918,Tokyo,1,46.07
False,False,False,4679,London,1,3.02
False,False,False,527,New York,1,1.95
False,True,False,438,New York,4,0.47
False,False,False,2268,New York,4,6.79
False,False,False,404,New York,4,5.07
False,False,False,651,Sydney,0,0.97
False,False,False,772,Sydney,1,3.54
False,True,False,580,New York,2,2.01
False,True,False,1801,Sydney,2,11.16
False,True,False,520,New York,0,7.73
False,True,False,529,New York,1,1.43
False,False,False,2300,Tokyo,3,7.05
False,False,False,2597,New York,1,4.17
False,False,False,1288,Sydney,2,1.64
False,False,False,2314,Sydney,0,7.13
False,False,False,7124,London,1,24.29
False,False,False,1005,New York,2,18.35
False,False,False,1686,Sydney,3,12.7
False,False,False,2954,New York,3,1.55
False,False,False,2679,New York,1,1.74
False,False,False,678,New York,1,8.83
False,True,False,1390,Sydney,3,2.19
False,False,False,1403,Tokyo,0,3.46
False,False,False,3115,London,0,20.14
False,True,False,383,New York,1,0.65
False,True,False,734,Sydney,1,2.11
False,False,False,3297,Tokyo,2,0.93
False,False,False,3516,London,2,4.58
False,False,False,979,New York,1,2.05
False,False,False,557,New York,4,2.47
False,False,False,764,New York,0,1.09
False,False,False,614,New York,1,1.82
False,False,False,3131,New York,4,1.11
False,False,False,3755,New York,2,9.23
False,False,False,796,New York,2,3.21
False,False,False,1323,Sydney,4,1.57
False,False,False,1949,Sydney,2,1.57
False,False,False,5159,London,4,36.37
False,True,False,1921,Sydney,3,0.93
False,False,False,298,New York,3,0.82
False,False,False,1693,Tokyo,4,10.98
False,False,False,707,New York,4,4.11
False,False,False,1878,New York,3,1.87
False,False,False,554,New York,4,19.83
False,False,False,6683,London,0,11.59
False,True,True,9767,London,1,46.02
False,False,False,2358,New York,2,14.2
False,False,False,599,New York,3,1.27
False,True,False,2148,Tokyo,4,10.3
False,False,False,2063,London,0,1.92
False,False,False,3371,Sydney,2,1.38
False,False,False,2671,Tokyo,3,3.21
False,False,False,688,New York,1,3.29
False,False,False,4586,London,0,8.45
False,False,False,2034,New York,0,1.23
False,False,False,711,New York,0,3.95
False,False,False,2585,New York,3,3.52
False,False,False,2977,Tokyo,0,6.33
False,False,False,2989,London,0,1.09
False,False,False,1848,Sydney,2,2.98
False,False,False,2276,New York,2,1.51
False,True,True,1198,New York,0,1.09
False,False,False,5229,London,2,12.03
True,False,False,7359,London,4,7.01
False,False,False,614,New York,4,8.29
False,False,False,2443,New York,1,2.55
False,False,False,1720,Tokyo,0,2.67
False,False,False,3296,Tokyo,1,5.56
False,False,False,936,Sydney,3,2.32
False,False,False,3795,London,3,4.48
False,False,False,2898,London,3,1.55
False,False,False,455,New York,4,4.49
False,False,False,1304,Sydney,0,3.25
False,False,False,2385,New York,0,3.92
True,True,False,4636,New York,0,3.46
False,False,False,1919,Tokyo,3,4.04
True,True,True,2563,New York,4,20.08
False,True,False,1040,Sydney,1,49.63
False,False,False,1795,Tokyo,1,47.32
False,True,False,5601,London,1,4.52
False,False,False,3815,London,2,6.43
False,False,False,1169,New York,2,11.74
False,False,False,1861,Tokyo,3,2.31
False,False,False,1556,New York,3,2.0
False,False,False,737,New York,3,3.15
False,False,False,2746,London,2,2.13
False,False,False,940,New York,3,25.6
