noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,True,True,3689,London,3,2.27
False,False,False,9999,London,3,6.8
False,False,False,1420,New York,2,1.01
False,False,False,1873,Tokyo,2,4.31
False,False,False,8201,London,0,7.21
False,False,False,11783,London,4,3.95
False,False,False,1302,New York,4,83.92
False,True,True,1864,New York,0,2.98
False,False,False,2387,Sydney,0,9.61
False,False,False,1824,New York,4,1.41
False,False,False,15145,London,2,3.45
False,False,False,9464,London,3,2.23
False,False,False,6064,Tokyo,1,39.35
False,False,False,7683,Tokyo,4,1.46
False,False,False,8066,London,4,8.84
False,False,False,6261,New York,1,1.44
False,False,False,3230,Sydney,1,4.08
False,False,False,3984,New York,1,0.76
False,False,False,6236,Tokyo,2,2.93
False,False,False,4999,Tokyo,0,5.31
False,False,False,1988,New York,4,175.37
False,False,False,5718,London,2,5.38
False,False,False,7259,Tokyo,3,2.56
False,False,False,3349,Sydney,1,1.48
False,False,False,2274,New York,1,0.38
False,False,False,5819,Tokyo,1,8.75
False,False,False,2318,New York,3,2.2
False,True,False,1582,Tokyo,2,1.02
False,False,False,1298,Tokyo,1,10.28
False,False,False,615,New York,3,0.47
False,True,False,793,Tokyo,2,21.16
False,False,False,793,New York,3,1.07
False,False,False,3050,Tokyo,4,4.48
False,False,False,561,New York,1,11.04
False,False,False,1136,Tokyo,0,1.62
False,True,False,740,New York,2,0.91
False,True,False,689,Tokyo,0,4.6
False,False,False,545,Tokyo,4,1.69
False,False,False,1006,New York,2,2.14
False,False,False,1370,New York,0,2.08
False,False,False,2067,Tokyo,1,4.01
False,False,False,3930,Tokyo,1,2.77
False,False,False,1764,Sydney,0,2.87
False,False,False,6287,London,2,3.7
False,False,False,6572,Sydney,3,37.66
False,False,False,6860,London,4,18.2
False,False,False,8753,London,4,8.94
False,False,False,1041,New York,0,2.46
False,False,False,651,New York,1,0.73
False,False,False,839,New York,4,2.34
False,True,False,1530,Sydney,1,1.15
False,False,False,1053,New York,0,1.85
False,False,False,8006,Sydney,2,4.8
False,False,False,4005,London,2,19.35
False,False,False,2743,New York,1,4.17
False,False,False,2170,Sydney,3,1.19
False,False,False,10016,London,3,16.59
False,False,False,4693,London,3,6.03
False,False,False,5454,London,2,12.6
False,True,True,20894,London,3,31.17
False,True,False,4427,Sydney,4,2.4
False,False,False,6392,London,4,11.55
False,False,False,957,New York,4,3.99
False,False,False,12635,London,2,29.08
False,False,False,6477,New York,1,24.48
False,True,True,3144,Sydney,0,7.67
False,False,False,3160,Tokyo,0,194.4
False,False,False,3426,New York,2,2.87
False,False,False,4816,Sydney,1,2.7
False,False,False,3226,Sydney,4,5.0
False,True,True,1329,New York,1,1.81
False,True,False,5680,Tokyo,4,216.2
False,False,False,10227,London,1,2.61
False,True,False,3171,Sydney,2,3.1
False,True,False,4432,Sydney,0,3.37
False,False,False,536,New York,1,22.76
False,False,False,2210,Sydney,0,8.39
False,True,False,1000,New York,0,2.59
False,False,False,1943,Sydney,4,0.8
False,False,False,3604,New York,3,1.93
False,False,False,3431,Sydney,0,3.09
False,False,False,2864,Tokyo,4,5.36
False,False,False,4291,Tokyo,1,2.77
False,False,False,5137,New York,2,3.38
False,False,False,2726,New York,3,1.21
False,False,False,4629,New York,3,1.83
False,True,False,2679,Sydney,3,1.37
False,False,False,2629,Sydney,0,4.06
False,False,False,2020,Sydney,3,1.92
False,False,False,2824,Tokyo,0,8.02
False,False,False,6465,Tokyo,1,12.6
False,True,False,5116,Tokyo,3,5.25
False,False,False,8678,London,0,7.81
False,False,False,1839,New York,4,13.89
False,True,False,3743,New York,3,8.18
False,False,False,4793,Sydney,3,29.12
False,True,False,1482,New York,1,2.63
False,False,False,5264,Tokyo,4,4.75
False,False,False,5138,Tokyo,0,3.72
False,False,False,10274,Tokyo,1,7.55
False,False,False,6829,London,0,26.56
False,False,False,2637,Tokyo,1,2.46
False,True,False,1110,Sydney,2,1.09
False,False,False,5919,Tokyo,3,3.27
False,False,False,3674,Sydney,4,1.55
False,False,False,2467,Tokyo,4,2.4
False,False,False,7417,London,4,43.22
True,False,False,22266,London,3,9.03
False,False,False,877,New York,4,3.54
False,False,False,7209,London,0,17.73
False,True,True,3934,Tokyo,1,5.53
False,False,False,1279,Sydney,0,9.15
False,False,False,2840,Tokyo,1,10.23
False,False,False,3987,Tokyo,2,34.08
False,False,False,5509,London,4,46.63
False,True,True,4688,London,4,70.91
False,False,False,6835,Tokyo,3,4.12
False,False,False,6662,New York,4,3.65
False,True,False,5662,Sydney,1,6.98
False,False,False,2296,Sydney,0,7.09
False,False,False,4071,London,2,5.99
False,False,False,2789,New York,4,1.7
False,False,False,1187,New York,0,2.44
False,True,False,3881,Tokyo,1,4.37
False,False,False,5605,London,2,51.81
False,False,False,4631,Sydney,0,3.96
False,True,True,4513,Sydney,3,13.22
False,True,False,2909,Tokyo,4,37.58
False,False,False,3360,Sydney,0,17.02
False,False,False,3874,Sydney,0,20.14
False,True,True,3160,Tokyo,2,4.24
False,True,True,5252,London,1,8.38
False,True,False,3367,Sydney,2,10.98
False,False,False,4486,Tokyo,4,53.95
False,False,False,2050,New York,4,206.37
False,False,False,2109,New York,4,112.38
False,False,False,3827,Tokyo,0,12.1
False,False,False,3897,Sydney,2,5.88
False,False,False,5166,New York,2,16.7
False,False,False,3279,Tokyo,0,14.5
False,False,False,4313,London,1,14.18
False,False,False,2849,Sydney,1,9.95
False,False,False,2689,Sydney,0,10.45
False,False,False,1924,Sydney,1,3.63
False,False,False,5746,London,3,11.49
False,False,False,4708,Sydney,0,15.57
