noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,True,True,93742,New York,4,8.83
False,True,True,90023,New York,3,57.9
False,False,False,77081,New York,4,47.33
False,False,False,42909,New York,4,25.46
False,True,True,78283,New York,3,9.78
False,True,False,49172,New York,4,89.18
False,True,False,13491,New York,3,12.81
False,True,False,39386,New York,4,48.21
False,False,False,27967,New York,2,6.79
False,True,False,72882,New York,4,27.52
False,False,False,48980,New York,2,4.57
False,True,True,71813,New York,4,4.94
False,False,False,32643,New York,4,9.26
False,True,False,59612,New York,4,14.42
False,True,False,48378,New York,2,54.32
False,False,False,31569,New York,0,3.0
False,False,False,21410,New York,1,3.59
False,True,False,16709,Sydney,3,59.5
False,False,False,33988,New York,4,23.18
False,True,False,17040,Sydney,1,76.43
False,True,False,61410,New York,0,9.78
False,True,False,74078,New York,2,5.12
True,True,False,115217,New York,4,43.51
False,True,True,37253,New York,1,1.86
False,True,False,53874,New York,4,10.48
False,True,False,39952,New York,0,8.53
False,False,False,26921,New York,4,3.31
False,True,False,44346,New York,3,9.02
False,False,False,16992,New York,4,3.21
False,True,False,20238,New York,4,3.37
False,True,False,20971,New York,1,7.7
False,True,True,17199,New York,0,4.36
False,False,False,23647,London,0,7.35
False,True,True,31343,New York,4,4.64
False,True,True,27158,New York,3,37.66
False,False,False,56601,New York,4,5.16
False,True,False,14980,New York,3,4.31
False,True,True,17826,New York,4,9.94
False,True,False,38566,New York,4,2.35
False,True,False,36167,New York,4,25.8
False,False,False,41988,New York,0,227.02
False,False,False,27708,New York,2,21.09
False,True,False,9387,Sydney,4,17.25
False,False,False,47966,New York,4,41.83
False,True,True,63221,London,2,13.16
False,False,False,71928,New York,2,128.51
False,True,False,44674,New York,4,21.35
False,True,False,34137,New York,4,2.49
False,True,True,43663,New York,3,2.95
False,True,False,37494,New York,2,4.57
False,True,False,32996,New York,1,5.77
False,True,False,44458,New York,0,23.4
False,True,False,20429,New York,0,4.71
False,True,True,73916,New York,1,14.2
False,True,False,46907,New York,2,342.82
False,True,False,54755,New York,3,241.66
False,True,False,33690,New York,1,9.93
False,True,False,51357,New York,4,6.76
False,False,False,51637,New York,4,6.31
False,False,False,52786,New York,4,4.6
False,True,False,71290,Tokyo,3,67.11
False,True,False,72886,New York,2,18.35
False,True,False,62480,New York,1,8.83
False,True,False,63177,New York,4,13.89
False,True,False,75864,New York,3,8.18
False,False,False,31665,New York,4,8.65
False,True,False,57121,New York,4,19.83
False,True,False,60395,New York,4,5.25
False,True,False,56503,New York,4,4.49
False,False,False,54282,London,0,6.38
False,True,True,88019,New York,4,20.08
False,True,True,106955,New York,4,24.21
False,True,True,68902,New York,4,5.71
False,True,True,42581,New York,4,25.53
False,True,True,33325,New York,4,6.48
False,True,True,37703,London,0,10.68
False,True,False,82204,London,2,18.69
False,True,True,89765,New York,1,26.47
False,True,False,37768,New York,4,9.74
False,True,True,31806,New York,1,4.01
False,True,False,31375,New York,4,22.67
False,True,True,27581,New York,0,39.75
False,True,True,26232,Tokyo,0,14.5
False,True,True,27352,New York,4,12.05
False,False,False,38266,New York,4,225.59
