candle_size,noisy_day,percentage,day_of_week,session,highest_of_day,highest_of_week,volume,success
3.81,False,0.003109721757441703,1,New York,True,False,6743,False
13.98,False,0.011341970971693751,4,Tokyo,True,False,15786,False
7.81,False,0.006138634094964119,2,London,True,False,17619,False
6.88,False,0.005355502623262186,3,Tokyo,True,False,16475,True
9.21,False,0.0071742940603700105,2,New York,True,False,23619,True
3.09,False,0.0023944393214980356,2,New York,False,False,7843,False
7.0,False,0.005186030316051505,3,New York,True,False,12958,False
18.84,False,0.01437992306283202,0,London,True,False,31071,False
4.06,False,0.003183265120509322,2,New York,True,False,5205,False
3.83,False,0.00300708195279745,4,New York,True,False,19577,False
5.32,False,0.004144980833359305,4,New York,True,False,16574,True
9.8,False,0.00757622611169522,4,London,True,True,53788,False
6.58,False,0.005067424469961263,0,Tokyo,True,True,32448,False
2.42,False,0.0019446654291523026,1,New York,True,False,8521,False
1.14,False,0.000909032916560347,4,New York,True,False,8243,False
3.33,False,0.0026353067797817366,1,Sydney,True,False,10450,False
4.21,False,0.0032734115012596028,2,Tokyo,True,True,18970,True
4.83,False,0.0037367704400569413,3,Sydney,True,True,14062,True
6.74,False,0.005160835841009502,4,London,True,True,36619,True
9.69,False,0.007207408233850273,1,Tokyo,True,False,37138,False
5.19,True,0.003903635119177454,2,New York,True,False,25226,False
22.52,False,0.01668951717493608,2,London,True,True,65631,False
6.03,False,0.004500839708900915,0,Sydney,True,True,20455,False
9.02,False,0.006806365687465571,4,Tokyo,True,False,36229,False
8.27,False,0.006207869807383386,1,Tokyo,True,True,43915,False
8.15,False,0.00601090075007191,0,London,True,True,43837,False
8.64,False,0.006414634870667894,1,London,False,False,43408,True
10.15,False,0.007498854854677365,2,Tokyo,True,True,32094,False
2.99,False,0.00228526880569865,3,New York,True,False,8159,True
8.73,False,0.0066426223520818116,2,Tokyo,False,False,35341,True
7.99,False,0.006041313815630293,3,Tokyo,True,True,35139,False
4.28,False,0.003237176093303281,0,New York,True,True,8488,False
4.37,False,0.0033829813587663345,2,London,False,False,41407,False
5.9,False,0.004718150485009876,1,Tokyo,True,False,20988,True
5.28,False,0.004198406513891319,2,New York,True,False,5830,False
3.18,False,0.00255514041219718,3,Sydney,True,False,22800,False
7.62,False,0.006194719042663892,4,Tokyo,True,False,29230,False
2.0,False,0.0016414431568234791,3,New York,True,False,3865,False
1.8,False,0.0014811157738829918,0,New York,True,False,3470,False
2.49,False,0.00206692178070707,2,Sydney,True,False,4534,False
5.92,False,0.004913515487533614,4,Sydney,True,False,5602,False
10.47,False,0.00869146542921893,2,London,True,False,19696,False
9.28,False,0.007541833608296016,0,Tokyo,True,False,10980,False
12.53,False,0.010135982332812916,1,Tokyo,True,False,14149,False
6.28,False,0.005090914986583656,2,New York,True,False,7117,False
9.95,False,0.008234028467394901,2,London,True,False,21175,False
3.75,False,0.003059650955019051,3,Sydney,True,False,4805,False
3.52,False,0.0028691364062436325,0,Sydney,True,False,5217,True
4.86,False,0.003934458081020693,1,New York,True,False,4069,True
2.76,False,0.0022289521502119928,2,Tokyo,False,False,4438,False
12.04,False,0.009579047028029053,3,Tokyo,True,False,9925,False
4.43,False,0.003443611827990423,2,Sydney,True,False,2377,False
6.6,False,0.0051284840667324555,1,London,False,False,11265,True
4.92,False,0.003801400027815122,4,Sydney,True,False,4560,False
4.89,False,0.0037828972815744273,0,New York,True,False,3294,False
5.95,False,0.004524611605818879,4,Tokyo,True,False,5634,False
1.98,False,0.0015073196355027065,2,Sydney,True,False,3820,False
3.84,False,0.0029178887858847128,4,Tokyo,True,False,6104,True
9.12,False,0.006801249878815448,1,London,True,False,12504,False
4.7,False,0.003641519520869006,4,Sydney,True,False,5181,True
7.07,False,0.005415383672656525,0,Tokyo,True,False,5038,False
9.52,False,0.0073247108970462636,4,Tokyo,True,False,11168,False
3.0,False,0.002321244806214746,1,New York,True,False,3792,False
8.13,False,0.006205538423961165,2,London,True,False,10900,False
1.98,False,0.0015446304588644627,1,New York,True,False,1639,False
9.41,False,0.007234899741665641,0,London,True,False,17404,False
4.22,False,0.0032147727186159713,0,Sydney,True,True,5300,True
6.97,False,0.005212228171457629,3,Tokyo,True,False,7461,True
7.45,False,0.005224587117360356,3,New York,True,True,6994,False
9.75,False,0.00683222849775062,1,Tokyo,True,False,11218,False
28.91,False,0.019993775718385835,3,New York,True,True,29731,False
5.91,False,0.003950323512111652,3,Sydney,False,False,8833,False
14.27,False,0.009406661788650041,4,New York,True,True,17018,False
11.35,False,0.007604639164896718,2,Tokyo,True,False,17855,True
4.21,False,0.002872073350433881,3,Sydney,True,False,5956,True
2.28,False,0.0015443910831735882,0,Sydney,True,True,4503,False
4.18,False,0.002814568421619656,0,Tokyo,True,True,9541,False
10.39,False,0.006924635440270854,1,London,True,True,13295,True
4.16,False,0.0027207147108259592,3,New York,False,False,6549,True
6.15,False,0.003959210475491522,2,Sydney,True,False,7033,False
6.78,False,0.004212514523234068,2,Tokyo,True,True,15776,True
7.8,False,0.004789066193490553,4,Sydney,True,True,12551,True
9.32,True,0.005803743788375077,1,Tokyo,True,False,24754,True
13.06,False,0.007832694602877586,3,London,True,True,33523,False
38.23,True,0.025002943061568847,0,Tokyo,True,True,27440,True
6.01,False,0.0034708586476934096,1,New York,True,False,5358,False
18.29,False,0.010180227315737329,1,London,True,True,26708,True
4.51,False,0.002501622449149393,4,Tokyo,True,False,7136,True
8.84,False,0.004515410626538764,3,New York,False,False,16499,True
29.0,False,0.014497752848308513,1,London,True,True,34579,True
21.25,False,0.010520739471834125,1,New York,True,True,23906,True
31.9,True,0.01603796825588352,0,London,True,True,45385,False
36.04,False,0.018517376739215323,2,London,True,False,48325,False
14.2,False,0.007308323769036382,4,Sydney,True,False,15025,True
14.24,False,0.007306123496062185,2,London,True,True,35309,True
5.74,False,0.003022134237516585,4,New York,True,False,4455,True
14.4,False,0.007679631377693871,1,New York,True,False,16011,False
18.6,False,0.010257258664901979,1,Tokyo,True,True,20922,True
5.69,False,0.003004160418998543,2,New York,True,False,6910,False
14.7,True,0.007507967639127236,2,Tokyo,True,True,18326,False
13.05,False,0.0070227364455805194,1,Sydney,True,True,12183,False
15.38,False,0.00835937712313504,0,Sydney,True,True,15110,False
8.51,False,0.0045465959299685315,2,New York,True,True,13426,False
15.56,False,0.009132473691315347,1,Tokyo,True,False,28855,True
9.78,False,0.00563386772508108,3,Sydney,True,True,17054,False
7.56,False,0.004377558642493587,4,New York,False,False,15454,True
8.12,False,0.004663932637189693,0,London,False,False,29085,False
25.54,False,0.01491473954683485,2,London,True,False,40804,False
8.04,False,0.0045999370655376605,3,Tokyo,True,False,16346,True
7.19,False,0.0040039649834049855,3,Tokyo,True,False,18715,True
9.72,False,0.005244783544761422,0,Sydney,True,True,14371,True
24.1,False,0.01290067019249299,0,London,True,True,34658,False
12.07,False,0.006392568308326227,4,Tokyo,True,False,26574,False
9.07,False,0.0048196740476228435,4,New York,False,False,19939,False
17.33,False,0.009188515680920441,4,Tokyo,True,False,28545,False
3.4,False,0.001794110042267122,2,New York,True,False,3562,False
7.09,False,0.0038132425469663478,1,New York,False,False,11709,False
5.24,False,0.002948873069022764,3,New York,False,False,5306,True
16.99,False,0.009285725997300088,2,Tokyo,True,True,21509,False
6.51,False,0.003560762692396049,2,New York,False,False,6848,False
6.97,False,0.0038252355785325805,3,Tokyo,True,False,18099,False
12.4,False,0.0068187692121572056,0,London,True,False,26760,False
17.27,False,0.009447328544936353,2,Tokyo,True,False,16814,False
7.14,False,0.00404975412207116,4,Tokyo,True,False,13246,True
13.21,False,0.007338848117510459,0,Tokyo,True,False,14712,False
6.41,False,0.003561071543649515,4,Sydney,True,False,6223,False
9.42,False,0.005175738861447339,2,Tokyo,True,False,14331,False
5.02,False,0.0027645150809253965,3,Tokyo,False,False,7215,False
6.26,False,0.0035443926688823835,4,Tokyo,True,False,16753,False
9.86,False,0.005609954540023555,0,Tokyo,True,False,16183,True
21.05,False,0.011847207604725376,4,Tokyo,True,False,21909,False
16.42,False,0.009087286653531979,4,Tokyo,True,False,20512,False
20.1,False,0.011192159919817361,3,Tokyo,True,False,28924,True
4.61,False,0.00253121465359147,0,Sydney,True,False,9674,False
12.49,False,0.006901086271866333,4,Tokyo,True,False,26207,False
6.55,False,0.003687025049254151,4,Sydney,True,False,11150,False
4.21,False,0.0023507996068971677,2,Sydney,True,False,9107,False
14.87,False,0.00832922566768238,4,Tokyo,True,False,18171,False
4.4,False,0.002462351209630032,0,New York,True,False,6383,False
6.31,False,0.0035159079511896136,2,Tokyo,True,False,14762,True
4.28,False,0.002368252141386866,3,New York,True,False,6023,False
15.09,False,0.008361593191036638,2,London,False,False,23323,True
5.83,False,0.003189085995919283,4,Sydney,True,False,10683,False
4.14,False,0.0022717171218331767,1,New York,True,False,6770,False
7.53,False,0.004202994005291419,4,New York,False,False,13499,True
10.19,False,0.005627440260220789,2,London,True,False,31193,False
2.62,False,0.0014496281869688387,4,New York,True,False,5144,False
13.7,False,0.007442133339127695,4,London,True,False,33488,True
19.41,False,0.010118597680177244,0,Tokyo,False,False,25601,False
19.31,False,0.009977007930972124,1,London,True,True,46507,False
9.65,True,0.004838863343479068,1,Sydney,False,False,15654,False
14.93,False,0.007633782940821565,0,New York,False,False,14612,True
22.23,False,0.011272590819658831,1,Tokyo,True,True,24908,False
16.84,False,0.008468694996228312,0,New York,True,True,9412,False
9.23,False,0.004842678531141623,4,Sydney,True,False,18085,False
14.2,False,0.007489135479515632,3,New York,True,False,8721,False
5.29,False,0.0029866251136216075,2,New York,True,False,5921,False
9.69,False,0.005442046973458087,1,New York,True,False,6735,False
15.27,False,0.00879182883858041,0,Tokyo,False,False,23134,False
5.74,False,0.003367319402564795,4,Tokyo,True,False,16256,True
8.51,False,0.004942559444296019,4,Sydney,True,False,14134,False
14.33,False,0.008300173185748955,0,Tokyo,True,False,21338,False
7.51,False,0.004604678255004752,1,New York,True,False,7672,False
26.96,False,0.016232847431705836,2,London,True,False,51765,False
18.34,False,0.010958740402139166,2,Tokyo,True,False,30706,False
9.23,False,0.0055914994668992924,1,Tokyo,True,False,26645,False
5.23,False,0.003200734394124847,4,New York,True,False,8639,True
44.03,False,0.025645356693537114,1,London,True,False,41450,False
6.43,False,0.0036816700925857,1,New York,True,False,10770,True
29.92,False,0.016507221909585444,1,Tokyo,True,False,35528,False
19.54,False,0.010808418840058634,1,Tokyo,True,False,38294,False
5.01,False,0.0027759769942984425,1,New York,True,False,9448,False
18.45,False,0.009959406646082093,4,Tokyo,True,False,32641,True
6.45,False,0.0034288812809662537,3,New York,True,False,9752,True
18.67,False,0.009735011627785716,4,London,True,True,45730,False
18.15,False,0.009473156779439856,2,Tokyo,True,False,33122,True
4.99,False,0.0025777323187709538,1,New York,True,True,7094,False
6.45,True,0.0033625448990975866,4,New York,True,False,12398,False
11.5,False,0.006138309456199159,0,New York,True,True,17561,False
6.47,False,0.003453392544515137,1,New York,True,False,8826,False
19.4,False,0.009755508845329927,0,Sydney,True,True,20895,False
2.49,False,0.001241554685747052,2,New York,True,False,5046,False
17.18,False,0.008500195435226827,2,Sydney,True,True,20384,False
20.88,False,0.010205976948569305,3,Tokyo,True,True,30745,False
17.15,False,0.008590118608751402,2,London,False,False,45367,False
28.25,False,0.014087386677570887,0,Tokyo,True,True,25680,False
5.7,False,0.002800404830452683,3,New York,True,False,6237,False
2.1,False,0.001058627816706155,3,New York,True,False,4195,False
13.18,False,0.006695555431375636,3,Tokyo,True,False,27922,False
6.18,False,0.003175255613214818,3,New York,True,False,5788,True
8.83,False,0.004492655551202536,0,Tokyo,True,True,21858,False
26.82,False,0.013682207518582193,3,London,True,False,47737,False
13.13,False,0.006804095931015899,4,Tokyo,True,False,23386,False
10.43,False,0.005426469517080632,0,Tokyo,True,True,21659,False
12.04,False,0.006251298026998961,0,London,False,False,46606,True
8.43,False,0.004283797792548325,0,Tokyo,True,True,23204,False
10.09,False,0.005115361801580743,2,Tokyo,True,True,20113,False
4.57,False,0.002400991919637697,2,Sydney,True,False,12010,True
17.41,False,0.009065914037846675,2,London,True,False,56775,False
20.94,False,0.010806514873149887,1,London,True,False,63199,False
9.81,False,0.005041602211932306,2,Tokyo,True,False,30448,False
2.95,False,0.001516280743234561,3,New York,True,False,4296,False
14.78,False,0.007592257746363113,2,London,True,False,39732,False
4.12,False,0.0021417060872277382,4,New York,True,False,4127,True
4.45,False,0.0024374079125381357,3,New York,True,False,5721,False
3.71,True,0.0019811497076335674,4,New York,True,False,6231,True
5.57,True,0.0028824110825342447,4,New York,True,True,21673,False
6.69,False,0.003361944198761759,4,Sydney,True,False,14271,False
12.58,False,0.00632040112943257,1,New York,True,True,16266,True
32.49,False,0.015713263174185563,4,London,True,True,22274,False
48.11,False,0.023725336450026877,2,New York,True,True,18631,False
11.13,False,0.005392180611404487,1,New York,True,True,15698,False
10.63,True,0.005091410699146962,3,New York,True,True,16774,False
15.94,True,0.007853532118679975,3,New York,False,False,80602,True
18.79,True,0.009135950133951796,4,Tokyo,True,True,155704,False
6.39,True,0.0031759285490628774,3,New York,True,False,17240,True
6.36,False,0.0031377347134103626,1,Tokyo,True,False,25513,False
8.64,False,0.004310925501818672,3,Tokyo,True,False,34884,True
11.77,False,0.0057805171524691204,2,Tokyo,True,False,33935,True
4.07,False,0.0018726936420440429,1,Sydney,False,False,6143,True
21.51,False,0.009430033187053103,1,New York,True,True,12619,True
8.71,False,0.003674981435225816,3,New York,True,False,6756,True
17.75,False,0.007562298427467972,3,New York,True,True,9055,True
8.43,False,0.003595189355168884,1,Sydney,True,False,9510,True
18.54,False,0.007808715942163275,2,Tokyo,True,True,12886,False
10.02,False,0.004183454063419827,3,New York,True,True,5812,False
9.04,False,0.0039016642497065115,1,New York,False,False,10397,True
25.9,False,0.011079976898889862,2,Tokyo,True,True,16134,False
17.0,False,0.007293726965766678,1,London,True,False,19933,False
11.11,False,0.004745956752415696,3,Sydney,True,True,13429,False
20.09,False,0.008312232097049137,4,London,True,False,19888,True
31.13,True,0.012490621000132408,4,Tokyo,True,True,33193,False
18.45,False,0.007302361294714594,3,London,True,False,47807,False
22.7,False,0.009020249864894936,3,Tokyo,True,True,34506,False
22.66,False,0.008760806025083896,3,Tokyo,True,False,41951,True
13.31,False,0.005045202130280689,1,Sydney,True,True,33294,False
13.12,False,0.004958296643701791,4,Sydney,True,False,15389,True
18.77,False,0.0070526790411061845,4,London,True,True,19043,False
13.94,False,0.005201356680982212,2,Tokyo,True,True,16939,True
12.06,False,0.004404851911508498,3,Tokyo,True,False,17789,False
8.83,False,0.003213772269840403,4,New York,True,False,10753,False
6.32,False,0.0022982737491317835,4,New York,True,False,11023,False
25.21,True,0.009388989445301036,3,Tokyo,True,False,18500,True
16.01,False,0.005939616985598006,1,London,True,True,19969,False
5.15,False,0.0019671354687893906,1,New York,True,False,6556,False
23.01,False,0.008636317573273582,1,Tokyo,True,True,15233,False
9.99,False,0.003728474497831588,2,Sydney,True,False,11553,True
13.92,False,0.005141217271830783,0,Sydney,True,True,12196,True
18.69,False,0.006774389978687313,3,London,True,False,20903,True
11.27,False,0.004083348128072928,1,London,True,False,19735,False
12.07,False,0.004332360616078191,3,Tokyo,True,True,15993,True
16.61,False,0.00580643357034489,2,Sydney,True,True,12450,False
24.42,True,0.008411176324708605,0,Tokyo,True,True,17254,True
28.07,True,0.009560822087644843,1,New York,True,True,10409,False
10.22,False,0.0034608169153352796,0,New York,False,False,11969,False
9.98,True,0.003338797631394065,3,New York,True,True,8813,False
16.31,False,0.00535575900069615,2,Sydney,True,True,10467,False
39.22,False,0.012586891917045899,0,Sydney,True,True,13879,False
47.39,True,0.01531278273232519,2,London,True,True,18050,True
14.55,True,0.004493042731769981,4,New York,False,False,17116,False
22.67,False,0.007012757216922183,1,Sydney,True,False,13031,True
19.8,True,0.005910730064719509,3,New York,False,False,14649,False
17.78,False,0.005485284136484235,4,New York,False,False,16690,True
28.83,True,0.008781869688385268,0,Tokyo,True,True,15093,True
40.21,True,0.012102623990946358,0,Tokyo,True,True,17423,True
10.14,True,0.003180797269658833,3,New York,True,False,7479,False
29.98,False,0.00923914215890215,0,Tokyo,False,False,17495,False
15.61,False,0.004724290297197506,2,New York,True,True,10838,False
27.74,False,0.008345944514812999,2,Tokyo,True,False,16156,False
34.8,True,0.01026463890888068,3,Tokyo,True,True,18823,True
12.4,False,0.0037408214119790755,1,New York,True,True,7831,True
8.92,False,0.002684281006906306,1,Sydney,True,True,12660,True
24.22,False,0.007214753605142671,4,Tokyo,True,True,16049,False
28.65,False,0.008578049773647272,3,London,False,False,20142,False
27.78,False,0.008092118486325253,1,London,True,True,22138,False
52.43,True,0.015673109690842457,4,Tokyo,True,True,13921,False
18.55,False,0.005523808956610555,0,Sydney,True,True,11944,False
35.69,False,0.010346786958815786,4,London,True,True,21362,True
50.41,True,0.014285592833682371,1,London,True,True,22104,True
23.1,False,0.006465987784601433,2,London,True,True,21502,False
19.36,False,0.005295448266807441,4,Sydney,True,False,14467,False
17.02,False,0.004618498960702056,4,New York,True,False,13663,True
30.75,True,0.008260178151224387,0,Tokyo,True,True,18538,True
32.01,False,0.008479043438873275,1,Tokyo,True,True,16843,False
29.67,True,0.007833766782399769,0,New York,True,True,12138,True
29.2,True,0.007550604565529939,1,Sydney,True,True,17236,False
21.64,False,0.005598139472315855,4,Tokyo,True,False,14809,True
40.49,True,0.010275919477803607,0,Sydney,True,True,17046,True
28.88,False,0.007256244943492746,1,Tokyo,True,True,16512,True
24.35,True,0.005969322340954945,0,Tokyo,True,True,21915,True
46.89,True,0.01124457735113345,1,Sydney,True,True,22890,False
69.61,True,0.017275096165777392,2,Tokyo,True,False,20716,False
