noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,False,False,3149,London,0,16.12
False,False,False,944,New York,2,1.1
False,False,False,1272,Tokyo,4,21.92
False,True,False,1257,Sydney,4,5.93
False,False,False,889,Sydney,1,4.9
False,False,False,355,New York,4,3.49
False,False,False,2524,New York,0,0.81
False,False,False,3373,London,2,1.2
False,False,False,3037,London,0,59.11
False,True,False,3377,Tokyo,2,13.24
False,False,False,2608,Tokyo,1,2.57
False,False,False,1323,New York,4,182.05
False,False,False,2057,Tokyo,1,2.09
False,False,False,3035,London,0,2.38
False,False,False,2316,Sydney,3,1.84
False,False,False,2625,Tokyo,4,2.68
False,False,False,2640,Tokyo,2,17.73
False,False,False,3052,Sydney,1,5.35
False,True,False,523,New York,4,3.92
False,False,False,2513,New York,0,1.42
False,False,False,2200,Tokyo,1,2.38
False,True,True,1218,New York,0,1.26
False,False,False,3533,Tokyo,1,1.81
False,False,False,971,New York,4,2.77
False,False,False,5200,Tokyo,2,2.45
False,False,False,3088,Sydney,0,1.55
False,False,False,2580,Tokyo,0,2.99
False,False,False,9769,London,3,6.43
True,True,True,5785,Sydney,0,7.59
False,False,False,1100,Sydney,2,1.1
False,False,False,4782,Tokyo,1,3.67
False,True,False,829,New York,2,1.34
False,False,False,3202,Tokyo,2,1.51
False,False,False,2518,Tokyo,2,2.39
False,False,False,5476,Tokyo,4,1.51
False,False,False,14378,London,2,6.34
False,False,False,1119,Sydney,4,2.37
False,False,False,4561,New York,3,1.09
False,False,False,5702,New York,4,1.52
False,False,False,3128,Tokyo,0,4.86
False,True,False,3151,Sydney,4,2.65
False,True,False,4390,Sydney,0,117.99
True,False,False,2292,Sydney,4,52.82
True,False,False,3638,Tokyo,4,8.44
True,False,False,1482,New York,4,28.15
False,True,False,2335,Sydney,0,154.1
False,False,False,1840,New York,4,1.4
False,True,False,4058,Tokyo,3,31.5
False,False,False,1625,Sydney,2,3.65
False,False,False,3070,Tokyo,0,1.66
False,True,False,4201,London,1,5.75
False,False,False,2616,Tokyo,0,72.84
False,False,False,7464,Sydney,4,2.83
False,False,False,3131,Tokyo,1,2.5
False,False,False,1821,Sydney,1,2.1
False,False,False,3434,Tokyo,3,7.66
False,True,False,1157,New York,3,8.63
False,False,False,3226,Tokyo,3,3.57
False,False,False,4615,London,4,21.4
False,False,False,3287,New York,4,2.08
False,False,False,1418,Sydney,1,1.22
False,False,False,2211,New York,4,1.89
False,False,False,4115,London,3,35.13
False,True,False,844,New York,3,1.84
False,False,False,3061,Tokyo,4,3.31
True,False,False,1384,New York,3,324.59
True,False,False,1958,Sydney,1,10.43
True,False,False,4392,London,0,54.18
True,False,False,2203,New York,1,7.09
True,False,False,2758,London,3,22.12
True,False,False,1890,New York,4,1180.53
True,False,False,3970,London,1,1140.02
True,False,False,1538,New York,0,10.64
False,False,False,2605,Tokyo,4,3.55
False,False,False,3733,London,0,14.9
False,False,False,3592,London,0,8.54
False,False,False,2439,London,0,7.55
False,True,False,2870,Tokyo,3,2.29
False,True,False,2723,Sydney,2,3.12
False,False,False,2037,New York,2,1105.67
False,False,False,2965,New York,3,1.27
False,False,False,2330,New York,3,19.0
False,False,False,3557,London,0,5.01
False,False,False,2925,London,4,1052.79
False,False,False,2135,New York,1,10.7
False,False,False,3624,Sydney,1,3.8
False,True,False,2505,Sydney,4,20.06
False,False,False,2828,Tokyo,4,4.91
False,True,False,2159,New York,2,5.26
True,False,False,3773,Tokyo,0,7.99
False,False,False,3971,London,1,7.2
True,False,False,4583,London,0,6.98
True,False,False,3357,Sydney,3,12.33
True,False,False,3832,London,3,35.81
