noisy_day,highest_of_day,highest_of_week,total_volume,session,day_of_week,maximum_movement
False,False,False,1896,Tokyo,3,2.7
False,False,False,2321,London,0,4.79
False,False,False,3976,London,0,1.43
False,True,False,4497,New York,1,1.77
False,False,False,1056,New York,0,16.58
False,False,False,4194,London,3,3.4
False,False,False,1207,New York,3,1.79
False,False,False,1681,Tokyo,4,145.73
False,False,False,3447,London,1,6.84
False,False,False,7830,London,1,2.27
False,True,False,673,New York,3,0.71
False,False,False,2595,London,3,6.81
False,False,False,5440,London,3,10.81
False,False,False,2678,London,0,1.08
False,False,False,1998,Sydney,4,1.74
False,False,False,6601,London,0,15.44
False,True,False,2856,Sydney,2,2.84
False,False,False,3560,London,1,1.41
False,False,False,2770,Tokyo,1,2.96
False,False,False,2042,Sydney,3,1.71
False,False,False,2363,New York,3,2.44
False,False,False,8461,London,3,1.73
False,False,False,1650,New York,2,2.77
True,False,False,15892,New York,0,2.74
False,False,False,10458,London,1,12.23
False,True,False,8855,Sydney,2,1.21
False,False,False,2179,New York,1,0.63
False,False,False,3534,Sydney,0,1.7
False,False,False,14131,London,4,2.2
False,True,False,3004,Sydney,1,1.61
False,False,False,1079,New York,0,0.73
False,False,False,3982,London,0,1.57
False,True,False,1189,New York,2,1.25
False,False,False,6951,Tokyo,1,2.32
False,False,False,8377,London,3,2.91
False,False,False,2909,London,2,1.12
False,False,False,1084,New York,1,0.56
False,False,False,929,New York,4,2.08
False,False,False,454,New York,0,0.87
False,True,False,1205,London,2,15.57
False,False,False,668,New York,2,3.84
False,False,False,474,New York,4,0.77
False,True,False,1175,New York,0,1.08
False,False,False,987,New York,4,4.9
False,False,False,3455,New York,3,4.66
False,True,False,1102,Sydney,2,2.85
False,False,False,7012,London,3,18.42
False,False,False,4028,Tokyo,1,26.03
False,False,False,2983,Tokyo,1,3.2
False,False,False,1150,New York,4,7.64
False,False,False,1211,Sydney,2,4.5
False,False,False,4228,London,4,2.52
False,False,False,4316,London,3,8.03
False,False,False,1318,New York,4,45.52
False,False,False,7933,London,1,96.74
False,False,False,1962,New York,4,29.38
True,False,False,3823,New York,0,8.46
False,False,False,3034,Sydney,1,13.11
False,False,False,3589,Tokyo,3,4.5
False,False,False,2082,London,4,9.01
False,False,False,10071,London,1,10.5
False,False,False,3288,Tokyo,3,6.48
False,True,False,2355,Sydney,4,6.56
False,False,False,3034,Tokyo,3,5.25
False,False,False,6304,London,1,15.62
False,False,False,6764,London,3,3.61
False,False,False,2541,Tokyo,4,12.27
False,False,False,2344,Tokyo,4,15.29
False,False,False,1823,New York,4,9.88
False,False,False,4156,Tokyo,2,49.47
False,False,False,2057,New York,3,11.62
False,False,False,1543,New York,0,2.62
False,True,False,1241,New York,3,3.72
False,False,False,3231,Sydney,0,7.35
False,False,False,11912,London,3,7.97
False,False,False,4151,Sydney,2,5.34
False,False,False,3686,New York,3,1.43
False,False,False,3139,New York,2,2.21
False,False,False,6358,London,3,11.91
False,False,False,753,New York,3,1.84
False,False,False,1784,London,1,15.37
False,False,False,4729,London,0,14.11
False,False,False,6043,London,0,5.0
False,False,False,2015,Sydney,3,2.91
False,False,False,1138,New York,4,5.34
False,False,False,1192,New York,4,5.47
False,False,False,3394,New York,4,14.86
False,False,False,1867,New York,2,0.85
False,False,False,6354,London,2,4.8
False,False,False,4096,Tokyo,3,15.42
False,False,False,2361,Sydney,2,1.73
False,True,False,5765,Sydney,1,3.11
False,False,False,874,New York,0,1.22
False,False,False,832,New York,0,4.36
False,False,False,6008,London,1,4.49
False,False,False,1741,New York,4,51.41
False,False,False,4120,London,0,16.12
False,True,False,437,Tokyo,3,5.09
False,False,False,532,New York,4,5.56
False,False,False,3651,London,2,3.69
False,False,False,3498,London,3,1.9
False,False,False,4115,London,0,59.11
False,False,False,3353,New York,2,3.28
False,False,False,3186,Tokyo,2,0.95
False,False,False,4303,Tokyo,3,10.78
False,True,False,818,New York,4,3.92
False,True,False,594,Sydney,1,2.05
False,False,False,3325,New York,0,8.37
False,True,False,2965,Sydney,1,10.44
False,False,False,3827,Tokyo,2,2.64
False,False,False,2146,Sydney,3,2.43
False,False,False,6562,London,3,4.6
False,False,False,5410,New York,2,2.08
True,True,False,7528,Sydney,0,7.59
False,False,False,1116,New York,4,1.94
False,True,False,5094,New York,4,3.45
False,False,False,6817,Tokyo,3,5.25
False,False,False,5559,New York,2,28.29
False,False,False,1012,New York,3,2.35
False,False,False,1394,New York,0,1.53
False,False,False,5935,London,0,10.47
False,False,False,3442,Tokyo,2,2.39
False,False,False,1818,New York,1,2458.48
False,False,False,3049,Tokyo,4,8.82
True,False,False,33869,London,0,24.46
False,False,False,1552,New York,2,2.27
False,False,False,7898,New York,4,1.52
False,False,False,12383,London,4,14.61
False,False,False,2338,New York,1,1.49
False,False,False,2390,New York,3,32.73
False,True,False,5116,Sydney,0,117.99
False,False,False,3863,New York,0,33.15
False,False,False,3051,Sydney,4,52.82
False,False,False,2120,New York,4,28.15
False,False,False,1379,New York,3,2.04
False,True,False,3117,Sydney,0,154.1
False,False,False,4684,London,4,56.74
False,False,False,2241,Sydney,2,3.65
False,True,False,1691,Sydney,3,38.97
False,True,False,931,New York,1,0.8
False,True,False,852,New York,1,9.01
False,True,False,733,New York,2,2.19
False,True,False,949,New York,3,0.65
False,False,False,3480,Sydney,0,4.59
True,False,False,5219,New York,0,2.53
False,True,False,10927,Sydney,3,5.3
False,False,False,9866,Sydney,4,2.83
False,False,False,5922,London,4,3.29
False,False,False,4805,Sydney,3,6.0
False,False,False,2260,Sydney,1,35.05
False,True,False,2854,Sydney,4,3.75
False,False,False,6119,London,4,21.4
False,True,False,1571,Sydney,4,12.13
False,False,False,3842,London,1,2.16
False,False,False,3324,New York,4,4.37
False,False,False,2773,New York,0,2.48
False,False,False,1716,Tokyo,1,2.18
False,True,False,3446,Tokyo,2,6.8
False,False,False,2990,Sydney,3,2.94
False,False,False,4126,London,2,8.46
False,True,False,5420,London,3,49.91
False,False,False,1999,New York,3,324.59
False,False,False,3846,Sydney,4,39.46
False,False,False,3784,London,3,6.66
False,True,False,3888,Sydney,1,7.74
False,True,False,3580,Sydney,2,8.44
False,False,False,3271,Sydney,0,94.6
False,False,False,4133,Tokyo,1,5.2
False,False,False,3177,New York,3,11.97
False,True,False,4010,London,4,1052.79
False,False,False,3263,Sydney,2,21.24
False,True,False,2994,New York,2,5.26
False,True,False,4544,Sydney,4,11.36
False,False,False,4417,Tokyo,3,27.24
