candle_size,gap_size,noisy_day,percentage,day_of_week,session,entry_day_of_week,entry_session,lowest_of_day,lowest_of_week,total_volume,success
3.15,0.5299999999999727,False,0.0017550995392167242,1,New York,2,New York,False,False,1247,False
3.63,0.7200000000000273,False,0.0020174848688634833,2,Sydney,2,Tokyo,False,False,1537,False
3.74,0.9700000000000273,False,0.0020800080085869852,2,Sydney,2,Sydney,False,False,1400,True
1.58,0.2300000000000182,False,0.0008789203742643214,2,Tokyo,2,Tokyo,False,False,806,True
1.83,0.2599999999999909,False,0.0010177975528364851,2,Tokyo,2,Tokyo,False,False,1839,True
3.39,0.05999999999994543,False,0.0018847259363863299,2,London,2,London,False,False,2121,False
5.13,0.009999999999990905,False,0.0028520439648414696,2,London,3,London,False,False,4179,False
15.26,2.339999999999918,False,0.008509926388579076,2,London,2,London,True,True,7879,True
2.15,0.2400000000000091,False,0.0011995023460034254,2,New York,3,Tokyo,False,False,961,True
2.09,0.6099999999999,False,0.0011666266627220916,2,New York,3,Tokyo,False,False,901,False
2.85,0.30999999999994543,False,0.001591343093570974,2,New York,3,Tokyo,False,False,868,True
2.39,0.900000000000091,False,0.0013353074279967595,2,New York,2,New York,False,False,735,True
2.0,0.2999999999999545,False,0.0011175869063518053,3,Sydney,3,Sydney,True,False,611,False
2.85,0.37999999999988177,False,0.0015940043066081267,3,Sydney,3,Sydney,True,False,1684,False
2.62,0.4800000000000182,False,0.0014648492099878117,3,Sydney,3,Tokyo,False,False,849,True
2.11,0.06999999999993634,False,0.0011758674111969326,3,Tokyo,3,Tokyo,False,False,1615,True
8.81,1.7999999999999545,False,0.004908296748601609,3,London,3,London,False,False,5992,False
10.5,0.8600000000001273,False,0.005848409232688709,3,London,3,New York,False,False,6516,False
10.78,3.589999999999918,False,0.006021000893655049,3,London,3,London,False,False,7063,False
3.03,0.009999999999990905,False,0.0016861248066243001,3,New York,4,Sydney,False,False,2049,False
3.42,0.12000000000011823,False,0.0019052818647249876,3,New York,3,New York,False,False,1472,False
1.89,0.30999999999994543,False,0.0010538347876996848,4,New York,4,New York,True,False,667,False
3.27,0.6100000000001273,False,0.001815869701630951,4,Tokyo,1,London,False,False,1335,False
4.83,1.3900000000001,False,0.0026843175831138084,4,Tokyo,4,London,False,False,1324,True
6.2,1.509999999999991,False,0.0034491966709688906,4,Tokyo,4,London,False,False,1725,False
3.71,0.5199999999999818,False,0.0020673245699574833,4,Tokyo,4,London,False,False,2041,False
5.66,1.0800000000001546,False,0.0031565445318164076,4,London,4,London,False,False,4062,True
2.64,0.5199999999999818,False,0.0014739216364996594,4,New York,4,New York,False,False,1377,True
2.82,0.7000000000000455,False,0.0015756830753757612,4,New York,4,New York,True,False,1374,False
2.7,0.8199999999999363,False,0.0015086748805632386,4,New York,0,Sydney,True,False,997,True
1.95,0.07000000000016371,False,0.001091165476643463,0,Sydney,0,Sydney,True,True,1016,True
3.54,0.33999999999991815,False,0.0019783388659759247,0,Tokyo,0,Tokyo,False,False,1471,False
2.56,0.7699999999999818,False,0.0014311430136741243,0,Tokyo,0,London,False,False,827,False
3.03,1.0300000000002,False,0.0016888690708433197,0,London,0,London,False,False,1493,True
2.48,0.42000000000007276,False,0.0013838667916610866,0,New York,0,New York,False,False,981,False
0.81,0.20000000000004547,False,0.00045175431258052105,1,New York,1,Sydney,True,False,375,True
3.04,0.9300000000000637,False,0.0016971578189288925,1,Sydney,1,Sydney,True,False,1282,True
2.51,0.07000000000016371,False,0.0014029478673515585,1,Tokyo,1,London,True,False,1725,True
2.82,0.7999999999999545,False,0.001562577921106438,1,London,1,London,False,False,1779,True
3.67,1.4600000000000364,False,0.002034424457440616,1,New York,1,New York,False,False,1574,True
1.54,0.6800000000000637,False,0.0008535449829291003,2,New York,2,New York,True,False,350,True
1.86,0.37000000000011823,False,0.0010308706977775316,2,New York,2,Sydney,True,False,574,True
2.04,0.049999999999954525,False,0.0011312468114366835,2,Sydney,2,Sydney,False,False,1523,True
3.8,0.6099999999999,False,0.0021100795166807337,2,Tokyo,2,Tokyo,True,False,2512,True
11.94,1.1000000000001364,False,0.006625750529949058,2,London,4,London,True,False,6805,False
11.86,3.060000000000173,False,0.006599631622585653,2,London,2,London,True,False,7524,True
6.04,0.2899999999999636,False,0.0033649212530431926,2,London,2,London,True,False,6504,True
2.12,0.01999999999998181,False,0.0011822374401213467,2,London,2,London,False,False,1644,True
1.84,0.849999999999909,False,0.0010263847827299605,2,New York,2,New York,False,False,786,True
3.01,0.07000000000016371,False,0.0016793407611151714,2,New York,2,New York,True,False,1082,False
2.79,0.7699999999999818,False,0.001554845936502098,3,Sydney,2,London,False,False,1145,True
2.44,0.09999999999990905,False,0.0013608781010173122,3,Sydney,2,London,False,False,1191,True
3.25,0.41000000000008185,False,0.0018132619187100736,3,Sydney,3,Tokyo,False,False,1057,True
3.2,0.4700000000000273,False,0.0017862326121419162,3,Sydney,3,Sydney,True,False,940,False
6.41,3.8299999999999272,False,0.0035852518066089444,3,Tokyo,2,London,True,False,2881,False
8.14,0.4500000000000455,False,0.004555247768544168,3,Tokyo,3,Tokyo,True,False,3900,True
2.15,0.2300000000000182,False,0.0012052447768054848,3,Tokyo,2,New York,True,False,2581,True
6.21,0.4399999999998272,False,0.003484085974450036,3,Tokyo,2,New York,True,True,3941,False
8.27,2.4300000000000637,False,0.004648548382563728,3,Tokyo,3,Tokyo,True,True,4484,True
7.4,1.7899999999999636,False,0.004164439066940544,3,London,1,London,True,True,3546,False
7.76,0.5899999999999181,False,0.004371387690262396,3,London,1,London,True,True,4690,True
7.87,0.8300000000001546,False,0.0044454737508049305,3,London,1,London,True,True,6977,True
11.32,0.05999999999994543,False,0.00640130288002081,3,London,1,London,True,True,9619,True
9.83,3.2000000000000455,False,0.0055722148845593535,3,London,4,Tokyo,True,True,9842,True
11.31,0.9600000000000364,False,0.006434362110652824,3,London,3,London,True,True,9034,True
15.7,3.25,False,0.00895244937874563,3,London,3,London,True,True,10199,True
2.11,0.17000000000007276,False,0.0012030538181279115,3,New York,4,Sydney,False,False,1141,False
4.31,0.8100000000001728,False,0.002446639418710263,4,Tokyo,4,Tokyo,False,False,3335,False
4.53,0.10999999999989996,False,0.0025666885751195524,4,Tokyo,0,London,False,False,2613,True
4.1,0.8399999999999181,False,0.002325251665957748,4,Tokyo,4,London,False,False,2656,True
4.94,0.7100000000000364,False,0.0028038709311235355,4,London,4,London,False,False,3085,True
3.57,0.4199999999998454,False,0.002028466717804483,4,London,4,London,False,False,3023,True
10.76,1.1299999999998818,False,0.006128539858291755,4,London,4,London,True,False,7042,True
3.13,0.049999999999954525,False,0.0017858263583406077,4,New York,4,New York,False,False,2602,False
2.59,0.4700000000000273,False,0.0014775009127418765,0,Sydney,0,Sydney,False,False,1421,True
4.68,1.0,False,0.002673598217601188,0,Sydney,0,Tokyo,True,True,2086,False
9.92,1.1900000000000546,False,0.005671163960667734,0,Sydney,0,Sydney,True,True,2973,True
3.59,0.9900000000000091,False,0.002054833724457673,0,Sydney,0,Sydney,False,False,1932,False
3.13,0.1799999999998363,False,0.0017922788854659352,0,Sydney,0,Sydney,False,False,2231,False
4.41,1.240000000000009,False,0.0025091461506511832,0,London,0,London,False,False,2857,True
5.56,0.22999999999979082,False,0.003151248597240957,0,London,0,New York,False,False,4559,True
4.78,0.75,False,0.002712133677551136,0,London,0,London,False,False,3878,True
2.95,0.19000000000005457,False,0.0016731987589969884,0,New York,0,New York,False,False,2631,False
2.92,1.0399999999999636,False,0.0016576498839077393,0,New York,0,New York,False,False,2516,False
3.06,0.6299999999998818,False,0.0017350282934352425,1,Sydney,1,Sydney,True,False,1922,False
2.56,1.1399999999998727,False,0.0014510826436911915,1,Sydney,1,Tokyo,False,False,1236,False
3.13,0.03999999999996362,False,0.0017745574945289202,1,Sydney,1,Tokyo,True,False,1188,False
2.06,0.08999999999991815,False,0.0011681646771952705,1,Sydney,1,Tokyo,True,False,1308,True
1.94,0.09999999999990905,False,0.0011008903592647867,1,Sydney,1,Sydney,True,False,1097,True
1.83,0.2799999999999727,False,0.0010390111793060768,1,Sydney,1,Tokyo,True,False,1071,False
6.09,2.019999999999982,False,0.0034252931747236984,1,London,1,New York,False,False,3383,True
1.41,0.009999999999990905,False,0.0007942767012167642,1,New York,1,New York,False,False,1623,True
2.76,0.44000000000005457,False,0.001556279814599709,2,Sydney,2,Sydney,True,False,1395,False
1.82,0.10999999999989996,False,0.0010242269056529446,2,Sydney,2,Tokyo,False,False,1293,True
6.3,1.259999999999991,False,0.0035480364715622056,2,Tokyo,2,Tokyo,False,False,2606,False
3.25,0.25,False,0.0018291516113418656,2,New York,2,New York,False,False,1867,False
21.32,9.230000000000018,False,0.012026105448412408,2,New York,2,New York,True,False,12472,True
3.34,0.35999999999989996,False,0.0018907872241658457,3,Sydney,3,Tokyo,True,False,1821,True
5.36,1.5899999999999181,False,0.0030398239624332205,3,Sydney,3,Sydney,True,False,3321,True
11.26,0.33999999999991815,False,0.00636438656583127,3,London,0,London,False,False,6238,True
17.09,2.8599999999999,False,0.009685792659427353,3,London,0,New York,True,False,8685,True
8.84,0.8000000000001819,False,0.0050403973019049735,3,London,3,London,True,False,8638,True
2.21,0.10999999999989996,False,0.001262539704302918,3,London,3,New York,False,False,1692,True
2.76,0.5,False,0.0015764222069910897,3,New York,3,New York,False,False,1627,True
2.38,0.5800000000001546,False,0.0013609020836668879,3,New York,4,Sydney,False,False,1656,True
11.41,0.6600000000000819,False,0.006530822505866865,3,New York,4,Sydney,True,True,1781,True
2.14,0.21000000000003638,False,0.0012215169642449428,4,Sydney,4,Tokyo,False,False,1567,False
3.24,0.7599999999999909,False,0.0018468694422910303,4,Tokyo,4,Tokyo,False,False,3831,True
5.63,0.5900000000001455,False,0.0032101172861679866,4,London,4,London,False,False,3224,True
4.69,0.5699999999999363,False,0.0026776895364571144,4,London,4,London,False,False,3831,False
7.06,1.3099999999999454,False,0.004040172823256746,4,New York,4,New York,False,False,2523,False
6.07,4.179999999999836,False,0.0034741698050572926,4,New York,4,New York,False,False,938,False
1.54,0.14000000000010004,False,0.0008801207022677396,0,New York,0,Sydney,True,True,464,True
2.16,0.14000000000010004,False,0.0012348149206802916,0,Sydney,0,Sydney,True,True,469,True
6.87,0.8799999999998818,False,0.003909050561605954,0,Tokyo,0,London,False,False,3452,True
5.28,1.6499999999998636,False,0.0030082727500626723,0,Tokyo,0,London,False,False,3595,True
5.07,1.599999999999909,False,0.002893918205428237,0,Tokyo,0,Tokyo,False,False,3981,True
5.0,1.0699999999999363,False,0.002857191837574358,0,Tokyo,0,London,True,True,3486,True
6.73,0.8700000000001182,False,0.0038487713097831995,0,Tokyo,0,Tokyo,True,True,3991,False
6.68,0.13999999999987267,False,0.003811849831377002,0,London,0,London,False,False,5249,True
2.43,0.15000000000009095,False,0.0013863611727588589,0,New York,1,Sydney,False,False,2694,False
1.17,0.4499999999998181,False,0.0006683231942421385,1,Sydney,1,Sydney,True,False,651,False
1.89,0.5299999999999727,False,0.0010799444599992,1,Sydney,1,Sydney,True,False,1397,True
3.74,0.07999999999992724,False,0.002137594805758932,1,Sydney,1,Sydney,True,False,2039,True
3.67,1.2799999999999727,False,0.0020961965741179696,1,Sydney,1,Sydney,False,False,1493,True
4.39,1.5899999999999181,False,0.002510106179206715,1,Tokyo,3,London,False,False,2531,True
7.12,2.740000000000009,False,0.004081890052686193,1,Tokyo,1,Tokyo,True,True,5126,True
8.23,1.5399999999999636,False,0.0047376995388946136,1,Tokyo,1,London,True,True,3726,True
7.7,2.4600000000000364,False,0.004439242907300537,1,London,1,London,True,True,4439,False
10.16,1.9800000000000182,False,0.005867778618415353,1,London,1,London,True,True,7834,False
3.77,1.4300000000000637,False,0.0021727603854488453,1,New York,1,New York,False,False,2551,True
2.05,0.33999999999991815,False,0.0011822444189412856,1,New York,1,New York,False,False,2192,True
2.31,0.709999999999809,False,0.0013278609367455335,2,Sydney,2,Tokyo,False,False,1363,True
2.72,0.08999999999991815,False,0.0015639734124519883,2,Sydney,2,Tokyo,False,False,1494,False
1.96,0.03000000000020009,False,0.0011273373557036943,2,Sydney,2,Tokyo,False,False,1321,False
4.46,1.0900000000001455,False,0.0025579554709276317,2,London,2,London,False,False,2747,True
6.55,1.7899999999999636,False,0.003764778912639886,2,London,2,London,False,False,4855,True
13.68,5.5499999999999545,False,0.00790175941222,2,London,2,London,True,True,9420,True
4.72,1.2899999999999636,False,0.0027307861424174396,2,London,3,Sydney,False,False,3819,False
3.97,0.029999999999972715,False,0.0022992100447100793,2,London,3,New York,True,True,3390,False
2.74,0.36999999999989086,False,0.0015808725955158607,3,Sydney,3,Tokyo,False,False,974,True
2.58,0.38000000000010914,False,0.0014891602982938148,3,Sydney,3,Sydney,False,False,1035,True
3.63,0.36999999999989086,False,0.002097405111197139,3,Tokyo,3,Tokyo,False,False,3708,True
3.52,0.6099999999999,False,0.0020347996994045897,3,Tokyo,3,London,False,False,2621,False
5.47,1.1599999999998545,False,0.003167048796868848,3,Tokyo,3,London,True,False,3532,True
5.51,0.2400000000000091,False,0.003192296773520738,3,Tokyo,3,London,True,False,3786,True
4.15,0.9700000000000273,False,0.0023632046193532226,3,New York,3,New York,False,False,3485,True
2.19,0.37999999999988177,False,0.0012470105910488555,3,New York,3,New York,False,False,2204,False
2.09,0.8799999999998818,False,0.0011900830211026203,4,New York,4,New York,True,False,620,True
1.65,0.3999999999998636,False,0.0009402245142173342,4,Sydney,4,Sydney,True,False,683,True
2.28,0.09999999999990905,False,0.0012989824637367395,4,Sydney,4,Tokyo,False,False,1062,True
3.47,0.37000000000011823,False,0.0019776361833331434,4,Sydney,4,Tokyo,False,False,1168,True
3.21,0.4900000000000091,False,0.0018299565599096993,4,Sydney,4,Sydney,False,False,1387,True
3.17,0.5899999999999181,False,0.0018088961168649604,4,Tokyo,4,Tokyo,False,False,1552,True
4.16,0.5799999999999272,False,0.002370356864063453,4,Tokyo,4,Tokyo,False,False,4276,True
8.46,0.03999999999996362,False,0.004809687597714546,4,London,4,London,False,False,6823,False
4.6,0.5499999999999545,False,0.002613309699923873,4,New York,4,New York,False,False,3078,True
3.13,0.33999999999991815,False,0.001779440357479903,4,New York,4,New York,False,False,3482,False
3.77,1.3299999999999272,False,0.0021390192284778922,0,Sydney,0,Tokyo,False,False,1913,True
4.41,0.4600000000000364,False,0.0025032638928307884,0,Sydney,0,Sydney,True,True,1937,True
3.22,0.6800000000000637,False,0.0018290154557486183,0,Sydney,0,Sydney,True,True,1741,True
3.25,0.14999999999986358,False,0.0018469372098177499,0,Sydney,0,Sydney,True,True,1730,True
1.92,0.10999999999989996,False,0.0010916037478395342,0,Sydney,0,Sydney,True,True,991,False
5.27,0.3500000000001364,False,0.0029946414669765483,0,Tokyo,0,London,True,True,3339,True
5.37,1.0,False,0.003058870439463416,0,Tokyo,0,London,True,True,5184,True
6.58,0.4700000000000273,False,0.003754186374243315,0,Tokyo,0,London,True,True,4099,False
5.25,0.08999999999991815,False,0.002996968780148079,0,Tokyo,0,Tokyo,True,True,4165,True
8.04,1.1900000000000546,False,0.004586501765574995,0,London,0,London,False,False,5198,False
7.8,1.0799999999999272,False,0.0044188128122910975,0,London,0,London,False,False,7534,False
3.65,0.43000000000006366,False,0.0020647832826094334,0,New York,0,New York,False,False,3105,False
3.74,0.7300000000000182,False,0.0021180681406306632,0,New York,0,New York,False,False,2487,False
