candle_size,gap_size,noisy_day,percentage,day_of_week,session,entry_day_of_week,entry_session,lowest_of_day,lowest_of_week,total_volume,success
1.78,0.12999999999988177,False,0.0010292646540109517,1,New York,1,New York,True,True,1378,True
1.69,0.060000000000172804,False,0.0009772457859889554,2,New York,2,Sydney,True,True,395,True
3.55,0.4199999999998454,False,0.002055397299613238,2,Sydney,2,Sydney,True,True,1450,True
3.72,0.03999999999996362,False,0.002154460950395274,2,Sydney,2,Sydney,True,True,2292,False
2.67,0.8099999999999454,False,0.001540627560499925,2,Sydney,2,Tokyo,False,False,1668,False
2.77,0.049999999999954525,False,0.0015985964669286748,2,Tokyo,2,Tokyo,False,False,1635,True
4.64,0.040000000000190994,False,0.002679618154412996,2,Tokyo,2,Tokyo,False,False,3324,True
1.5,0.17000000000007276,False,0.0008562816824222496,3,New York,3,Sydney,True,False,628,True
4.01,0.39000000000010004,False,0.002284158421481342,3,Tokyo,3,Tokyo,False,False,3162,False
3.75,0.16000000000008185,False,0.002138238547594339,3,Tokyo,3,London,False,False,2137,True
3.46,0.34999999999990905,False,0.001973567879897557,3,Tokyo,3,London,False,False,2195,True
3.39,0.11000000000012733,False,0.0019351303216083846,3,London,3,London,False,False,2332,True
3.02,0.2300000000000182,False,0.001698833879922821,4,London,4,New York,False,False,2700,True
2.51,0.75,False,0.0014126042569476492,4,New York,4,New York,False,False,1772,False
4.99,1.0299999999999727,False,0.0028034495350993008,0,Sydney,0,Sydney,True,True,3194,True
5.07,0.5,False,0.002849627356422622,0,Sydney,0,Sydney,True,True,3368,False
3.39,1.1000000000001364,False,0.0019067760859905393,0,Sydney,0,London,True,True,2591,False
4.0,0.07999999999992724,False,0.0022523790753983895,0,Tokyo,0,Tokyo,True,True,1745,True
4.26,0.5699999999999363,False,0.002400378651280202,0,Tokyo,0,Tokyo,True,True,2411,True
3.59,0.15000000000009095,False,0.0020223984857361756,0,Tokyo,0,Tokyo,False,False,2980,False
3.36,0.19000000000005457,False,0.0018931283946721957,0,London,0,London,False,False,2286,True
3.71,0.4700000000000273,False,0.0020912011724254554,0,London,0,London,False,False,2582,False
3.13,0.05999999999994543,False,0.001752539222163742,1,Sydney,1,Sydney,True,False,3087,True
4.18,0.10000000000013642,False,0.002331236336054968,1,Tokyo,1,Tokyo,False,False,3265,True
4.2,0.03999999999996362,False,0.002341907316229975,1,London,1,London,False,False,2647,True
3.39,0.5399999999999636,False,0.0018910762399379681,1,London,1,London,False,False,2831,True
12.04,2.480000000000018,False,0.006736757292092143,1,London,2,Sydney,True,False,6880,False
2.44,0.31999999999993634,False,0.0013671688957869906,1,New York,1,New York,False,False,2411,True
2.12,0.6100000000001273,False,0.0011887872687612502,1,New York,1,New York,False,False,1855,False
1.36,0.21000000000003638,False,0.0007614483194947567,2,Sydney,2,Sydney,False,False,958,True
2.47,0.06999999999993634,False,0.001379094710864698,2,Sydney,2,Tokyo,False,False,1803,False
6.24,1.550000000000182,False,0.003485390961442863,2,Tokyo,2,London,False,False,2952,True
6.3,2.0499999999999545,False,0.0035235293459658385,2,Tokyo,2,Tokyo,False,False,3037,True
3.66,0.7000000000000455,False,0.002049421290463472,2,London,2,London,True,False,2539,False
4.6,0.19000000000005457,False,0.0025766555011594947,2,London,2,London,True,False,2847,False
6.32,0.05999999999994543,False,0.003544090845366606,2,London,2,London,True,False,6340,False
3.18,0.4800000000000182,False,0.0017846620085865815,2,New York,2,New York,False,False,2022,False
3.46,0.7599999999999909,False,0.0019367261491614984,2,New York,2,New York,False,False,2774,True
2.98,1.199999999999818,False,0.0016686171195636958,3,Sydney,3,Tokyo,True,False,1651,True
2.77,0.029999999999972715,False,0.001552133763672225,3,Sydney,3,Sydney,True,False,2528,True
9.35,2.980000000000018,False,0.005240179567222817,3,London,4,Sydney,False,False,7333,False
3.29,0.2400000000000091,False,0.0018460640679620912,3,London,3,London,False,False,3136,True
2.8,0.5800000000001546,False,0.0015718768771297528,3,New York,3,New York,False,False,2454,True
3.61,1.5800000000001546,False,0.002029115845090214,3,New York,3,New York,False,False,2345,False
4.43,1.5700000000001637,False,0.002491745740689702,3,New York,3,New York,False,False,2728,False
1.41,0.2799999999999727,False,0.0007919880022243068,3,New York,4,New York,False,False,571,False
2.94,0.09000000000014552,False,0.0016485919678804939,4,Sydney,4,Sydney,False,False,3064,True
6.55,1.0499999999999545,False,0.003672636336110706,4,Tokyo,4,Tokyo,False,False,2762,False
7.47,1.0900000000001455,False,0.004188252708067012,4,London,4,London,False,False,4644,False
6.62,0.7599999999999909,False,0.0037146977459303863,4,London,4,London,False,False,7370,True
1.88,0.2599999999999909,False,0.0010554445217938065,4,New York,0,New York,False,False,653,True
3.18,0.4800000000000182,False,0.0017858948006874013,0,New York,0,Sydney,True,True,1160,False
4.12,0.34999999999990905,False,0.002315296127498637,0,New York,0,Sydney,True,True,1148,True
2.97,0.709999999999809,False,0.0016700310951917724,0,Sydney,0,Sydney,True,True,1173,False
1.95,0.31999999999993634,False,0.0010911105266986352,0,Tokyo,0,Tokyo,False,False,1256,True
9.83,2.2200000000000273,False,0.0054624160216051616,0,London,0,London,False,False,7238,False
2.67,0.7899999999999636,False,0.0014803397573795213,0,New York,0,New York,False,False,2151,False
2.18,0.5,False,0.0012084123235884304,0,New York,0,New York,False,False,1412,False
1.13,0.009999999999990905,False,0.0006258758107307238,1,New York,1,Sydney,True,False,545,True
2.58,0.19000000000005457,False,0.00142975893599335,1,Sydney,1,Sydney,True,False,1102,True
2.31,0.3500000000001364,False,0.0012807575875184352,1,Sydney,1,Sydney,True,False,1225,False
2.57,0.13000000000010914,False,0.0014253072452193975,1,Sydney,1,Sydney,True,False,1381,True
3.01,0.7899999999999636,False,0.0016695138996738622,1,Sydney,1,Sydney,False,False,1968,True
1.38,0.2999999999999545,False,0.0007660538236077803,1,Sydney,1,Sydney,True,False,759,True
2.22,0.34999999999990905,False,0.001229317562628746,1,London,1,London,False,False,1956,False
2.03,0.20000000000004547,False,0.0011244232484199914,1,New York,4,London,False,False,1108,True
2.67,1.009999999999991,False,0.0014798802793481874,1,New York,4,Tokyo,False,False,1401,True
1.51,0.5899999999999181,False,0.0008376138544659796,2,New York,2,New York,True,False,312,True
0.88,0.2300000000000182,False,0.0004883246026813461,2,Sydney,2,Sydney,True,False,485,True
8.14,0.7400000000000091,False,0.00452021323856064,2,Sydney,4,Tokyo,True,False,2175,False
8.24,4.130000000000109,False,0.004587258111207607,2,Sydney,2,Sydney,True,False,2657,True
4.18,1.0199999999999818,False,0.002328690807799443,2,Sydney,2,Sydney,True,False,2824,True
3.19,0.18000000000006366,False,0.0017778025468832726,2,Sydney,2,Tokyo,True,False,1271,False
4.8,0.36000000000012733,False,0.00267437778929246,2,Tokyo,2,Tokyo,False,False,2768,True
10.66,0.11999999999989086,False,0.00594315533601686,2,London,3,London,True,False,7873,True
1.6,0.2400000000000091,False,0.0008928671078918291,2,New York,3,Sydney,False,False,919,True
1.7,0.009999999999990905,False,0.0009490473239656779,2,New York,3,New York,False,False,866,True
3.57,0.6299999999998818,False,0.001995071001056214,3,Sydney,3,Sydney,True,False,1597,False
3.08,0.6199999999998909,False,0.0017216995634261822,3,Sydney,3,Sydney,True,False,1647,True
3.08,0.43000000000006366,False,0.0017249780177314299,3,Tokyo,3,Tokyo,True,False,2370,True
2.96,0.4800000000000182,False,0.0016575854132483633,3,Tokyo,3,Tokyo,False,False,2264,True
3.75,0.03999999999996362,False,0.0021008991848511164,3,Tokyo,3,Tokyo,True,False,2356,True
4.09,0.4800000000000182,False,0.002280431776618047,3,London,3,New York,False,False,2736,True
3.22,0.650000000000091,False,0.0017973163053428298,3,New York,3,New York,False,False,1352,True
1.41,0.25,False,0.0007869006161264399,3,New York,4,New York,False,False,517,False
3.91,0.6400000000001,False,0.002169498296583179,4,Tokyo,4,London,False,False,1862,True
6.37,1.8299999999999272,False,0.0035414662893550304,4,Tokyo,4,London,False,False,2062,True
6.78,1.75,False,0.0037746563559534346,4,Tokyo,4,Tokyo,False,False,2267,True
2.38,0.1799999999998363,False,0.0013256025086192012,4,Tokyo,4,London,False,False,1112,True
2.1,0.049999999999954525,False,0.001169909916936396,4,Tokyo,4,London,False,False,1016,False
2.91,0.029999999999972715,False,0.0016215493318770967,4,London,4,London,False,False,1277,False
10.32,3.7899999999999636,False,0.005754079988402629,4,London,4,London,True,False,6968,True
1.77,0.13000000000010914,False,0.0009735705838673305,0,New York,0,Sydney,True,True,657,True
6.85,0.6400000000001,False,0.0037635087989187467,0,Sydney,4,London,True,True,3495,True
5.65,0.9800000000000182,False,0.003108204008207859,0,Sydney,0,Sydney,True,True,3140,True
3.99,0.2899999999999636,False,0.0021978748368119247,0,Sydney,0,Sydney,True,True,1894,True
5.17,0.209999999999809,False,0.002847465095144989,0,Tokyo,0,Tokyo,True,True,2202,True
1.6,0.4800000000000182,False,0.0008843590055382983,0,New York,0,New York,True,True,776,False
2.48,0.07999999999992724,False,0.0013675364492577806,1,London,1,London,False,False,1958,True
11.34,0.029999999999972715,False,0.006263636112568698,1,London,1,London,True,True,6806,False
8.58,2.630000000000109,False,0.004745968968664436,1,London,1,London,False,False,7325,False
1.57,0.049999999999954525,False,0.0008650566694767233,1,New York,1,New York,False,False,1291,True
1.89,0.2599999999999909,False,0.0010423273128360678,2,Sydney,2,Sydney,True,False,995,True
3.44,0.06999999999993634,False,0.001897993864624484,2,Sydney,2,Sydney,True,False,2499,True
5.25,0.20000000000004547,False,0.002894507602906637,2,Tokyo,2,Tokyo,False,False,3163,True
3.46,0.7899999999999636,False,0.0019069244505191684,2,London,2,New York,False,False,1530,True
3.4,0.4199999999998454,False,0.0018749103903122277,2,New York,2,New York,False,False,1455,True
2.64,0.3200000000001637,False,0.0014562946128131862,3,Sydney,3,Tokyo,True,False,930,False
1.21,0.5099999999999909,False,0.0006681280818097989,3,Sydney,3,Tokyo,True,False,274,False
1.9,0.6400000000001,False,0.0010463707456768367,3,Tokyo,3,Tokyo,False,False,913,True
2.9,0.18000000000006366,False,0.0015977961432506887,3,London,3,London,False,False,1157,False
6.84,1.9199999999998454,False,0.003772960450107562,3,London,3,London,True,False,3824,True
5.02,0.900000000000091,False,0.002772699405139988,3,London,3,New York,False,False,2092,True
2.04,0.6099999999999,False,0.0011255110316632736,4,Sydney,4,Tokyo,False,False,526,False
1.8,0.5399999999999636,False,0.0009933939303630856,4,Sydney,4,Sydney,False,False,459,True
1.71,0.13999999999987267,False,0.0009439847195923752,4,Tokyo,4,Tokyo,False,False,426,False
2.76,0.1899999999998272,False,0.0015230527274232263,4,Tokyo,4,Tokyo,False,False,1356,True
6.22,1.8399999999999181,False,0.003399334342567645,4,London,4,London,False,False,3411,False
2.28,0.01999999999998181,False,0.0012462625787796465,4,New York,0,New York,False,False,697,True
1.71,0.1999999999998181,False,0.0009349933566261502,4,New York,0,New York,False,False,714,False
2.01,0.2599999999999909,False,0.001099670645906052,0,Sydney,0,Sydney,True,True,929,True
2.29,0.2999999999999545,False,0.0012532837127845885,0,Sydney,0,Sydney,True,True,1060,True
1.99,0.2300000000000182,False,0.001089449855196238,0,Sydney,0,Sydney,False,False,825,True
2.54,0.08000000000015461,False,0.0013902192058235954,0,Tokyo,1,Sydney,False,False,1906,True
2.49,0.07000000000016371,False,0.0013633750376433873,0,Tokyo,0,Tokyo,False,False,1869,True
2.14,0.5699999999999363,False,0.001173477221381413,0,Tokyo,0,Tokyo,True,True,1036,False
2.21,0.4099999999998545,False,0.0012111646361847766,1,Sydney,0,London,False,False,1151,True
3.31,0.03999999999996362,False,0.0018142056136235332,1,Sydney,0,London,False,False,1088,True
2.03,0.6100000000001273,False,0.0011133414503054833,1,Sydney,1,Sydney,False,False,835,True
3.42,0.5099999999999909,False,0.0018791828302031934,1,Tokyo,1,Tokyo,True,True,1813,True
6.0,0.9300000000000637,False,0.003300765777660417,1,Tokyo,4,New York,True,True,2613,True
5.88,2.0299999999999727,False,0.003238848556288764,1,Tokyo,1,Tokyo,True,True,2885,True
4.54,0.5899999999999181,False,0.002504993434048047,1,Tokyo,1,Tokyo,True,True,2496,True
15.98,1.0499999999999545,False,0.008828826837865612,1,London,4,London,True,True,7292,False
15.5,7.980000000000018,False,0.00860790705681774,1,London,2,Sydney,True,True,7572,True
2.54,0.5699999999999363,False,0.0014147186436524247,1,New York,2,New York,False,False,817,True
