noisy_day,is_highest_day,is_highest_week,volume,session,weekday,target
0,1,1,0.07751010509296687,0,0,0.030001044374941596
0,0,0,0.0025869037995149566,3,3,0.007096252892643752
0,0,0,0.013225545675020212,3,1,0.0006486118058342081
0,0,0,0.0,3,2,0.000670598646709944
0,0,0,0.03049312853678254,3,3,0.008107647572927604
0,0,0,0.006790622473726758,3,2,0.004347897783176768
0,0,0,0.031560226354082455,3,3,0.0006376183853963402
0,0,0,0.0023282134195634603,3,4,0.0027923287912184555
0,0,0,0.15165723524656427,2,2,0.003666305716028957
0,0,0,0.015295068714632175,0,2,0.0
0,0,0,0.014486661277283753,3,2,0.0002803322211656324
0,0,0,0.06577202910266775,0,0,0.0007860295613075572
0,0,0,0.22153597413096202,2,2,0.008080164021832932
0,0,0,0.060371867421180274,1,3,0.003644318875153221
0,0,0,0.059078415521422796,2,4,0.01278534796924041
0,0,0,0.02871463217461601,0,0,0.0019788156788162286
0,1,1,0.1747776879547292,2,0,0.0018084176620292755
0,0,0,0.030654810024252226,0,1,0.000681592067147812
0,0,0,0.015198059822150365,3,0,0.0008959637656862367
0,0,0,0.07366208569118837,2,3,0.0014126545262660296
0,0,0,0.011220695230396122,3,3,0.001692986747431662
0,0,0,0.014777687954729186,3,1,0.000527684181017661
0,0,0,0.14991107518189167,2,1,0.005722075337910261
0,1,0,0.011705739692805174,3,2,0.0008739769248105008
0,0,0,0.08443007275666937,3,3,0.0007750361408696894
0,0,0,0.12035569927243331,2,1,0.0017094768780884638
0,0,0,0.05354890864995958,1,2,0.0002583453802898965
0,0,0,0.06163298302344381,2,2,0.002171200536478917
0,0,0,0.01451899757477769,3,3,0.0020777564627570398
0,0,0,0.01037995149555376,3,2,0.00138517097517136
0,0,0,0.13519805982215038,2,3,0.002171200536478917
0,1,1,0.20840743734842362,3,2,0.03113886339026093
0,0,0,0.012578819725141473,3,2,0.001170799276632935
0,0,0,0.03883589329021827,3,0,0.0010718584926921238
0,0,0,0.017008892481810835,3,3,0.0002198684087573587
0,0,0,0.017396928051738078,3,1,0.0005881479934259346
0,0,0,0.07437348423605498,2,2,0.0006431150956152743
0,0,0,0.06140662894098626,3,3,0.0012422565094790767
0,1,1,0.18470493128536783,2,0,0.003045177461289418
0,0,0,0.015715440582053358,0,1,0.00036278287444964184
0,0,0,0.043427647534357315,0,3,0.0011158321744435952
0,0,0,0.03485852869846402,2,3,0.008646325174383133
0,0,0,0.022409054163298303,3,3,0.0002803322211656324
0,0,0,0.04443007275666936,0,0,0.0007310624591182176
0,0,0,0.034017784963621664,1,1,0.0022866314510765306
0,0,0,0.02033953112368634,3,1,0.0017864308211535394
0,1,1,0.04798706548100243,1,2,0.00041225326642004755
0,0,0,0.05804365400161681,1,2,0.008624338333507398
0,0,0,0.14331447049312854,2,4,0.005925453616010817
0,0,0,0.019563459983831855,1,4,0.0005551677321123307
0,0,0,0.06567502021018594,3,3,0.000978414418970246
0,0,0,0.08876313662085691,1,2,0.001209276248165473
0,0,0,0.17186742118027487,2,2,0.010410769154660937
0,0,0,0.06098625707356508,1,4,0.0011268255948814632
0,1,1,0.0996928051738076,1,4,0.013153627553908986
0,0,0,0.0065319320937752634,3,2,7.14572328461416e-05
0,0,0,0.0694907033144705,1,2,0.002237161059106125
0,0,0,0.19392077607113986,1,3,0.006799430540821318
0,1,1,0.029814066289409868,3,0,0.010757061898453775
0,0,0,0.020856911883589332,3,3,0.0019073584459700867
0,0,0,0.2103152789005659,2,1,0.010460239546631342
0,0,0,0.07993532740501214,3,2,0.0015830525430529825
0,0,0,0.0858528698464026,3,3,0.00031880919269817017
0,0,0,0.0042360549717057406,3,1,0.0005056973401419251
0,0,0,0.011317704122877931,3,2,0.0002968223518224343
0,0,0,0.07020210185933712,3,3,0.00038476971532537774
0,0,0,0.10350848827809217,3,4,0.002880276154721399
0,0,0,0.16895715440582054,3,2,0.0015555689919583128
0,0,0,0.0771867421180275,0,3,0.0021657038262599833
0,0,0,0.07689571544058206,1,4,0.005744062178785996
0,0,0,0.06082457558609539,1,0,0.004117035953981541
0,0,0,0.185642683912692,3,1,0.002237161059106125
0,0,0,0.189749393694422,2,2,0.002171200536478917
0,0,0,0.0071139854486661274,3,4,0.019040604198387264
0,1,0,0.035634599838318515,0,2,0.014912574823967855
0,1,0,0.059078415521422796,3,1,0.00239656565545521
0,0,0,0.09917542441390462,1,2,0.0018084176620292755
0,0,0,0.15075181891673403,3,3,0.0004287433970768495
0,0,0,0.1285691188358933,2,2,0.0008959637656862367
0,0,0,0.06965238480194018,1,2,0.001049871651816388
0,1,0,0.1163136620856912,1,4,0.0013137137423252182
0,0,0,0.01241713823767179,3,4,0.0008025196919643593
0,0,0,0.2535489086499596,2,0,0.00170398016786953
0,0,0,0.02787388843977365,3,3,0.0007035789080235479
0,0,0,0.01600646725949879,0,2,0.0007255657488992838
0,0,0,0.156928051738076,1,2,0.0011488124357571991
0,0,0,0.07253031527890057,1,3,0.0011433157255382653
0,0,0,0.07104284559417948,3,2,0.015286351118855365
0,0,0,0.07527890056588521,0,4,0.00170398016786953
0,0,0,0.041228779304769606,1,1,0.0007255657488992838
0,0,0,0.012126111560226357,0,2,0.0016050393839287184
0,0,0,0.1941147938561035,2,4,0.009047585020365312
0,0,0,0.06263540824575586,2,1,0.0007255657488992838
0,0,0,0.1423120452708165,2,1,0.012054285510122192
0,0,0,0.009345189975747778,3,1,0.0010883486233489255
0,0,0,0.06742118027485854,1,1,0.002253651189762927
0,0,0,0.06176232821341956,0,3,0.0005496710218933969
