noisy_day,is_highest_day,is_highest_week,volume,session,weekday,target
0,0,0,0.0900358979334433,1,2,2.0
0,0,0,0.07438310533294525,1,4,3.08
0,0,0,0.07674396041525178,1,1,3.35
0,1,0,0.060379677242003806,3,0,1.2
0,1,0,0.13282235374017656,1,1,3.13
0,0,0,0.07409204100772938,2,2,3.64
0,1,0,0.05944180330519711,3,2,0.89
0,0,0,0.09440186281168138,1,4,1.85
0,0,0,0.020956631415542836,0,0,6.65
0,0,0,0.01536172827528217,3,2,2.15
0,0,0,0.006985543805180944,3,0,167.12
0,0,0,0.04718476116555092,0,0,7.98
0,0,0,0.04889880663626661,1,2,2.46
0,0,0,0.043724329743539986,3,2,1.03
0,0,0,0.005853626984896995,3,2,1.13
1,0,0,0.03172601144853012,3,0,14.86
0,0,0,0.0224119530416222,1,1,2.43
0,1,0,0.11603764431939459,2,1,10.27
0,1,0,0.1372206590989942,2,1,4.49
0,0,0,0.07790821771611527,2,2,4.73
0,1,0,0.051453704602050385,2,3,13.78
0,0,0,0.008925972639953428,3,4,3.67
0,0,0,0.0032017075773746,3,1,3.46
0,0,0,0.008117460625464895,0,2,1.53
1,0,0,0.03379580220562077,3,4,2.05
1,1,0,0.07056692862455936,3,2,57.2
0,0,0,0.0519388118107435,0,1,1.07
1,1,0,0.04239837003977879,3,3,9.62
1,1,0,0.29109666569645226,1,2,3.1
1,0,0,1.0,2,4,17.19
1,0,0,0.04204262475340383,3,2,4.19
1,0,0,0.028880049157530483,3,4,47.05
1,0,0,0.7604217198667572,2,3,33.64
0,1,0,0.030917499434041592,0,4,3.17
0,0,0,0.11290061770317907,1,1,5.12
0,0,0,0.11587594191649687,2,0,2.71
0,1,0,0.023964296109440186,0,1,1.05
0,0,0,0.1453381197244591,1,1,5.62
0,0,0,0.20228970602503152,2,1,1.5
0,0,0,0.08039843472073996,1,3,1.57
0,0,0,0.2537757511076615,2,4,2334.99
0,0,0,0.018045988163384107,0,0,2300.93
0,0,0,0.10944018628116814,1,1,2267.02
0,0,0,0.10817890753856603,1,3,1.59
0,0,0,0.22379612561042656,2,3,46.63
0,0,0,0.022864719769735777,3,4,3.12
0,1,0,0.015038323469486758,3,0,11.94
0,1,0,0.09061802658387504,2,3,18.82
0,1,0,0.020503864687429256,0,4,11.55
0,1,0,0.09288186022444293,2,4,9.08
0,0,0,0.01762556191585007,3,4,1.08
0,0,0,0.033375375958086734,2,2,2224.56
0,1,0,0.06154393454286731,2,4,2.29
0,0,0,0.012903851751237025,3,4,2.54
0,0,0,0.09883250865107855,2,3,2175.1
0,0,0,0.0770673652210472,2,3,2163.74
0,0,0,0.03363409980272306,3,3,2162.56
0,0,0,0.039811131593415476,1,2,1.84
0,1,0,0.01785194527990686,3,4,1.5
0,0,0,0.1345040587303127,2,3,3.26
1,0,0,0.08211248019145564,1,4,6.39
0,1,0,0.03722389314705216,3,2,56.67
0,0,0,0.05578732899970893,2,4,11.14
0,1,0,0.04197794379224475,3,0,6.31
0,0,0,0.012742149348339317,3,0,3.84
0,0,0,0.07868438925002426,2,1,15.5
0,0,0,0.03473367614242747,3,1,3.41
0,1,0,0.05161540700494809,0,3,45.88
0,0,0,0.039002619578926936,1,4,17.76
0,0,0,0.0528766857475502,2,4,8.42
0,0,0,0.024772808123928722,3,4,2.04
0,0,0,0.03648006209372271,0,1,2.01
0,1,0,0.09132951715662495,2,1,7.28
0,0,0,0.06073542252837876,2,1,2.53
0,1,0,0.030755797031143884,3,1,6.87
0,1,0,0.08796610717635264,2,3,32.3
0,0,0,0.016655347498463827,3,3,2.04
0,1,0,0.026486853594644418,3,0,2.08
0,1,0,0.028686006274053235,0,1,9.54
0,0,0,0.038258788525597484,2,1,5.28
0,0,0,0.12561042657093882,2,1,9.25
0,0,0,0.02638983215290579,3,1,3.17
0,0,0,0.06358138481937842,2,2,17.41
0,0,0,0.03486303806474564,0,3,5.93
0,0,0,0.03111154231751884,0,0,1.58
0,0,0,0.02060088612916788,3,0,4.41
0,1,0,0.08858057630736393,0,1,3.65
0,0,0,0.06568351605704861,1,1,4.18
0,0,0,0.0788784321335015,2,1,4.23
0,1,0,0.011383849163998577,3,2,0.98
0,1,0,0.06393713010575337,0,2,4.58
0,1,0,0.08143333009928527,2,2,6.48
0,0,0,0.012321723100805277,3,4,4.27
0,0,0,0.01668768797904337,3,0,3.75
0,0,0,0.0770673652210472,2,1,7.62
0,0,0,0.06697713528023026,1,3,1.72
0,0,0,0.08738397852592089,2,0,22.26
0,0,0,0.05284434526697066,3,0,2.74
0,0,0,0.010122570421396464,3,1,3.42
1,1,0,0.05578732899970893,3,4,2094.66
0,0,0,0.06477798260082145,2,2,4.46
0,0,0,0.07984864655088775,2,4,4.48
0,0,0,0.08748099996765953,2,4,5.73
0,1,0,0.04825199702467578,0,0,1.08
0,0,0,0.011222146761100872,0,2,1.49
0,0,0,0.05016008537886873,1,2,6.19
0,0,0,0.0468613563597555,1,1,10.58
0,0,0,0.054267326412470486,1,2,2.71
0,1,0,0.06228776559619676,2,2,13.27
0,0,0,0.04608518482584651,1,4,10.8
0,1,0,0.05090391643219818,1,0,19.3
0,0,0,0.06917628795963908,2,0,9.35
0,0,0,0.04440347983571036,0,1,2.49
0,0,0,0.027101322725655703,1,4,3.55
0,0,0,0.033148992594029945,1,2,14.2
0,1,0,0.0651337278871964,1,4,7.22
0,1,0,0.050386468742925516,0,2,14.75
0,0,0,0.07399501956599075,0,2,9.8
0,0,0,0.10872869570841823,1,3,4.07
0,0,0,0.026066427347110382,3,4,11.74
0,0,0,0.021312376701917792,3,0,1.75
1,0,0,0.2289059215419941,1,0,15.5
1,0,0,0.21888037256233625,3,0,16.55
0,0,0,0.1385466188027554,2,2,2.93
0,0,0,0.1135474273147699,3,2,1.72
0,0,0,0.2035186442870541,2,0,21.47
0,0,0,0.13327512046829015,3,3,3.96
0,1,0,0.03848517188965428,0,2,1.68
0,0,0,0.10866401474725915,1,3,6.13
0,0,0,0.08023673231784224,3,3,1.09
0,1,0,0.020730248051486044,0,4,0.9
0,0,0,0.028621325312894148,3,0,2.26
0,1,0,0.01901620258077035,0,1,1.5
0,0,0,0.07218395265353643,3,1,15.27
0,0,0,0.024255360434656058,3,2,2.51
0,0,0,0.13421299440509685,0,3,1.97
0,0,0,0.12703340771643865,1,3,1.8
0,0,0,0.06131755117881051,3,1,2.75
0,0,0,0.2292293263477895,2,3,5.38
0,0,0,0.09291420070502247,2,4,3.29
0,1,0,0.04291581772905145,0,0,1.41
0,0,0,0.05601371236376572,1,0,5.97
0,0,0,0.03851751237023382,2,4,9.53
0,1,0,0.043821351185278606,0,0,2.54
0,0,0,0.05601371236376572,1,2,3.92
0,0,0,0.07981630607030821,2,1,4.59
0,0,0,0.045503056175414766,3,2,5.45
0,0,0,0.0981533585589082,2,4,7.79
0,0,0,0.06603926134342357,1,0,14.36
1,0,0,0.014811940105429966,3,2,5.39
0,1,0,0.09576016299602212,0,3,61.99
0,0,0,0.041913262831085665,0,3,6.08
0,0,0,0.08751334044823907,2,3,8.35
0,1,0,0.07936353934219463,0,4,1.64
0,1,0,0.07515927686685424,1,1,9.59
0,0,0,0.012289382620225737,3,2,1.44
0,0,0,0.043983053588176314,0,2,1.68
0,1,0,0.05028944730118689,3,3,3.78
0,0,0,0.06548947317357136,3,3,3.06
0,0,0,0.08130396817696711,3,3,2.35
0,0,0,0.012645127906600693,3,4,1819.75
0,0,0,0.04750816597134633,3,0,2.77
0,0,0,0.03534814527343876,0,4,48.22
1,1,0,0.08508780440477345,2,0,11.02
0,0,0,0.08427929239028492,2,2,10.16
0,0,0,0.05853626984896996,1,3,2.88
0,0,0,0.04210730571456291,1,3,4.53
0,0,0,0.009702144173862424,3,3,2.33
0,1,0,0.09579250347660166,0,0,11.81
0,0,0,0.04142815562239255,0,1,3.48
0,0,0,0.06891756411500276,0,2,8.09
0,0,0,0.04543837521425568,0,2,1.16
0,1,0,0.07874907021118334,2,2,23.11
0,0,0,0.074189062449468,2,2,2.12
0,1,0,0.0892597263995343,2,3,9.8
0,0,0,0.05982988907215161,1,3,10.43
0,1,0,0.007502991494453608,3,1,1.16
0,0,0,0.05986222955273115,0,1,3.62
0,0,0,0.04692603732091458,0,3,3.56
0,0,0,0.06688011383849164,2,4,38.99
0,1,0,0.05197115229132305,1,0,9.56
0,1,0,0.0773907700268426,2,0,1785.19
0,0,0,0.04750816597134633,2,1,2.01
0,1,0,0.07237799553701368,2,4,5.82
0,1,0,0.09757122990847644,2,0,1757.35
0,0,0,0.028750687235212315,1,1,1740.23
0,0,0,0.051259661718573137,2,3,35.36
0,0,0,0.04935157336438019,1,1,6.05
0,0,0,0.029720901652598556,0,2,1707.12
0,1,0,0.04152517706413117,3,4,4.48
0,1,0,0.022282591119304033,3,1,4.25
0,0,0,0.058924355615924455,0,4,23.68
0,0,0,0.05387924064551599,3,4,1.06
0,0,0,0.04828433750525533,0,0,2.7
0,1,0,0.08676950939490961,2,0,1650.48
