time,open,high,low,close,volume
2025-05-19 03:00:00,3234.94,3247.92,3233.5,3245.57,1194
2025-05-19 03:15:00,3245.55,3249.75,3244.96,3247.76,1193
2025-05-19 03:30:00,3247.66,3249.31,3243.64,3245.53,1133
2025-05-19 03:45:00,3245.63,3248.43,3241.01,3246.44,1197
2025-05-19 04:00:00,3246.12,3246.42,3231.11,3233.59,1408
2025-05-19 04:15:00,3233.47,3234.86,3224.75,3226.38,1308
2025-05-19 04:30:00,3226.55,3229.66,3220.81,3224.97,1220
2025-05-19 04:45:00,3224.66,3225.99,3214.68,3218.39,1214
2025-05-19 05:00:00,3218.12,3225.1,3217.12,3224.61,1120
2025-05-19 05:15:00,3224.79,3227.42,3222.52,3225.32,993
2025-05-19 05:30:00,3225.52,3225.75,3217.86,3221.26,1030
2025-05-19 05:45:00,3221.11,3230.05,3221.11,3228.42,1064
2025-05-19 06:00:00,3228.49,3230.48,3225.09,3225.57,931
2025-05-19 06:15:00,3225.25,3228.51,3224.89,3225.77,831
2025-05-19 06:30:00,3225.75,3227.78,3217.18,3218.2,943
2025-05-19 06:45:00,3218.15,3218.98,3208.12,3212.23,1069
2025-05-19 07:00:00,3212.22,3213.34,3206.69,3211.2,861
2025-05-19 07:15:00,3211.2,3216.32,3211.0,3215.42,800
2025-05-19 07:30:00,3215.41,3218.1,3215.32,3216.78,657
2025-05-19 07:45:00,3216.76,3217.61,3213.79,3215.89,690
2025-05-19 08:00:00,3215.91,3223.01,3215.91,3218.37,886
2025-05-19 08:15:00,3218.35,3219.04,3216.05,3218.04,805
2025-05-19 08:30:00,3218.04,3220.48,3216.82,3217.81,881
2025-05-19 08:45:00,3217.82,3224.28,3214.91,3224.03,937
2025-05-19 09:00:00,3223.97,3228.05,3222.3,3226.87,1187
2025-05-19 09:15:00,3226.88,3231.62,3225.72,3226.66,1301
2025-05-19 09:30:00,3226.53,3229.43,3220.29,3222.6,1193
2025-05-19 09:45:00,3222.61,3226.27,3221.24,3224.15,1131
2025-05-19 10:00:00,3224.05,3230.83,3224.05,3229.23,1180
2025-05-19 10:15:00,3229.16,3231.21,3228.32,3229.49,1120
2025-05-19 10:30:00,3229.55,3233.67,3226.45,3232.18,1247
2025-05-19 10:45:00,3232.3,3234.6,3231.05,3232.33,1194
2025-05-19 11:00:00,3232.39,3235.66,3230.07,3235.51,1116
2025-05-19 11:15:00,3235.62,3238.93,3233.77,3236.01,1191
2025-05-19 11:30:00,3235.86,3238.23,3233.57,3238.23,1062
2025-05-19 11:45:00,3238.29,3244.89,3238.09,3244.46,1064
2025-05-19 12:00:00,3244.7,3247.62,3238.12,3240.73,1185
2025-05-19 12:15:00,3240.7,3241.41,3233.75,3239.93,1168
2025-05-19 12:30:00,3239.93,3241.85,3237.97,3239.06,1032
2025-05-19 12:45:00,3239.07,3242.1,3237.78,3242.01,937
2025-05-19 13:00:00,3242.01,3242.17,3234.29,3239.23,1044
2025-05-19 13:15:00,3239.26,3241.76,3236.97,3240.91,1069
2025-05-19 13:30:00,3240.97,3241.44,3238.77,3239.77,890
2025-05-19 13:45:00,3240.03,3245.17,3239.93,3241.74,1008
2025-05-19 14:00:00,3241.73,3243.7,3239.18,3243.4,999
2025-05-19 14:15:00,3243.42,3244.3,3241.51,3241.52,861
2025-05-19 14:30:00,3241.41,3246.62,3241.25,3246.0,956
2025-05-19 14:45:00,3246.01,3248.47,3243.57,3243.78,989
2025-05-19 15:00:00,3243.77,3244.42,3240.27,3242.72,1057
2025-05-19 15:15:00,3242.73,3244.22,3237.93,3241.39,1164
2025-05-19 15:30:00,3241.21,3243.04,3237.93,3241.5,1140
2025-05-19 15:45:00,3241.5,3241.5,3228.9,3229.28,1257
2025-05-19 16:00:00,3229.23,3238.03,3227.65,3237.91,1320
2025-05-19 16:15:00,3237.94,3241.63,3229.96,3232.05,1266
2025-05-19 16:30:00,3231.99,3233.05,3224.6,3232.62,1390
2025-05-19 16:45:00,3232.57,3234.68,3225.83,3229.93,1304
2025-05-19 17:00:00,3229.9,3231.25,3217.34,3222.92,1353
2025-05-19 17:15:00,3222.99,3233.23,3222.52,3231.33,1292
2025-05-19 17:30:00,3231.39,3235.94,3227.8,3229.74,1256
2025-05-19 17:45:00,3230.01,3236.01,3229.75,3233.9,1225
2025-05-19 18:00:00,3233.91,3236.17,3232.4,3235.08,1200
2025-05-19 18:15:00,3235.01,3235.69,3231.86,3234.47,1144
